"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
251,"NCT04463706","COVID19 Severity Prediction and Health Services Research Evaluation",,"Recruiting","No Results Available","Covid19","Other: Predictors adverse evolution|Other: Predictors of health care provide","Clinical deterioration|Relief of symptoms|Mortality|Complications at follow up|Cost","Hospital Galdakao-Usansolo|Hospital Costa del Sol|Hospital del Mar|University Hospital of the Nuestra Señora de Candelaria|Instituto de Salud Carlos III|Hospital Universitario Araba|Biocruces Bizkaia Health Reseach Institute|Hospital de Basurto|Hospital Donostia","All","Child, Adult, Older Adult",,"20000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","COVID19_0459","June 1, 2020","June 30, 2021","December 31, 2021","July 9, 2020",,"July 9, 2020","Hospital Galdakao-Usansolo, Galdakao, Bizkaia, Spain",,"https://ClinicalTrials.gov/show/NCT04463706"
252,"NCT03738982","Patient Empowerment Through Predictive Personalised Decision Support","PEPPER","Completed","No Results Available","Type1 Diabetes Mellitus","Device: PEPPER","Change in the percentage of time spent in hypoglycaemia (glucose level below 3, 9 mmol/L or 70 mg/dl)|Number of incidence of low glucose alarms|Number of incidence of high glucose alarms|Number of incidence of carbohydrate adviser|Number of incidence of low glucose suspend|Number of incidence of fault detection alarm|Change in the percentage of time in glucose target range (glucose levels 3.9-10 mmol/l or 70 - 180 mg/dl)|Change in the percentage of time in hyperglycaemia (glucose level above 10 mmol/l or 180 mg/dl)|Change in the number of episodes of post-prandial hypoglycaemia (glucose level below 3,9 mmol/L or 70 mg/dl) within 4 hours|Change in the number of episodes of post-prandial hypoglycaemia (glucose level below 3,9 mmol/L or 70 mg/dl) within 6 hours|Change in the post-prandial glucose level at 120 minutes (mg/dl)|Change in the post-prandial glucose level at 120 minutes (mmol/l)|Change in the post-prandial area under the curve (AUC) of glucose level at 4 hours (min x mg/dl)|Change in the post-prandial area under the curve (AUC) of glucose level at 4 hours (min x mmol/l)|Change in glycaemic risk measured with low blood glucose index (LBGI)|Change in glycaemic risk measured with high blood glucose index (HBGI)|Change in glycaemic variability measured with mean amplitude of glycaemic excursions (MAGE) (mg/dl)|Change in glycaemic variability measured with mean amplitude of glycaemic excursions (MAGE) (mmol/l)|Change in glycaemic variability measured with continuous overall net glycemic action at 2 hours (CONGA-2) (mg/dl)|Change in glycaemic variability measured with continuous overall net glycemic action at 2 hours (CONGA-2) (mmol/l)|Measurement of satisfaction of diabetes treatment using Diabetes Treatment Satisfaction Questionnaire (DTSQ)|Measurement of quality of life in patients with diabetes mellitus using Diabetes Quality of Life (DQOL) questionnaire.|Measurement of diabetes related problems by using Problem Areas in Diabetes (PAID) questionnaire|Evaluation of usability and the treatment satisfaction of PEPPER system by using non-validated questionnaires.","Imperial College London|Oxford Brookes University|Universitat de Girona|Cellnovo Limited|Romsoft SRL|Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta","All","18 Years and older   (Adult, Older Adult)","Not Applicable","48","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","17HH3961","January 9, 2018","November 14, 2019","November 14, 2019","November 13, 2018",,"January 10, 2020","Imperial College Clinical Research Facility, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03738982"
253,"NCT03750890","Visual Study of Molecular Genotype in Glioma Evolution",,"Recruiting","No Results Available","Glioma of Brain",,"radiomics features（the parameters of T1WI, T2WI, DWI, DKI, ASL, ESWAN, DCE, MRS and so on）|microomics molecular markers (IDH mutation, 1p/19q status, P53 mutation, TERT and ATRX mutation, EGFR amplification and mutation, MGMT methylation status, PTEN mutation, ZM fusion gene and other gene features)","Tongji Hospital","All","Child, Adult, Older Adult",,"1000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","ZWZ2018","January 1, 2019","December 31, 2021","December 31, 2022","November 23, 2018",,"March 26, 2019","Zhenxiong Wang, Wuhan, Choose A State Or Province, China",,"https://ClinicalTrials.gov/show/NCT03750890"
254,"NCT04298866","White Matter Hyperintensities Subtypes in Cerebral Small Vessel Disease : 7 Tesla Ultra-high Resolution Imaging MRI","SV7","Not yet recruiting","No Results Available","Cerebral Small Vessel Diseases","Other: Experimental Arm","Percentage of patients with a different form of white matter hyperintensities (WMH)|Frequency of different WMH subtypes in different types of small cerebral vessel disease|Frequency of large tract involvement|Global cognitive function|Language|Spatial exploration|Spatial memory|Visual memory|Episodic verbal memory|Working memory|Executive function|Attentional Performances status|Depression and Anxiety status|Apathy status|Pulse wave Velocity count","Assistance Publique - Hôpitaux de Paris","All","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","APHP180445","March 4, 2020","June 4, 2023","June 4, 2023","March 6, 2020",,"March 6, 2020",,,"https://ClinicalTrials.gov/show/NCT04298866"
255,"NCT03186300","Patient Empowerment Through Predictive Personalised Decision Support (PEPPER)","PEPPER","Completed","No Results Available","Diabetes Mellitus, Type 1","Device: PEPPER system","Change in the percentage of time spent in hypoglycaemia (glucose level below 3, 9 mmol/L or 70 mg/dl)|Number of incidence of low glucose alarms|Number of incidence of high glucose alarms|Number of incidence of carbohydrate adviser|Number of incidence of low glucose suspend|Number of incidence of fault detection alarm|Change in the percentage of time in glucose target range (glucose levels 3.9-10 mmol/l or 70 - 180 mg/dl)|Change in the percentage of time in hyperglycaemia (glucose level above 10 mmol/l or 180 mg/dl)|Change in the number of episodes of post-prandial hypoglycaemia (glucose level below 3,9 mmol/L or 70 mg/dl) within 4 hours|Change in the number of episodes of post-prandial hypoglycaemia (glucose level below 3,9 mmol/L or 70 mg/dl) within 6 hours|Change in the post-prandial glucose level at 120 minutes (mg/dl)|Change in the post-prandial glucose level at 120 minutes (mmol/l)|Change in the post-prandial area under the curve (AUC) of glucose level at 4 hours (min x mg/dl)|Change in the post-prandial area under the curve (AUC) of glucose level at 4 hours (min x mmol/l)|Change in glycaemic risk measured with low blood glucose index (LBGI)|Change in glycaemic risk measured with high blood glucose index (HBGI)|Change in glycaemic variability measured with mean amplitude of glycaemic excursions (MAGE) (mg/dl)|Change in glycaemic variability measured with mean amplitude of glycaemic excursions (MAGE) (mmol/l)|Change in glycaemic variability measured with continuous overall net glycemic action at 2 hours (CONGA-2) (mg/dl)|Change in glycaemic variability measured with continuous overall net glycemic action at 2 hours (CONGA-2) (mmol/l)|Measurement of satisfaction of diabetes treatment using Diabetes Treatment Satisfaction Questionnaire (DTSQ)|Measurement of quality of life in patients with diabetes mellitus using Diabetes Quality of Life (DQOL) questionnaire.|Measurement of diabetes related problems by using Problem Areas in Diabetes (PAID) questionnaire|Evaluation of usability and the treatment satisfaction of PEPPER system by using non-validated questionnaires.","Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta|Imperial College London|Oxford Brookes University|Universitat de Girona|Cellnovo Limited|Romsoft SRL","All","18 Years and older   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","599/16/EC|689810","September 1, 2017","December 12, 2018","December 12, 2018","June 14, 2017",,"March 5, 2019","Institut d'Investigació Biomèdica de Girona (IDIBGI), Girona, Spain",,"https://ClinicalTrials.gov/show/NCT03186300"
256,"NCT00600717","Clinical Applications of High-Frequency Oscillations","HFOs","Enrolling by invitation","No Results Available","Healthy|Epilepsy|Migraine|Headache|Pain|Autism|Cerebral Palsy",,,"Children's Hospital Medical Center, Cincinnati|University of Cincinnati","All","6 Years to 18 Years   (Child, Adult)",,"120","Other","Observational","Observational Model: Other|Time Perspective: Prospective","IRB 06-04-23; 2012-0866|2008-1439","November 1, 2006","July 1, 2020","July 1, 2022","January 25, 2008",,"February 18, 2019","MEG, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT00600717"
257,"NCT03925337","Computer Aided Detection of Polyps in the Colon",,"Recruiting","No Results Available","Polyp, Adenomatous|Colo-rectal Cancer","Device: Computer Aided Diagnostic Software","Adenoma Miss Rate (AMR)|Polyp Miss Rate (PMR)|Amplified adenoma detection rate|Advanced adenoma miss rate determination|Colonoscope segmental withdrawal time determination|Total procedure time determination|Rate of adverse event determination","Beth Israel Deaconess Medical Center","All","22 Years and older   (Adult, Older Adult)","Not Applicable","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2018P000564","May 7, 2019","December 2020","December 2020","April 24, 2019",,"June 22, 2020","University of Chicago, Chicago, Illinois, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|NYU Langone, New York, New York, United States|Baylor College of Medicine, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03925337"
258,"NCT04174287","Modeling the Relationships Between Functional Connectivity and Amyloid Deposition in Alzheimer's Disease",,"Recruiting","No Results Available","Alzheimer's Disease","Drug: F-18-AV45","Amyloid Distribution Among Normal, Prodromal AD and AD Dementia Subjects Measured by Standardized Uptake Value Ratio (SUVR) as Assessed by 18F-AV45 amyloid PET Scan.","Chang Gung Memorial Hospital","All","55 Years to 80 Years   (Adult, Older Adult)","Phase 2","300","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","201801833A0","March 28, 2019","March 27, 2023","September 27, 2023","November 22, 2019",,"November 22, 2019","Chang Gung Memorial Hospital,Linkou, Taoyuan City, Guishan Dist, Taiwan",,"https://ClinicalTrials.gov/show/NCT04174287"
259,"NCT03905226","Development of a Predictive Algorithm for the Risk of Rehospitalization of Patients With Heart Failure",,"Active, not recruiting","No Results Available","Heart Failure",,"Number of readmissions","Groupe Hospitalier Paris Saint Joseph","All","18 Years and older   (Adult, Older Adult)",,"1600","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","PREDIC","January 12, 2019","December 31, 2019","March 30, 2020","April 5, 2019",,"April 5, 2019","Groupe Hospitalier Paris Saint-Joseph, Paris, France",,"https://ClinicalTrials.gov/show/NCT03905226"
260,"NCT02016092","Biomarker Discovery in Parkinson's Disease","DISCOVERY-PD","Unknown status","No Results Available","Parkinson's Disease",,"Biological markers of Parkinson's disease|Correlation between biologic markers and clinical features of PD","The Parkinson's Institute","All","18 Years to 90 Years   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Case Control|Time Perspective: Cross-Sectional","ECH-13-24|5258","December 2013","March 2016","June 2016","December 19, 2013",,"March 14, 2016","The Parkinson's Institute and Clinical Center, Sunnyvale, California, United States",,"https://ClinicalTrials.gov/show/NCT02016092"
261,"NCT04200170","Examining the Feasibility of a Mobile Mental Health Application in Psychotherapy",,"Active, not recruiting","No Results Available","Mental Health Wellness 1|Depression","Device: Rose","Average weekly completion rate for Mood check-in|Average weekly completion rate for Anxiety check-in|Average weekly completion rate for online journaling|Adherence to Patient Health Questionnaire-9 (PHQ-9) survey completion at Baseline|Adherence to Patient Health Questionnaire-9 (PHQ-9) survey completion at Week 2|Adherence to General Anxiety Disorder-7 (GAD-7) survey completion at Week 4|Adherence to General Anxiety Disorder-7 (GAD-7) survey completion at Baseline|Adherence to General Anxiety Disorder-7 (GAD-7) survey completion at Week 2|Assess objective and subjective quality of mobile app used|Change in Short term impact on anxiety as assessed by the GAD-7|Change in Short term impact on anxiety as assessed by the PHQ-9","Ask Rose","All","18 Years and older   (Adult, Older Adult)","Not Applicable","45","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","rose001","August 1, 2019","November 29, 2019","December 27, 2019","December 16, 2019",,"December 16, 2019","Key Point Health Services, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT04200170"
262,"NCT03538223","Music Listening in Radiotherapy Treatment","MuLi_RT","Recruiting","No Results Available","Breast Cancer","Other: Music Listening|Radiation: Radiotherapy","Anxiety reduction|Stress reduction","Istituti Clinici Scientifici Maugeri SpA|University of Pavia","Female","Child, Adult, Older Adult","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care","2179 CE","March 5, 2018","March 1, 2019","June 30, 2019","May 29, 2018",,"December 3, 2018","Istituti Clinici Scientifici Maugeri SpA, Pavia, Lombardy, Italy",,"https://ClinicalTrials.gov/show/NCT03538223"
263,"NCT02872454","Psychotherapeutic Text Messaging for Depression Pilot Study","TEXT4U","Completed","No Results Available","Major Depression","Behavioral: Text Messaging","Intervention Feasibility|Perceived Helpfulness of Messages|Change in Depression Symptoms","University of Michigan","All","18 Years and older   (Adult, Older Adult)","Not Applicable","190","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","HUM00090058","April 2015","April 2016","April 2016","August 19, 2016",,"August 19, 2016","University of Michigan Inpatient Psychiatry Unit, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT02872454"
264,"NCT04457505","One Year Follow-ups of Patients Admitted to Spanish Intensive Care Units Due to COVID-19",,"Recruiting","No Results Available","Acute Respiratory Distress Syndrome|Severe Pneumonia|Respiratory Failure",,"One year mortality|Six month mortality","Consorcio Centro de Investigación Biomédica en Red, M.P.|Barcelona Supercomputing Center|Carlos III Health Institute","All","Child, Adult, Older Adult",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CIBERESUCICOVID","May 8, 2020","May 31, 2021","May 31, 2021","July 7, 2020",,"July 7, 2020","Hospital Universitario Central de Asturias, Oviedo, Asturias, Spain|Hospital Universitario de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain|Hospital de Mataró, Mataró, Barcelona, Spain|Hospital General de Cataluña, Sant Cugat Del Vallès, Barcelona, Spain|Hospital Infanta Margarita de Cabra, Cabra, Córdoba, Spain|Hospital Universitario Lucus Augusti, Lugo, Galicia, Spain|Hospital Son Llatzer, Palma De Mallorca, Mallorca, Spain|Hospital Álvaro Cunqueiro, Vigo, Pontevedra, Spain|Hospital Verge de la Cinta, Tortosa, Tarragona, Spain|Hospital Universitario Sant Joan d'Alacant, Alicante, Spain|Clínica Sagrada Família, Barcelona, Spain|Hospital Sagrat Cor, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Vall d'Hebron University Hospital, Barcelona, Barcelona, Spain|Hospital Clinic, Barcelona, Spain|Hospital Burgos, Burgos, Spain|Hospital San Pedro de Alcantara, Cáceres, Spain|Hospital de León, León, Spain|Hospital Arnau de Vilanova Lleida, Lleida, Spain|Hospital Infanta Leonor de Madrid, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Complexo Hospitalario Universitario de Ourense, Ourense, Spain|Complejo Asistencial Universitario de Palencia, Palencia, Spain|Hospital Montecelo, Pontevedra, Spain|Hospital Universitario Salamanca, Salamanca, Spain|Hospital Universitari Virgen de Valme, Sevilla, Spain|Hospital Universitari de Tarragona Joan XXIII, Tarragona, Spain|Hospital Clínic Universitari de València, Valencia, Spain|Hospital Universitari i Politècnic La Fe, Valencia, Spain|Hospital Universitario Valladolid, Valladolid, Spain|Hospital Nuestra Señora de Gracia, Zaragoza, Spain",,"https://ClinicalTrials.gov/show/NCT04457505"
265,"NCT04209166","A Study of Individualized Diagnosis and Treatment for Major Depressive Disorder With Atypical Features",,"Recruiting","No Results Available","Major Depressive Disorder","Drug: SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors)|Drug: SSRIs/SNRIs+Mood Stabilizer|Drug: SSRIs/SNRIs+Quetiapine|Drug: Usual Treatment","remission of acute phase|switch rate","Shanghai Mental Health Center|Fourth Military Medical University|Guangzhou Psychiatric Hospital|Dalian Seventh People's Hospital|Wuhan Union Hospital, China|Shanghai Jiao Tong University School of Medicine","All","16 Years to 60 Years   (Child, Adult)","Not Applicable","780","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","CRC2018ZD05","August 12, 2019","October 31, 2022","October 31, 2022","December 23, 2019",,"December 23, 2019","Guangzhou Psychiatric Hospital, Guanzhou, Guangdong, China|Wuhan Mental Health Center, Wuhan, Hubei, China|Dalian Seventh People's Hospital, Dalian, Liaoning, China|Shanghai Mental Health Center, Shanghai, Shanghai, China|Fourth Military Medical University, Xian, Shanxi, China",,"https://ClinicalTrials.gov/show/NCT04209166"
266,"NCT04437914","Accuracy of Cardiac Arrhythmias and Conduction Disorders Diagnosis Using a Smartwatch",,"Not yet recruiting","No Results Available","Cardiovascular Diseases|Cardiac Arrhythmia|Conduction Disturbance","Diagnostic Test: Electrocardiogram diagnosis","Positive diagnostic correlation|Diagnostic accuracy 1|Diagnostic accuracy 2","Federal University of Piaui","All","18 Years and older   (Adult, Older Adult)",,"110","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","FUPiaui","August 1, 2020","February 28, 2021","August 31, 2021","June 18, 2020",,"June 19, 2020",,,"https://ClinicalTrials.gov/show/NCT04437914"
267,"NCT04061642","A Feasibility Study of an AI-Powered Clinical Decision Aid for Personalized Depression Treatment Selection",,"Recruiting","No Results Available","Depression","Device: Clinical Decision Aid","Subjective length of outpatient visits|Objective length of outpatient visits|Physician retention rates|Patient retention rates|Patient self-rated experience using the study software","Aifred Health Inc.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","10","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","IUSMD-19-08","December 16, 2019","March 31, 2020","March 31, 2020","August 20, 2019",,"January 14, 2020","Douglas Mental Health University Institute, Verdun, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04061642"
268,"NCT03214783","A Case-control Study to Assess the Association Between Facial Characteristics and Coronary Artery Diseases",,"Completed","No Results Available","Coronary Artery Disease","Other: Facial characteristics","The association between facial factors and increased risk of coronary artery diseases","China National Center for Cardiovascular Diseases","All","Child, Adult, Older Adult",,"2300","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","2017-907","July 10, 2017","October 31, 2018","October 31, 2018","July 12, 2017",,"November 6, 2018","Fuwai Hospital Chinese Academay of Medical Science and National Center for Cardiovascular Diseases, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03214783"
269,"NCT04045951","Effect of Using Myopia Prediction Algorithm on Myopia School-aged Children",,"Recruiting","No Results Available","Myopia","Other: Myopia prediction algorithm","Incidence of SER development of at least -1.0 dioptres (D)|Incidence of SER development of at least -0.5 dioptres (D)|Changes in SER \ and AL|Changes in proportion of children using atropine|Changes in proportion of children using orthokeratology lenses|Changes in proportion of children using spectacles|Changes in child's average outdoor activity time per day|Changes in child's average screen time per day","Sun Yat-sen University","All","8 Years to 10 Years   (Child)","Not Applicable","2138","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Other","CCPMOH2019-China-4","August 3, 2019","November 30, 2021","November 30, 2021","August 6, 2019",,"August 7, 2019","Zhongshan Ophthalmic Centre, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT04045951"
270,"NCT03954548","CB-17-08 Augmented Endoscopy System for Mucosal Lesion Detection During Colonoscopy for Colon Rectal Cancer.",,"Recruiting","No Results Available","Colorectal Cancer","Device: CB-17-08 CADe","Adenoma per colonoscopy [APC]|Positive Predictive Value [PPV]|Adenoma miss rate [AMR]|Adenoma Detection Rate [ADR]","Cosmo Artificial Intelligence-AI Ltd|Cosmo Pharmaceuticals NV","All","45 Years and older   (Adult, Older Adult)","Not Applicable","1120","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","CB-17-08/03","February 17, 2020","June 2020","August 2020","May 17, 2019",,"February 25, 2020","Mayo Clinic, Jacksonville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT03954548"
271,"NCT04015466","Advanced GC Multi-omic Characterization in EU and CELAC Populations","LEGACY-2","Recruiting","No Results Available","Gastric Cancer",,"Development of a new diagnostic algorithm for gastric cancer that includes molecular landscape, patient history, histopathological and environmental factors, personal microbiome and immune landscape|Proteomic analysis of gastric cancer tissue|Genomics (tumour next-generation sequencing)|Transcriptomics (Nanostring immune gene expression panel)|Microbiota sequencing (including level of Epstein-Barr virus [EBV] DNA)|Dietary habits as assessed by a new study-specific questionnaire|Biological risk factors as assessed through medical chart review|Daily routines as assessed by a new study-specific questionnaire","Fundación para la Investigación del Hospital Clínico de Valencia|Instituto Nacional de Cancerologia de Mexico|VU University Medical Center|Pontificia Universidad Catolica de Chile|Vall d'Hebron Institute of Oncology|INSTITUTO ALEXANDER FLEMING|Hospital Central del IPS|INSTITUTO DE PATOLOGIA E IMUNOLOGIA MOLECULAR DA UNIVERSIDADE DO PORTO PCUP","All","18 Years to 90 Years   (Adult, Older Adult)",,"800","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","LEGACY-2","June 12, 2019","December 31, 2021","December 31, 2021","July 11, 2019",,"February 5, 2020","Instituto Alexander Fleming, Buenos Aires, Argentina|Pontificia Universidad Católica de Chile, Santiago, Chile|Instituto Nacional de Cancerología de México, Mexico, Mexico|VU Medical Centre, Amsterdam, Netherlands|GenPat, Asunción, Paraguay|Institute of Pathology and Immunology of University of Porto, Porto, Portugal|Vall d'Hebron Institut d'Oncologia, Barcelona, Spain|Hospital Clínico Univeristario de Valencia, Valencia, Spain",,"https://ClinicalTrials.gov/show/NCT04015466"
272,"NCT03777098","Pilot Study of Strepic® Device for the Diagnosis of Group A Streptococcal Pharyngitis",,"Recruiting","No Results Available","Group A Streptococcal Infection","Device: Strepic® Device","Strepic Device Image|Throat culture or PCR result","David A. Talan|Light AI, Inc.|Olive View-UCLA Education & Research Institute","All","7 Years to 64 Years   (Child, Adult)",,"1000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","01-2018","January 2, 2019","November 30, 2020","December 30, 2020","December 17, 2018",,"March 13, 2020","Olive View-UCLA Medical Center, Sylmar, California, United States",,"https://ClinicalTrials.gov/show/NCT03777098"
273,"NCT03972787","Effects of a Proactive Social Robot for Older Adults in Reducing Loneliness and Social Isolation",,"Recruiting","No Results Available","Loneliness|Mood|Quality of Life","Device: Proactive social robot","University of California, Los Angeles Loneliness (UCLA) V3 Scale - Change is Being Assessed","Baycrest|Jewish Senior Living Group|Intuition Robotics","All","70 Years and older   (Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","REB #18-54","March 5, 2019","December 2019","December 2019","June 4, 2019",,"June 4, 2019","Jewish Senior Living Group, San Francisco, California, United States|Baycrest, Toronto, Ontario, Canada","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/87/NCT03972787/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03972787"
274,"NCT02781012","Project Survival-Prospective Biomarker Discovery",,"Active, not recruiting","No Results Available","Pancreatic Neoplasms|Pancreatic Cancer|Pancreatitis|Pancreatic Adenocarcinoma|Metastatic Pancreatic Cancer",,"Berg's Interrogative Biology® Platform","Pancreatic Cancer Research Team|Berg, LLC","All","18 Years and older   (Adult, Older Adult)",,"436","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","PCRT 15-001","March 2016","February 2022","February 2022","May 24, 2016",,"April 16, 2019","Banner Health - MD Anderson Cancer Center, Gilbert, Arizona, United States|Mayo Clinic - Arizona, Phoenix, Arizona, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Mercy Health - St. Mary's, Grand Rapids, Michigan, United States|Virginia Piper Cancer Institute - Allina Health, Minneapolis, Minnesota, United States|Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT02781012"
275,"NCT04457908","The Effectiveness and Cost Effectiveness of Intelligent Assessment of Gait Disorder in Silent Cerebrovascular Disease","ACCURATE-1","Not yet recruiting","No Results Available","Silent Stroke","Diagnostic Test: intelligent assessment","Sensitivity|Specificity|Coincidence|Yoden index|Positive predictive value and negative predictive value|Cost and cost-effectiveness","Shanghai Zhongshan Hospital|Fudan University|The Affiliated Hospital Of Guizhou Medical University","All","60 Years to 85 Years   (Adult, Older Adult)","Not Applicable","1000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Diagnostic","2018YFC1312900-05","July 1, 2020","October 31, 2020","December 31, 2020","July 7, 2020",,"July 7, 2020",,,"https://ClinicalTrials.gov/show/NCT04457908"
276,"NCT03901326","Role of On-site CT-derived FFR in the Management of Suspect CAD Patients","TARGET","Recruiting","No Results Available","Coronary Artery Disease","Diagnostic Test: CT-FFR","Rate of ICA without obstructive CAD or intervention|Major adverse cardiovascular event|Medical expenditure|Quality of life score|Cumulative radiation exposure","Chinese PLA General Hospital|Anzhen Hospital, Capital Medical University, Beijing|First Affiliated Hospital of Xinjiang Medical University|Qilu Hospital of Shandong University|Second Affiliated Hospital, School of Medicine, Zhejiang University|Tongji Hospital","All","40 Years to 75 Years   (Adult, Older Adult)","Not Applicable","1216","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","S2019-025-01","May 10, 2019","December 2020","December 2021","April 3, 2019",,"August 21, 2019","Chinese PLA General Hospital, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03901326"
277,"NCT04420156","Clinical and Genetic Analysis of ROP","(ROP)","Recruiting","No Results Available","Retinopathy of Prematurity","Other: No intervention administered.","Evaluate diagnostic accuracy of an AI system for ROP diagnosis","Oregon Health and Science University|National Institutes of Health (NIH)|U.S. National Science Foundation|Massachusetts General Hospital|Northeastern University|Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center|William Beaumont Hospitals|University of Illinois at Chicago|Stanford University|University of Utah|National Eye Institute (NEI)","All","up to 1 Year   (Child)",,"2000","Other|NIH|U.S. Fed","Observational","Observational Model: Cohort|Time Perspective: Prospective","IRB00007167|R01EY019474","July 1, 2011","May 31, 2024","May 31, 2030","June 9, 2020",,"June 9, 2020","Stanford University, Palo Alto, California, United States|University of Illinois Chicago, Chicago, Illinois, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|Oregon Health & Science University, Portland, Oregon, United States|University of Utah, Salt Lake City, Utah, United States",,"https://ClinicalTrials.gov/show/NCT04420156"
278,"NCT04288011","Validation of the BeCare Multiple Sclerosis Assessment App",,"Enrolling by invitation","No Results Available","Multiple Sclerosis",,"Clinical EDSS score vs MLA EDSS score comparison|Disease Progression Measured by Change in EDSS score|Development of a novel application to measure change in MS","BeCare Link LLC|Yale University","All","18 Years to 75 Years   (Adult, Older Adult)",,"30","Industry|Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2000023992","February 26, 2020","August 26, 2021","December 26, 2021","February 27, 2020",,"July 9, 2020","Yale University School of Medicine, New Haven, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT04288011"
