"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
658,"NCT04377061","Anemia in Non-celiac Wheat Sensitivity",,"Recruiting","No Results Available","Non-celiac Gluten Sensitivity|Anemia","Diagnostic Test: Evaluation of anemia","Presence, severity and morphologic characteristic of anemia|Possible pathogenic mechanisms","University of Palermo","All","18 Years to 65 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","ACPM25","January 1, 2020","January 1, 2021","January 1, 2022","May 6, 2020",,"May 7, 2020","Department of Internal Medicine, Giovanni Paolo II Hospital of Sciacca, Sciacca, Agrigento, Italy|Internal Medicine Division of the ""Cervello-Villa Sofia"" Hospital, Palermo, PA, Italy|Department of Internal Medicine, University Hospital of Palermo, Palermo, Italy",,"https://ClinicalTrials.gov/show/NCT04377061"
659,"NCT03213600","Neurostimulation-enhanced Behavioral Remediation of Social Cognition in Schizophrenia","NSOCOG","Withdrawn","No Results Available","Behaviors and Mental Disorders","Device: transcranial Direct Current Stimulation tDCS","Causation Task - testing time based causal judgments|Triangle Task - measuring the extent to which temporal coincidence is used to infer causality in a social situation|EEG Task 1, Time visual oddball task - for measuring electrophysiological markers of active temporal (time) deviance detection|EEG Task 2, Covert visual simultaneity task - an exploratory task designed to model the visual Simultaneity behavioral task|Resting state oscillatory structure","Hôpital le Vinatier","All","18 Years to 45 Years   (Adult)","Not Applicable","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","2017-A01042-51","November 1, 2018","September 1, 2019","December 31, 2019","July 11, 2017",,"April 22, 2019","Hopital Le Vinatier, Bron, France",,"https://ClinicalTrials.gov/show/NCT03213600"
660,"NCT02769143","Effects of Whole Body Vibration and Pilates on Bone Mineral Density in Postmenopausal Women",,"Completed","No Results Available","Bone Mineral Density Quantitative Trait Locus 3","Other: Whole-Body Vibration|Other: Pilates","Bone mineral density|Muscle strength|Flexibility|Postural balance|The Timed Up and Go test (TUG)|Fear Falls|Quality of life","Universidade Norte do Paraná","Female","40 Years to 75 Years   (Adult, Older Adult)","Not Applicable","51","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","1.032.182","May 2016","November 2016","December 2016","May 11, 2016",,"November 6, 2017","Universidade Norte do Paraná, Londrina, Paraná, Brazil",,"https://ClinicalTrials.gov/show/NCT02769143"
661,"NCT04208425","Promoting Resilience in Teens With ASD","PRITA","Recruiting","No Results Available","Autism Spectrum Disorder","Behavioral: Project Personality|Behavioral: Sharing Feelings Intervention","Children's Depression Inventory-2 (CDI-2)|Behavior Rating Inventory of Executive Function, Second Edition (BRIEF-2)|Brief Symptom Inventory 18 (BSI-18)|Multidimensional Anxiety Scale for Children-2 (MASC-2)|Primary Control Scale for Children (PCSC)|Secondary Control Scale for Children (SCSC)|Social Responsiveness Scale-2 (SRS-2)|The Self Perception Profile for Children/ Adolescents (SPPC/A) self-report|Implicit Personality Theory Questionnaire (ITPQ)","Stony Brook University|Society of Clinical Child & Adolescent Psychology|Autism Research Institute","All","11 Years to 16 Years   (Child)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","IRB2019-00280|AWD00001042|AWD00001244","January 7, 2019","December 2021","March 2022","December 23, 2019",,"March 18, 2020","Stony Brook University, Stony Brook, New York, United States",,"https://ClinicalTrials.gov/show/NCT04208425"
662,"NCT01785121","Increasing Exercise Capacity of Patients With Heart Failure by Wii Gaming","HF-Wii","Completed","No Results Available","Heart Failure","Behavioral: Structured access to a Wii game computer (Wii)|Behavioral: Motivational support only","change in 6 minute walk test|Muscle function|Exercise Motivation|Daily Physical Activity|Exercise Self-Efficacy|Perceived Physical Effort|Heart Failure Symptoms|Health Related Quality of Life|Global Well-Being|Readmission|Costs|Experiences of patients|change in 6 minute walk","Linkoeping University|The Swedish Research Council|The Swedish Heart and Lung Association|Swedish Heart Lung Foundation|Vardalinstitutet The Swedish Institute for Health Sciences|Medical Research Council of Southeast Sweden|Swedish National Science Council/Swedish research council for health, working life and welfare","All","18 Years and older   (Adult, Older Adult)","Not Applicable","605","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HF-Wii","September 2013","April 2018","April 2018","February 7, 2013",,"April 3, 2019","University of California, Irvine, California, United States|Center of Internal Medicine Elsterwerda, Elsterwerda, Germany|Rabin Medical Center, Petah Tikva, Israel|Villa delle Querce hospital, Nemi, Italy|Maastricht University Medical Center, Maastricht, Netherlands|Länssjukhuset Ryhov hospital, Jönköping, Sweden|University hospital Linköping, Linköping, Sweden|Vrinnevi Hospital, Norrköping, Sweden|Nyköpings lasarett hospital, Nyköping, Sweden|Karolinska University Hospital Huddinge, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT01785121"
663,"NCT02916849","A Feasibility Study of a Mobile Application Intervention to Promote Strength and Balance Exercises in Older People",,"Completed","No Results Available","Accidental Falls","Other: Safe Step|Other: OEP","Adherence|Change: Attitudes to Falls-Related Interventions Scale (AFRIS)|Change: Behavioural Regulation In Exercise Questionnaire (BREQ-2)|Change: Iconographical Falls Efficacy Scale (Icon-FES)|Change: Activity Specific Balance Confidence Scale (ABC)|Change: Late-Life Function and Disability Instrument (LLFDI)|Change: Short Physical Performance Battery|Change: 30 second chair-stand|Usability of the programs|Uptake","Umeå University|The Swedish Research Council|Forte|Glasgow Caledonian University","All","70 Years and older   (Older Adult)","Not Applicable","69","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","SafeStep","September 2016","March 31, 2017","March 31, 2017","September 28, 2016",,"December 15, 2017","Caring Science Buildning, Umeå University, Umeå, Sweden",,"https://ClinicalTrials.gov/show/NCT02916849"
664,"NCT03871751","Home-based SSP on Individuals With PWS",,"Recruiting","No Results Available","Prader-Willi Syndrome","Behavioral: Safe and Sound Protocol","Change from baseline in sensory sensitivities at 1 week|Change from baseline in disruptive behavior at 1 week|Change from baseline in social behavior at 1 week|Change from baseline in Foundational Abilities (balance, gross & fine motor control, sensory, social/emotional, auditory/language and attention/organization and sleep) at 1 week|Change from baseline in prosody at 1 week","Indiana University|Integrated Listening Systems","All","3 Years to 17 Years   (Child)","Not Applicable","100","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","1807300643","April 8, 2019","October 2020","October 2020","March 12, 2019",,"February 11, 2020","Integrated Listening Systems, Aurora, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT03871751"
665,"NCT03717727","Gamification in Knee Replacement Rehabilitation","BEE-RCT","Recruiting","No Results Available","Knee Osteoarthritis","Other: Exergame|Other: Control","Change in Function and pain related to knee|Change in Mobility|Change in Walking|Change in Lower extremity performance|Change in Muscle strength|Change in Knee range of motion|Change in knee pain (VAS)|Change in Disability|Change in Pain|Change in other symptoms such as swelling, restricted range of motion and mechanical symptoms|Change in quality of life (QOL)|Change in activities of daily living (ADL) Function|Change in Sport and Recreation Function","University of Jyvaskyla|Turku University Hospital|Turku University of Applied Sciences|Jyväskylä Central Hospital|University of Oulu","All","60 Years to 75 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","T226/2018","November 27, 2018","September 30, 2020","December 31, 2020","October 24, 2018",,"February 27, 2019","Central Finland Central Hospital, Jyväskylä, Finland|University of Jyväskylä, Jyväskylä, Finland|Turku University Hospital, Turku, Finland|Turku University of Applied Sciences, Turku, Finland",,"https://ClinicalTrials.gov/show/NCT03717727"
666,"NCT02000492","Frequent Ballgames Training for 9-11 Year Old Schoolchildren",,"Completed","No Results Available","Body Composition|Echocardiography","Behavioral: Football|Behavioral: Running|Behavioral: Circuit training","Cardiac function|Body composition|Cognitive effect","University of Copenhagen|University Hospital, Gentofte, Copenhagen","All","9 Years to 11 Years   (Child)","Not Applicable","423","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","H-3-2013-038|18172","September 2013","June 2016",,"December 4, 2013",,"October 26, 2016","Municipality of Frederikssund, Frederikssund, Denmark",,"https://ClinicalTrials.gov/show/NCT02000492"
667,"NCT04074382","FIT Study (Functional Outcomes In Trauma Study)",,"Not yet recruiting","No Results Available","Patient Reported Outcome Measures|Recovery of Function|Rehabilitation|Disability Evaluation|Trauma Centers|Trauma Severity Indices|Advanced Trauma Life Support Care|Multiple Trauma/Injuries|Wounds and Injuries|Orthopedic Disorder|Surgery","Other: Online Questionnaires|Other: Qualitative Interviews","Physical Component Score of SF-36v2 - PROM|Trauma and Outcomes Profile (TOP) - PROM|HADS: Hospital Anxiety and Depression Score - PROM|EQ-5D: Euroqol 5 Dimensions Scale|Leeds Trauma Questionnaire - PROM/PREM|Qualitative Interview Outcomes","The Leeds Teaching Hospitals NHS Trust","All","18 Years to 65 Years   (Adult, Older Adult)",,"440","Other","Observational","Observational Model: Cohort|Time Perspective: Other","OR19/123401|257064|19/YH/0280","September 2019","September 2021","January 2031","August 30, 2019",,"August 30, 2019","Leeds teaching Hospitals, Leeds, West Yorkshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04074382"
668,"NCT04270448","Effects of Feedback on Learning of a Motor Sequence Task",,"Recruiting","No Results Available","Adult","Behavioral: Motor Sequence Task","Response Time|Task Confidence|Peak Velocity|Total Path Distance|Time to Peak Velocity|Perceived Competence|Perceived Interest/Enjoyment|Positive Affect","University of South Carolina","All","18 Years to 40 Years   (Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","Pro00095119","February 5, 2020","December 2020","December 2020","February 17, 2020",,"March 31, 2020","University of South Carolina, Columbia, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04270448"
669,"NCT02680730","The Listening Project at the ADD Centre and Biofeedback Institute of Toronto",,"Recruiting","No Results Available","Auditory Perceptual Disorders|Stress Disorder","Behavioral: Listening Project Protocol","Change from baseline in auditory hypersensitivity at 1 week, and at 1 month|Change from baseline in state regulation at 1 week, and at 1 month|Change from baseline in auditory processing at 1 week, and at 1 month|Change from baseline in social behavior at 1 week, and at 1 month|Change from baseline in middle ear transfer function at 1 week, and at 1 month|Change from baseline in prosody at 1 week, and at 2 months|Change from baseline in attention at 1 week, and at 2 months|Change from baseline in attention (task) at 1 week, and at 2 months","University of North Carolina, Chapel Hill|ADD Centre© and Biofeedback Institute of Toronto©","All","7 Years to 55 Years   (Child, Adult)","Not Applicable","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","15-1954","September 1, 2018","August 2020","August 2020","February 11, 2016",,"October 4, 2019","ADD Centre and Biofeedback Institute of Toronto, Mississauga, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02680730"
670,"NCT02386670","Prevention of Alzheimer's Disease With CR Plus tDCS in Mild Cognitive Impairment and Depression (PACt-MD)","PACt-MD","Active, not recruiting","No Results Available","Mild Cognitive Impairment|Major Depressive Disorder, Recurrent, In Remission|Major Depressive Disorder, Single Episode, in Full Remission","Other: tDCS + CR|Other: sham tDCS + sham CR","Change in cognitive scores over time|Percentage of subjects who remain free of MCI or dementia over time","Centre for Addiction and Mental Health|Brain Canada|Applied Health Research Centre|Queen's University|Baycrest Centre for Geriatric Care|St. Michael's Hospital, Toronto|Sunnybrook Health Sciences Centre|University Health Network, Toronto","All","60 Years and older   (Adult, Older Adult)","Not Applicable","375","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","041-2014","January 2015","June 2022","December 2022","March 12, 2015",,"July 7, 2020","Baycrest Centre for Geriatric Care, Toronto, Ontario, Canada|Centre for Addiction and Mental Health, Toronto, Ontario, Canada|St. Michael's Hospital, Toronto, Ontario, Canada|Sunnybrook Heath Sciences Centre, Toronto, Ontario, Canada|University Health Network, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02386670"
671,"NCT02680522","Safety Study to Autonomic Rehabilitation o Parkinson's Disease",,"Completed","No Results Available","Parkinson Disease","Other: Exercise","Heart Rate Variability","Universidade Metodista de Piracicaba","All","45 Years to 70 Years   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","35683614.5.0000.5173","January 2014","January 2016","January 2016","February 11, 2016",,"February 11, 2016","Universidade da Amazônia, Belém, Pará, Brazil",,"https://ClinicalTrials.gov/show/NCT02680522"
672,"NCT02298361","IMPACCT for Kids' Care","IMPACCT","Completed","Has Results","Insurance Status/Stability","Other: Health insurance outreach IT tools","Percent of Study Period Covered by Medicaid|Proportion of Patients Who Gained Medicaid Coverage|Proportion of Patients Who Lost Medicaid Coverage","Ochin, Inc.|Oregon Health and Science University","All","up to 19 Years   (Child, Adult)",,"27251","Other","Observational","Time Perspective: Prospective","PCORI Award (308)","March 2013","February 2016","February 2016","November 21, 2014","June 2, 2016","June 2, 2016",,,"https://ClinicalTrials.gov/show/NCT02298361"
673,"NCT02064257","The Listening Project: Tuning Into Change",,"Completed","No Results Available","Auditory Perceptual Disorders|Stress Disorder","Behavioral: Listening Project Protocol","Auditory hypersensitivity|Autonomic state regulation|Auditory processing|social behavior|Middle ear muscle transfer function","University of North Carolina, Chapel Hill|Australian Childhood Foundation","All","7 Years to 14 Years   (Child)","Not Applicable","43","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","13-2304","October 2014","September 2019","September 2019","February 17, 2014",,"October 7, 2019","Child Trauma Service Unit, Australian Childhood Foundation, Ringwood, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT02064257"
674,"NCT03561727","Risk Factors for Development of Incisional Hernia in Transverse Incisions",,"Recruiting","No Results Available","Incisional Hernia|Malignancy","Procedure: Mass closure technique|Procedure: Layered closure technique","Incisional hernia|Quality of life|Surgical site infection|Severe postoperative morbidity|Duration of hospitalization","Medical University of Warsaw|National Science Centre, Poland","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","392","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","1WB1/3D179|2017/26/D/NZ5/00733","September 1, 2018","May 30, 2021","May 30, 2021","June 19, 2018",,"December 3, 2019","Department of General, Transplant and Liver Surgery, Warsaw, Mazowieckie, Poland",,"https://ClinicalTrials.gov/show/NCT03561727"
675,"NCT02301741","Using an Interactive Game to Reduce Fear and Increase Spine Motion in Low Back Pain",,"Completed","No Results Available","Low Back Pain","Behavioral: Game","Lumbar spine flexion changes|Expectation of pain changes|Expectation of harm changes|Lumbar spine flexion change as a function of altered movement gain","Ohio University","All","18 Years to 50 Years   (Adult)","Not Applicable","53","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Basic Science","R21AR064430-01A1","January 2015","April 2016","April 2016","November 26, 2014",,"June 13, 2016","Ohio University, Athens, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT02301741"
676,"NCT02427672","The Effect of Prefrontal Cortex Stimulation on Antisocial and Aggressive Behavior",,"Completed","Has Results","Antisocial Behavior|Aggression","Device: Transcranial direct current stimulation|Device: Sham transcranial direct current stimulation","Change in Antisocial Behavior Inclinations at 24 Hours|Number of Pins Inserted Into a Virtual Voodoo Doll at 24 Hours","University of Pennsylvania","All","18 Years and older   (Adult, Older Adult)","Not Applicable","84","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science","821313","March 2015","December 2017","December 2018","April 28, 2015","August 28, 2019","August 28, 2019","University of Pennsylvania, Philadelphia, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/72/NCT02427672/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02427672"
677,"NCT02706990","Fluoroscopic Analysis of Total Knee Replacement With a Kinematic Retaining or a Posterior Stabilized Design",,"Completed","No Results Available","Total Knee Replacement","Device: Physica KR|Device: Physica PS","Assessment of the roll-back mechanism measured with the tibio-femoral contact points at different degrees of flexion","Limacorporate S.p.a","All","Child, Adult, Older Adult","Not Applicable","34","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","K-10","January 2016","March 2016","March 2016","March 11, 2016",,"March 7, 2017","Ospedale San Camillo, Trento, Italy",,"https://ClinicalTrials.gov/show/NCT02706990"
678,"NCT01312610","Orange Juice Consumption and Cognitive Function","OJOC","Completed","No Results Available","Nerve Degeneration","Dietary Supplement: High flavanone orange juice|Dietary Supplement: Control orange juice","Executive function - Attention|Plasma flavanones|Blood pressure","University of Reading","All","60 Years to 75 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science","UReading_2010_OJOC","September 2010","August 2011","September 2011","March 10, 2011",,"November 23, 2011","University of Reading, Reading, Berkshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01312610"
679,"NCT00164437","CD-ROM Intervention for Prostate Cancer Screening",,"Completed","No Results Available","Prostate Cancer","Behavioral: educational CD-ROM","prostate cancer knowledge,|ability to make an informed decision about prostate cancer screning,|decisional conflict,|realistic expectations|costs","Centers for Disease Control and Prevention|University of Colorado, Denver","Male","45 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","554","U.S. Fed|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Educational/Counseling/Training","CDC-NCCDPHP-4020|U48/CCU815787","September 2002",,"September 2004","September 14, 2005",,"September 14, 2005","University of Colorado Health Sciences Center, Denver, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT00164437"
680,"NCT02482571","Metabolic Changes in the Activated Human Visual Cortex During Mild Hypoxia",,"Completed","Has Results","Brain Hypoxia","Device: Mild Hypoxia","Change in Glutamate Concentration During a Visual Stimulus Measured by fMRS at Normoxia|Change in Glutamate Concentration During a Visual Stimulus Measured by Functional MRS at Hypoxia|Brain Activity Measured by Blood Oxygenation Level Dependent (BOLD) Signal at Normoxia|Brain Activity Measured by Blood Oxygenation Level Dependent (BOLD) Signal at Hypoxia","University of Minnesota","Male","18 Years to 40 Years   (Adult)","Not Applicable","25","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","201503M65382","August 13, 2015","September 26, 2016","September 26, 2016","June 26, 2015","May 24, 2018","March 19, 2019","Center for Magnetic Resoance Research, University of Minnesota, Minneapolis, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02482571"
681,"NCT03163004","Implementation of Standing Desks at School",,"Completed","No Results Available","Health Behavior","Behavioral: Implementation of standing desks","Decrease in children's sedentary time during school hours|Possible decrease in TV time on week- and weekend days|Possible decrease in computer time on week- and weekend days|Increase in the number of breaks in sedentary activities|Improvement of determinants related to breaking up sedentary activities|Improvement in school well-being","University Ghent","All","9 Years to 18 Years   (Child, Adult)","Not Applicable","343","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","FWO13/PDO/191 second term","October 1, 2016","June 30, 2017","June 30, 2017","May 22, 2017",,"October 24, 2017","Ghent University, Department of Movement and Sports Sciences, Ghent, Belgium",,"https://ClinicalTrials.gov/show/NCT03163004"
682,"NCT01705015","Organ Transplantation Rehabilitation: Effect of Bedside Exercise Device and Activity Reinforcement",,"Unknown status","No Results Available","Heart Transplantation|Liver Transplantation","Behavioral: direct feedback about exercise|Behavioral: PLacebo","A.Level of independence for walking 150 feet and the ratio of subjects who achieve independence in walking 150 feet. B. Walking speed for 50 feet. C. 6-minute walk test. D. Findings of cardiopulmonary exercise testing|A.Total amount of exercise. B.Short Form-36. C. Length of stay in the intensive care unit and hospital. D.Rate of rehospitalization. E.Adverse responses and complications related to exercise.","National Taiwan University Hospital|National Science Council, Taiwan","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","110","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","NSC101-2314-B-002-006-MY3","September 2012","August 2015",,"October 12, 2012",,"October 16, 2012","National Taiwan University Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT01705015"
683,"NCT01434862","Pramlintide Combined With Model Predictive Control Algorithm","ALM002","Terminated","No Results Available","Type 1 Diabetes Mellitus","Drug: Closed loop with pramlintide|Device: Closed loop without pramlintide|Drug: Open loop with pramlintide","Percent of Blood glucose tests within target range of 70 to 180 mg/dl|Percent of Continuous Glucose Monitoring (CGM) System estimated blood glucose within target range of 70 to 180 mg/dl","University of Virginia|The Paul Manning Foundation","All","21 Years to 65 Years   (Adult, Older Adult)","Not Applicable","2","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15401","February 2011","February 2012","February 2012","September 15, 2011",,"May 1, 2014","University of Virginia, Center for Diabetes Technology, Charlottesville, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT01434862"
684,"NCT03884985","Eye Movements, Visual Perception and Attention",,"Recruiting","No Results Available","Vision","Other: Visual stimulation","Average Performance in Visual tasks|Microsaccades rate","University of Rochester|National Eye Institute (NEI)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","50","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","RSRB00069578|R01EY029788-01","January 1, 2015","February 1, 2023","February 1, 2023","March 21, 2019",,"March 16, 2020","University of Rochester, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT03884985"
685,"NCT02398422","The Listening Project at Reiss-Davis/Vista Del Mar Child and Family Services",,"Completed","No Results Available","Auditory Perceptual Disorders|Stress Disorder","Behavioral: Listening Project Protocol","Change from baseline in auditory hypersensitivity at 1 week, and at 2 months|Change from baseline in state regulation at 1 week, and at 2 months|Change from baseline in auditory processing at 1 week, and at 2 months|Change from baseline in social behavior at 1 week, and at 2 months|Change from baseline in middle ear transfer function at 1 week, and at 2 months","University of North Carolina, Chapel Hill|Reiss-Davis Child Study Center of Vista Del Mar","All","6 Years to 17 Years   (Child)","Not Applicable","15","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","14-3268","October 2015","December 2018","December 2018","March 25, 2015",,"November 13, 2019","Reiss-Davis / Vista del Mar Child and Family Services, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT02398422"
686,"NCT03230253","Effects and Mechanism of Two Hybrid Exercise-cognitive Trainings in Mild Ischemic Stroke With Cognitive Decline",,"Recruiting","No Results Available","Stroke Patients With Cognitive Decline","Behavioral: Sequential training|Behavioral: Dual training|Behavioral: Control training","fMRI (change is being assessed)|Serum BDNF level|Antioxidative marker|Glucose indicator|Plasma lipid level|Montreal Cognitive Assessment (MoCA)|Wechsler Memory Scale - Third Edition (WMS-III)|Wechsler Adult Intelligence Scale - Third Edition (WAIS-III)|Useful Field of View (UFOV)|Stroop Color-Word test|Dual-task test|Time up and go test (TUG)|Six-minute walk test (6MWT)|International Physical Activity Questionnaires (IPAQ)|Fugl-Meyer Assessment (FMA)|Rivermead Mobility Index (RMI)|Muscle strength|Mobility level|Functional Independence Measure (FIM)|Lawton Instrumental Activities of Daily Living Scale (Lawton LADL)|Stroke Impact Scale (SIS)|Caregiver Burden Scale (CB scale)|EuroQol-5D questionnaire (EQ-5D)","Chang Gung Memorial Hospital","All","20 Years to 80 Years   (Adult, Older Adult)","Not Applicable","75","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","KMUHIRB-F(II)-20170040","April 19, 2018","July 31, 2020","July 31, 2020","July 26, 2017",,"June 24, 2020","Kaohsiung Municipal Siaogang Hospital, Kaohsiung, Taiwan",,"https://ClinicalTrials.gov/show/NCT03230253"
687,"NCT04293705","Pediatric Ataxias and Rehabilitation of Behavioral Problems (TOPS)","TOPS","Recruiting","No Results Available","Acquired Brain Injury|Congenital Brain Damage","Device: Teen On-line Problem Solving","Behavior Rating Inventory of Executive Function Second Edition (BRIEF 2) - parent form - baseline|Behavior Rating Inventory of Executive Function Second Edition (BRIEF 2) - parent form - change at 6 months|Behavior Rating Inventory of Executive Function Second Edition (BRIEF 2) - parent form - change at 12 months|Behavior Rating Inventory of Executive Function Second Edition (BRIEF 2) - self report form - baseline|Behavior Rating Inventory of Executive Function Second Edition (BRIEF 2) - self report form - change at 6 months|Behavior Rating Inventory of Executive Function Second Edition (BRIEF 2) - self report form - change at 12 months|Child Behavior Checklist 6-18 (CBCL 6-18) - baseline|Child Behavior Checklist 6-18 (CBCL 6-18) - change at 6 months|Child Behavior Checklist 6-18 (CBCL 6-18) - change at 12 months|Youth Self-Report 11-18 (YSR 11-18) - baseline|Youth Self-Report 11-18 (YSR 11-18) - change at 6 months|Youth Self-Report 11-18 (YSR 11-18) - change at 12 months|Back Anxiety Inventory (BAI) - baseline|Back Anxiety Inventory (BAI) - change at 6 months|Back Anxiety Inventory (BAI) - change at 12 months|Symptom Checklist 90 (SCL-90) - baseline|Symptom Checklist 90 (SCL-90) - change at 6 months|Symptom Checklist 90 (SCL-90) - change at 12 months|Parenting Stress Index (PSI) - Short Form - baseline|Parenting Stress Index (PSI) - Short Form - change at 6 months|Parenting Stress Index (PSI) - Short Form - change at 12 months|Jansari Assessment of Executive Functioning - Adolescents (JEF-A) - baseline|Jansari Assessment of Executive Functioning - Adolescents (JEF-A) - change at 6 months|Jansari Assessment of Executive Functioning - Adolescents (JEF-A) - change at 12 months|A Developmental NEuroPSYchological Assessment-II (NEPSY-II) (Theory of Mind and Emotion Recognition subscales) - baseline|A Developmental NEuroPSYchological Assessment-II (NEPSY-II) (Theory of Mind and Emotion Recognition subscales) - change at 6 months|A Developmental NEuroPSYchological Assessment-II (NEPSY-II) (Theory of Mind and Emotion Recognition subscales) - change at 12 months","IRCCS Eugenio Medea","All","11 Years to 19 Years   (Child, Adult)","Not Applicable","30","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","350","February 16, 2018","September 27, 2020","September 27, 2020","March 3, 2020",,"March 3, 2020","Scientific Institute IRCCS E. Medea, Bosisio Parini, Lecco, Italy",,"https://ClinicalTrials.gov/show/NCT04293705"
