"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
490,"NCT00056888","Neurophysiological Studies in Patients With Paroxysmal Hyperkinetic Movement Disorders",,"Completed","No Results Available","Movement Disorders",,,"National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","8 Years and older   (Child, Adult, Older Adult)",,"115","NIH","Observational",,"030134|03-N-0134","March 21, 2003",,"February 17, 2009","March 26, 2003",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00056888"
491,"NCT02821741","Effects of External Ear Stimulation on Pain Perception and Mood",,"Recruiting","No Results Available","Pain","Device: Transcutaneous Electrical Nerve Stimulator","The difference in pain ratings collected for each subject during the two types of left ear stimulation (cymba conchae and earlobe).|The effect of tVNS on pain threshold, pain unpleasantness, and mood as measured by visual analogue scales (VAS).|Mood and anxiety, as measured by questionnaires taken at the beginning and end of both study sessions.|Autonomic measures will be analyzed to determine whether tVNS has an effect on heart rate variability.","National Center for Complementary and Integrative Health (NCCIH)|National Institutes of Health Clinical Center (CC)","All","18 Years to 50 Years   (Adult)","Early Phase 1","76","NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","160136|16-AT-0136","October 18, 2016","December 30, 2020","December 30, 2020","July 4, 2016",,"May 8, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT02821741"
492,"NCT02861820","Functional Connectivity Changes During Early Recovery as a Marker for Relapse",,"Recruiting","No Results Available","Substance Use Disorder","Device: MRI: Brain Imaging Data Collection","Brain connectivity","University of Minnesota|National Institute on Drug Abuse (NIDA)","All","18 Years to 45 Years   (Adult)",,"160","Other|NIH","Observational","Observational Model: Case-Control|Time Perspective: Prospective","1101M95345|1R01DA038984-01A1","July 1, 2015","June 30, 2020","June 30, 2020","August 10, 2016",,"February 5, 2020","University of Minnesota, Minneapolis, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02861820"
493,"NCT01944514","Implantable Cardioverter Defibrillators - Improving Risk Stratification","ICD-IRS","Completed","No Results Available","Sudden Cardiac Death|Implantable Defibrillator User|Myocardial Infarction|Arrhythmias, Cardiac",,"Regional Restitution Instability Index|Peri-infarct zone","University Hospitals, Leicester|University of Leicester|Da Vinci Health Technology Innovation Network|LivaNova","All","18 Years and older   (Adult, Older Adult)",,"92","Other|Industry","Observational","Observational Model: Case Control|Time Perspective: Prospective","UHL-10824: ICD-IRS","January 2010","November 2012",,"September 17, 2013",,"September 20, 2013",,,"https://ClinicalTrials.gov/show/NCT01944514"
494,"NCT03181711","Is DIAGNOcam Comparable to Bitewing Radiographs as a Diagnostic Method for Approximal Caries in Primary Teeth?","Diagncamera","Unknown status","No Results Available","Caries",,"number of surfaces with manifest approximal caries lesions|Children´s perception of pain during examination with radiographs (bitewings) and DIAGNOcam.","Malmö University","All","4 Years to 8 Years   (Child)",,"50","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","DIAGNOcam Malmo U","June 1, 2017","October 1, 2018","October 2018","June 9, 2017",,"April 9, 2018","Malmö University, Malmö, Sweden",,"https://ClinicalTrials.gov/show/NCT03181711"
495,"NCT02953080","Improving Outcomes in HIV Patients Using Mobile Phone Based Interactive Software Support",,"Unknown status","No Results Available","M Hhealth Technology","Behavioral: Call for life using M health SMS","1. Change in quality of life physical health score in those accessing Call for Life UgandaTM between baseline, 6 , 12 and 24 months of Call for Life UgandaTM use, and comparison to those with no access to Call for Life UgandaTM at 6 and 12 months|1. Change in quality of life mental health score in those accessing Call for Life UgandaTM between baseline, 6 , 12 and 24 months of Call for Life","Makerere University","All","18 Years to 77 Years   (Adult, Older Adult)","Not Applicable","600","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","ST/163/2016","November 2016","April 2018","April 2019","November 2, 2016",,"November 2, 2016",,,"https://ClinicalTrials.gov/show/NCT02953080"
496,"NCT01147913","Computerized Information-Processing Bias Retraining in Depressed Adolescents",,"Completed","No Results Available","Major Depression","Behavioral: Computerized Information-Processing Bias Retraining|Behavioral: Attention Control Training","Test of Interpretation Bias (TIB)|Test of Interpretation Bias|Kiddie-Schedule of Affective Disorders and Schizophrenia-Epidemiologic Version (K-SADS-E; Orvaschek & Puig-Antich, 1987)|Beck Depression Inventory, 2nd Version|State-Trait Anxiety Scale (STAI)|Structured Clinical Interview for DSM-IV (SCID-IV; First et al, 1997), Mood Disorder Modules only|Dysfunctional Attitudes Scale (DAS)|CANTAB Affective Go-No Go Task (AGN)","Massachusetts General Hospital","All","14 Years to 21 Years   (Child, Adult)","Phase 2","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","F32MH088065-01","March 2010","April 2012","April 2012","June 22, 2010",,"May 3, 2012","Clinical and Research Program in Pediatric Psychopharmacology at Massachusetts General Hospital, Cambridge, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01147913"
497,"NCT01232686","Snow Disease Surveillance System Study","Snow","Completed","No Results Available","Communicable Diseases","Other: Online disease surveillance data access","Earlier diagnosis and treatment for communicable diseases|Earlier detection of local disease outbreaks|Lower number of infected during disease outbreaks|Impact on health service costs","University Hospital of North Norway|University of Tromso|The Royal Norwegian Ministry of Health|Norwegian Health Network (state owned enterprise)","All","Child, Adult, Older Adult","Not Applicable","200","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","ID 3746/ HST954-10","October 2010","December 2012","December 2012","November 2, 2010",,"February 16, 2017",,,"https://ClinicalTrials.gov/show/NCT01232686"
498,"NCT00268476","Systemic Therapy in Advancing or Metastatic Prostate Cancer: Evaluation of Drug Efficacy","STAMPEDE","Recruiting","No Results Available","Prostate Cancer","Drug: Celecoxib|Drug: Docetaxel|Drug: Prednisolone|Drug: ADT|Drug: Zoledronic Acid|Drug: Abiraterone|Radiation: Radiotherapy to the prostate|Drug: Enzalutamide|Drug: Metformin|Drug: Transdermal Oestradiol","Overall survival|Failure-free survival|Cost effectiveness by EuroQol|Quality of life (QOL) by EORTC QOL Questionnaire C30 and prostate specific 25-item|Number of participants with treatment-related side effects as assessed by CTCAE v4.0|Skeletal related events|Biochemical failure|Progression-free survival|Lymph node progression|Distant metastases|Treatment for progression|Disease-specific survival|Non-prostate cancer death|Metabolic effects","Medical Research Council","Male","up to 120 Years   (Child, Adult, Older Adult)","Phase 2|Phase 3","12200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CDR0000455008|MRC-STAMPEDE|EU-205102|PR08|ISRCTN78818544|2004-000193-31","July 8, 2005","September 2024","September 2024","December 22, 2005",,"February 21, 2020","Kantonsspital Graubuenden, Chur, Graubunden, Switzerland|Lausanne Centre Hospitalier Universitaire, Lausanne, Vaud, Switzerland|Winterthur Hospital, Winterthur, Zurich, Switzerland|Hirslanden Klinik Aarau, Aarau, Switzerland|Universitaetsspital-Basel, Basel, Switzerland|Inselspital Bern, Berne, Switzerland|Liestal Hospital, Liestal, Switzerland|Kantonsspital - St. Gallen, St. Gallen, Switzerland|UniversitaetsSpital Zuerich, Zurich, Switzerland|City Hospital Triemli, Zurich, Switzerland|Berkshire Cancer Centre at Royal Berkshire Hospital, Reading, Berkshire, United Kingdom|Royal Bolton Hospital, Farnworth, Bolton, United Kingdom|Wycombe General Hospital, High Wycombe, Buckinghamshire, United Kingdom|Addenbrooke's Hospital, Cambridge, Cambridgeshire, United Kingdom|Broomfield Hospital, Broomfield, Chelmsford, United Kingdom|Countess of Chester Hospital, Chester, Chesire, United Kingdom|James Cook University Hospital, Middlesbrough, County Durham, United Kingdom|Cumberland Infirmary, Carlisle, Cumbria, United Kingdom|North Devon District Hospital, Barnstaple, Devon, United Kingdom|Royal Devon and Exeter Hospital, Exeter, Devon, United Kingdom|Royal Bournemouth Hospital, Bournemouth, Dorset, United Kingdom|Dorset County Hospital, Dorchester, Dorset, United Kingdom|Poole Hospital, Poole, Dorset, United Kingdom|Castle Hill Hospital, Cottingham, East Riding Of Yorkshire, United Kingdom|Eastbourne District General Hospital, Eastbourne, East Sussex, United Kingdom|Conquest Hospital, Saint Leonards-on-Sea, East Sussex, United Kingdom|William Harvey Hospital, Ashford, England, United Kingdom|Stoke Mandeville Hospital, Aylesbury, England, United Kingdom|Basingstoke and North Hampshire NHS Foundation Trust, Basingstoke, England, United Kingdom|City Hospital (Birmingham), Birmingham, England, United Kingdom|Sussex Cancer Centre at Royal Sussex County Hospital, Brighton, England, United Kingdom|Burnley General Hospital, Burnley, England, United Kingdom|Queen's Hospital, Burton-upon-Trent, England, United Kingdom|West Suffolk Hospital, Bury St. Edmunds, England, United Kingdom|Mid Cheshire Hospitals Trust- Leighton Hopsital, Crewe, England, United Kingdom|Darlington Memorial, Darlington, England, United Kingdom|Derbyshire Royal Infirmary, Derby, England, United Kingdom|Doncaster Royal Infirmary, Doncaster, England, United Kingdom|Russells Hall Hospital, Dudley, England, United Kingdom|University Hospital of North Durham, Durham, England, United Kingdom|Gloucestershire Royal Hospital, Gloucester, England, United Kingdom|Hereford County Hospital, Hereford, England, United Kingdom|Kidderminster Hospital, Kidderminster, England, United Kingdom|Leeds Cancer Centre at St. James's University Hospital, Leeds, England, United Kingdom|Glenfield Hospital, Leicester, England, United Kingdom|Royal Liverpool University Hospital, Liverpool, England, United Kingdom|University Hospital Aintree, Liverpool, England, United Kingdom|Helen Rollason Cancer Care Centre at North Middlesex Hospital, London, England, United Kingdom|Guy's Hospital, London, England, United Kingdom|St. Mary's Hospital, London, England, United Kingdom|UCL Cancer Institute, London, England, United Kingdom|University College of London Hospitals, London, England, United Kingdom|Withington Hospital, Manchester, England, United Kingdom|Royal Shrewsbury Hospital, Shrewsbury, England, United Kingdom|Stepping Hill Hospital, Stockport, England, United Kingdom|Sunderland Royal Hospital, Sunderland, England, United Kingdom|Torbay Hospital, Torquay, England, United Kingdom|Warrington Hospital NHS Trust, Warrington, England, United Kingdom|West Cumberland Hospital, Whitehaven, England, United Kingdom|Royal Albert Edward Infirmary, Wigan, England, United Kingdom|Worcester Royal Hospital, Worcester, England, United Kingdom|Worthing Hospital, Worthing, England, United Kingdom|Princess Alexandra Hospital, Harlow, Essex, United Kingdom|Queen's Hospital, Romford, Essex, United Kingdom|Southend University Hospital NHS Foundation Trust, Westcliff-On-Sea, Essex, United Kingdom|South West Wales Cancer Institute At Singleton Hospital, Swansea, Glamorgan, United Kingdom|Cheltenham General Hospital, Cheltenham, Gloucestershire, United Kingdom|St. Bartholomews Hospital, London, Greater London, United Kingdom|Queen Elizabeth Hospital - Woolwich, London, Greater London, United Kingdom|St. George's Hospital, London, Greater London, United Kingdom|Charing Cross Hospital, London, Greater London, United Kingdom|Christie Hospital, Manchester, Greater Manchester, United Kingdom|Royal Oldham Hospital, Oldham, Greater Manchester, United Kingdom|Southampton General Hospital, Southampton, Hampshire, United Kingdom|Lister Hospital, Stevenage, Hertfordshire, United Kingdom|Raigmore Hospital, Inverness, Highland, United Kingdom|St. Mary's Hospital, Newport, Isle Of Wight, United Kingdom|Airedale General Hospital, Steeton, Keighley, United Kingdom|Kent and Canterbury Hospital, Canterbury, Kent, United Kingdom|Mid Kent Oncology Centre at Maidstone Hospital, Maidstone, Kent, United Kingdom|Queen Elizabeth The Queen Mother Hospital, Margate, Kent, United Kingdom|Beatson Institute for Cancer Research - Glasgow, Glasgow, Lanarkshire, United Kingdom|Rosemere Cancer Centre at Royal Preston Hospital, Preston, Lancashire, United Kingdom|Southport and Formby District General Hospital, Southport, Merseyside, United Kingdom|Mount Vernon Cancer Centre at Mount Vernon Hospital, Northwood, Middlesex, United Kingdom|Edinburgh Cancer Centre at Western General Hospital, Edinburgh, Midlothian, United Kingdom|Freeman Hospital, Newcastle, Newcastle-upon-Tyne, United Kingdom|Scarborough General Hospital, Scarborough, North Yorkshire, United Kingdom|Centre for Cancer Research and Cell Biology at Queen's University Belfast, Belfast, Northern Ireland, United Kingdom|Nottingham City Hospital, Nottingham, Nottinghamshire, United Kingdom|King's Mill Hospital, Sutton-in-Ashfield, Nottinghamshire, United Kingdom|Churchill Hospital, Oxford, Oxfordshire, United Kingdom|Queen Alexandra Hospital, Cosham, Portsmouth, United Kingdom|Ayr Hospital, Ayr, Scotland, United Kingdom|Royal United Hospital, Bath, Somerset, United Kingdom|Bristol Haematology and Oncology Centre, Bristol, Somerset, United Kingdom|Musgrove Park Hospital, Taunton, Somerset, United Kingdom|Weston General Hospital, Weston Super Mare, Somerset, United Kingdom|Yeovil District Hospital, Yeovil, Somerset, United Kingdom|Cancer Research Centre at Weston Park Hospital, Sheffield, South Yorkshire, United Kingdom|Royal Stoke University Hospital, Stoke-on-Trent, Staffordshire, United Kingdom|Ipswich Hospital, Ipswich, Suffolk, United Kingdom|St. Luke's Cancer Centre at Royal Surrey County Hospital, Guildford, Surrey, United Kingdom|Royal Marsden - Sutton, Sutton, Surrey, United Kingdom|Northern Centre for Cancer Treatment at Newcastle General Hospital, Newcastle-Upon-Tyne, Tyne & Wear, United Kingdom|South Tyneside District Hospital, South Shields, Tyne & Wear, United Kingdom|Bronglais General Hospital, Aberystwyth, Wales, United Kingdom|Velindre Cancer Center at Velindre Hospital, Cardiff, Wales, United Kingdom|Queen Elizabeth Hospital at University Hospital of Birmingham NHS Trust, Birmingham, West Midlands, United Kingdom|Good Hope Hospital, Sutton Coldfield, West Midlands, United Kingdom|Bradford Royal Infirmary, Bradford, West Yorkshire, United Kingdom|Huddersfield Royal Infirmary, Huddersfield, West Yorkshire, United Kingdom|Great Western Hospital, Swindon, Wiltshire, United Kingdom|Clatterbridge Centre for Oncology, Bebington, Wirral, United Kingdom|Barnet General Hospital, Barnet, United Kingdom|Colchester General Hospital, Colchester, United Kingdom|Forth Valley Hospital, Larbert, United Kingdom|Lincoln Hospital, Lincoln, United Kingdom|North Tees Hospital, Stockton-on-Tees, United Kingdom|New Cross Hospital, Wolverhampton, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00268476"
499,"NCT00247689","Methylphenidate Studies for Drug Abuse Vulnerability Molecular Genentics",,"Terminated","No Results Available","Substance Abuse",,,"National Institute on Drug Abuse (NIDA)|National Institutes of Health Clinical Center (CC)","All","21 Years to 50 Years   (Adult)",,"31","NIH","Observational","Time Perspective: Prospective","999905381|05-DA-N381","December 22, 2004",,"February 27, 2015","November 2, 2005",,"December 12, 2019","National Institute on Drug Abuse, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00247689"
500,"NCT02291224","Development and Testing of a Clinic-Based Intervention to Increase Dual Protection Against Unintended Pregnancy and Sexually Transmitted Diseases (STDs) Among High Risk Female Teens","2Gether","Completed","No Results Available","Pregnancy|Sexually Transmitted Diseases","Behavioral: Interactive multimedia platform|Behavioral: Intervention arm counseling|Behavioral: Standard of care counseling","Participant selection of an effective dual protection (DP) strategy|Participant report of adherence to DP strategy|Time to first biologic event (pregnancy or diagnosis with STI) in participants|Incidence of pregnancy and sexually transmitted infections (STIs)|Participant level of reproductive health knowledge (percentage correct of knowledge questions)|Participant intention to use DP strategy|Participant reproductive health self-efficacy|Participant report of STI testing|Participant report of partner communication","Centers for Disease Control and Prevention|Emory University|Grady Health System","Female","14 Years to 19 Years   (Child, Adult)","Not Applicable","709","U.S. Fed|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","CDC-NCCDPHP-6588|DP12-001","March 2015","August 2018","August 2018","November 14, 2014",,"November 27, 2018","Grady Health System Teen Services Clinic, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT02291224"
501,"NCT02436057","Development and Validation of the Automated Evaluation of Gastrointestinal Symptoms (AEGIS) Platform",,"Completed","No Results Available","Abdominal Pain|Deglutition Disorders|Fecal Incontinence|Nausea|Diarrhea|Constipation|Gastroesophageal Reflux","Other: AEGIS (Automated Evaluation of Gastrointestinal Symptoms)","Patient satisfaction|Patient Assessment of Physician Interpersonal Skills|Patient Assessment of Shared Decision Making","Cedars-Sinai Medical Center|National Institutes of Health (NIH)|University of California, Los Angeles|VA Medical Center-West Los Angeles|University of Michigan|National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","255","Other|NIH|U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","0023|7U01AR057936-05","July 2014","December 2015","December 2015","May 6, 2015",,"January 15, 2016","Cedars-Sinai Medical Center, Los Angeles, California, United States|West Los Angeles VA Medical Center, Los Angeles, California, United States|University of Michigan, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT02436057"
502,"NCT03413631","A Prenatal Mentalization-focused 4D Ultrasound and a Pregnancy Diary Intervention for Substance-abusing Women",,"Completed","No Results Available","Substance-Related Disorders|Pregnancy, High Risk|Prenatal Care|Maternal-Fetal Relations|Parenting|Depression|Anxiety|Perinatal Outcome|Fetal Exposure During Pregnancy","Behavioral: Prenatal mentalization intervention|Other: Prenatal obstetric treatment as usual","Prenatal depressive symptoms post-intervention at 35 gestational weeks|Prenatal parental mentalization post-intervention at 35 gestational weeks|Maternal-fetal attachment post-intervention at 35 gestational weeks|Prenatal maternal substance abuse (health behaviour)|Prenatal anxiety symptoms post-intervention at 35 gestational weeks","Turku University Hospital|Foundation for Paediatric Research, Finland|Academy of Finland|Hospital District of Southwestern Finland|University of Turku","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","126","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","13924","October 18, 2011","December 31, 2015","December 31, 2015","January 29, 2018",,"January 29, 2018","Department of Obstetrics and Gynecology and Department of Child Psychiatry, Turku University Hospital; Department of Obstetrics and Gynecology and Department of Child Psychiatry, University of Turku, Turku, Finland, Turku, Finland",,"https://ClinicalTrials.gov/show/NCT03413631"
503,"NCT00340093","Diabetes Management Personal Trainer",,"Completed","No Results Available","Diabetes","Behavioral: Managing Diabetes",,"Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institutes of Health Clinical Center (CC)","All","11 Years to 16 Years   (Child)","Phase 1","0","NIH","Interventional","Primary Purpose: Treatment","999902290|02-CH-N290","August 23, 2002",,"March 6, 2007","June 21, 2006",,"July 2, 2017","Johns Hopkins University, Baltimore, Maryland, United States|Mount Washington Pediatric Hospital, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00340093"
504,"NCT00309010","Neurophysiology of Task-Specificity of Focal Hand Dystonia",,"Completed","No Results Available","Focal Dystonia",,,"National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","18 Years to 80 Years   (Adult, Older Adult)",,"115","NIH","Observational",,"060126|06-N-0126","March 28, 2006",,"February 24, 2009","March 30, 2006",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00309010"
505,"NCT02132481","Using Smartphones to Provide Recovery Support Services","SRSS","Active, not recruiting","No Results Available","Substance Use Disorder (SUD)|Recovery","Other: EMA Only|Other: EMI Only|Other: EMA+EMI|Other: Neither - RSAU","Days of Abstinence|EMA & EMI utilization|HIV Risk Behavior Index","Chestnut Health Systems|National Institute on Drug Abuse (NIDA)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","401","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","SRSS Experiment|R01DA035879","June 2015","October 2018","February 2021","May 7, 2014",,"January 22, 2020","Haymarket, Chicago, Illinois, United States|Chestnut Health Systems, Chicago, Illinois, United States|Chestnut Health Systems, Normal, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT02132481"
506,"NCT01402609","Assessing the Efficacy of an Electronic Discharge Communication Tool",,"Completed","No Results Available","Other Diagnoses, Comorbidities, and Complications","Device: electronic discharge communication tool|Device: Usual care","composite of death or readmission|occurrence of post-discharge adverse events and adverse drug events at 1 month post discharge","Ward of the 21st Century|Canadian Institutes of Health Research (CIHR)|Alberta Health Services|University of Calgary","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1399","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Health Services Research","SeamDis2010","September 2011","December 2013","April 2016","July 26, 2011",,"August 1, 2016","Medical Teaching Unit, Foothills Medical Centre, Calgary, Alberta, Canada|The ward of 21st Century (W21C) Foothills Medical Centre, Calgary, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT01402609"
507,"NCT00845052","Survey of Housestaff Attitudes Toward Patient Care and Safety",,"Completed","No Results Available","Safety Issues|Patient Care",,,"Weill Medical College of Cornell University","All","20 Years to 50 Years   (Adult)",,"674","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","0807009889","July 2008","June 2011","September 2011","February 16, 2009",,"February 6, 2017","Weill Medical College of Cornell University, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00845052"
508,"NCT00733421","The Effect of Anti-inflammatory Analgesics on Pain Following Hallux Valgus Surgery",,"Completed","Has Results","Postoperative Pain","Drug: etoricoxib|Drug: tramadol","Number of Patients Requiring Rescue Medication|Summary of Pain Scores, Day 1-7 of Visual Analogue Scale Grading of Pain|Compliance to Base Medication|Gastro-intestinal Symptoms|Dizziness/Sleepiness|Wound Healing|Satisfaction With Pain Medication|Patient Assessed Overall Satisfaction With Surgery/Outcome|Patient Assessed Quality of Life","Karolinska Institutet","Female","18 Years to 65 Years   (Adult, Older Adult)","Phase 4","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","2008HV001|EudraCT number 2008-000791-24","October 2008","June 2009","August 2009","August 13, 2008","January 13, 2010","January 20, 2010","Foot & Ancle Surgical Center, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT00733421"
509,"NCT01273129","Surgery as a Treatment for Medically Intractable Epilepsy",,"Recruiting","No Results Available","Epilepsy|Epilepsy, Temporal Lobe|Partial Epilepsy",,"Change in seizure frequency|1. Neurophysiological correlates of human cognitive function and to provide invasive monitoring for patients with tumor related epilepsy|2. Neurophysiological correlates of human cognitive function and to provide invasive monitoring for patients with tumor related epilepsy|3. Neurophysiological correlates of human cognitive function and to provide invasive monitoring for patients with tumor related epilepsy|4. Neurophysiological correlates of human cognitive function and to provide invasive monitoring for patients with tumor related epilepsy|5. Neurophysiological correlates of human cognitive function and to provide invasive monitoring for patients with tumor related epilepsy|6. Neurophysiological correlates of human cognitive function and to provide invasive monitoring for patients with tumor related epilepsy","National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","8 Years to 100 Years   (Child, Adult, Older Adult)",,"300","NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","110051|11-N-0051","March 21, 2011",,,"January 10, 2011",,"July 8, 2020","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01273129"
510,"NCT00431366","Sequence Effect in Parkinson's Disease",,"Completed","No Results Available","Parkinson's Disease",,,"National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)",,"24","NIH","Observational",,"070088|07-N-0088","February 1, 2007",,"December 24, 2008","February 5, 2007",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00431366"
511,"NCT00508989","Niacin to Improve Blood Flow in People With Sickle Cell Disease",,"Completed","No Results Available","Sickle Cell Disease","Drug: Niacin-ER|Drug: Placebo|Drug: L-NMMA|Drug: Acetylcholine","The Effect of niacin-ER on endothelial dysfunction in the sickle cell.|Effect of niacin therapy on HDL and apo A-I levels in subjects with sickle cell disease.","National Heart, Lung, and Blood Institute (NHLBI)|National Institutes of Health Clinical Center (CC)","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","30","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","070196|07-H-0196","July 24, 2007","December 31, 2010","December 24, 2015","July 30, 2007",,"April 5, 2019","Howard University Hospital, Washington, District of Columbia, United States|National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00508989"
512,"NCT00314769","Long-Term Improvement in Motor Learning by Transcranial Direct Current Stimulation",,"Completed","No Results Available","Healthy Volunteers",,,"National Institute of Neurological Disorders and Stroke (NINDS)|United States Department of Defense|Center for Neuroscience and Regenerative Medicine (CNRM)|National Institutes of Health Clinical Center (CC)","All","18 Years to 80 Years   (Adult, Older Adult)",,"196","NIH|U.S. Fed","Observational",,"060138|06-N-0138","April 7, 2006",,"December 16, 2013","April 14, 2006",,"December 16, 2019","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00314769"
513,"NCT01443026","The Effects of Lycopene on High Risk Prostatic Tissue",,"Completed","Has Results","Intraepithelial Prostatic Neoplasia|Prostatic Neoplasms","Drug: Lycopene 30mg|Drug: Placebo","Tissue Biomarkers|Changes in Serum Biomarkers|Changes in Nuclear Morphometry","University of Illinois at Chicago|National Cancer Institute (NCI)","Male","40 Years and older   (Adult, Older Adult)","Phase 2","66","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","2005-0828|R01CA090759","February 2006","April 2009","April 2009","September 29, 2011","June 4, 2015","November 19, 2019","Northwestern Memorial Hospital, Chicago, Illinois, United States|Jesse Brown VA Medical Center, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT01443026"
514,"NCT01979471","The Alberta Vascular Risk Reduction Community Pharmacy Project: RxEACH","RxEACH","Completed","No Results Available","Diabetes|Chronic Kidney Disease|Established Atherosclerotic Vascular Disease|Framingham Risk Score More Than 20 Percent","Other: Advanced Care","The difference in change in estimated cardiovascular risk between advanced care and usual care groups|Difference in change in individual cardiovascular risk factors between advanced care and usual care groups|Achievement of individual and the ""triple target""","University of Alberta|Alberta Health & Wellness|Alberta Health Services|Merck Frosst Canada Ltd.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","723","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","pro00041644","January 2014","September 2015","December 2015","November 8, 2013",,"October 30, 2017","EPICORE Centre, Edmonton, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT01979471"
