"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
305,"NCT04132362","Benefits of Personalised Music in Dementia - a Feasibility Study",,"Recruiting","No Results Available","Dementia","Behavioral: Personalised music listening","Median time (in hours) required to generate personalised music playlists for participants living with dementia assessed using activity logs recorded by researchers, carers and/or relatives/friends.|Acceptability by participants of the delivery method(s) of personalised playlists in care homes, assessed through qualitative methods such as feedback from participants (people living with dementia, their relatives/friends and their carers).|Extent of correlation between measures of emotional responses of people living with dementia to personalised music listening (using facial expression change algorithm) with direct observation by researchers, documented in activity logs.","Music for my Mind","All","Child, Adult, Older Adult",,"140","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","MFMM265263","November 28, 2019","December 31, 2021","December 31, 2021","October 18, 2019",,"February 19, 2020","Willow Court, Harpenden, Hertfordshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04132362"
306,"NCT04357236","18F-FDG PET Imaging Analysis of Antiepileptic Drug Response in BECTS",,"Completed","No Results Available","Benign Epilepsy With Centrotemporal Spikes",,"The 'area under curve' (AUC ) of our model in classification performance","Second Affiliated Hospital, School of Medicine, Zhejiang University","All","6 Years to 18 Years   (Child, Adult)",,"55","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","2019-437","June 1, 2019","March 30, 2020","April 20, 2020","April 22, 2020",,"April 22, 2020","Department of Nuclear Medicine and PET/CT Center, The Second Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT04357236"
307,"NCT02810093","Big Data and Text-mining Technologies Applied for Breast Cancer Medical Data Analysis","SENOMETRY","Unknown status","No Results Available","Breast Cancer","Other: retrospective medical records analyze","Validate the reliability of a computer-based, automatic information retrieval method specific to medical records from breast cancer multidisciplinary meetings|Breast cancer recurrence rate after some therapeutic procedures","University Hospital, Strasbourg, France|Quantmetry","Female","18 Years and older   (Adult, Older Adult)",,"10000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","6373","May 2016","November 2016","December 2016","June 22, 2016",,"June 22, 2016","University Strasbourg Hospital, Strasbourg, France",,"https://ClinicalTrials.gov/show/NCT02810093"
308,"NCT03209102","Emotional Regulation and Impulsivity Among Adolescents With Borderline Personality Disorder","ADOLIMIS","Not yet recruiting","No Results Available","Borderline Personality Disorder|Adolescent Development","Other: Clinical assessment|Behavioral: Stress elicitation experiment|Other: Structural and Functional MRI|Biological: salivary collections of amylase and cortisol","Comparison between subjective and objective acute stress experience in BPD Adolescents vs Healthy controls|Investigating the neural correlates and modulation of motivation and impulsivity using structural and task-based fMRI","Institut National de la Santé Et de la Recherche Médicale, France","All","13 Years to 18 Years   (Child, Adult)","Phase 2","66","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","C16-58","July 2017","September 2019","September 2020","July 6, 2017",,"July 6, 2017",,,"https://ClinicalTrials.gov/show/NCT03209102"
309,"NCT03112928","Phantom Motor Execution Via MPR, VR/AR, and SG, as a Treatment of PLP",,"Recruiting","No Results Available","Phantom Limb Pain","Device: Phantom Motor Execution|Device: Phantom Motor Imagery","Pain Rating Index registered at the beginning (1st session) and at the end of the treatment (15th session).|Pain Disability Index registered at the beginning (1st session) and the end of the treatment (15th session).","Integrum|Chalmers University of Technology|Sahlgrenska University Hospital, Sweden|Örebro University, Sweden|Bräcke Diakoni, Sweden|University Rehabilitation Institute, Republic of Slovenia|University Hospital, Ghent|University Medical Center Groningen|University of New Brunswick|National University of Ireland, Galway, Ireland|Ruhr University of Bochum","All","18 Years and older   (Adult, Older Adult)","Not Applicable","66","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","007733","May 8, 2017","April 2020","April 2020","April 13, 2017",,"August 7, 2019","Rehabilitation Centre Ghent University Hospital, Ghent, East Flanders, Belgium|Institue of Biomedical Engineering, University of New Brunswick, Fredericton, New Brunswick, Canada|School of Psychology, National University of Ireland, Galway, Connacht, Ireland|University of Groningen, University Medical Center Groningen, Department of Rehabilitation Medicine, Groningen, Netherlands|University Rehabilitation Institute, Ljubljana, Slovenia|Ortopedteknik, Region Örebro län, Örebro, Närke, Sweden|Bräcke Diakoni, Stockholm, Uppland, Sweden|Gåskolan, Ortopedtekniska avdelningen, Göteborg, Västergötland, Sweden",,"https://ClinicalTrials.gov/show/NCT03112928"
310,"NCT03745118","Development of a Practical, Minimally Invasive Seizure Gauge",,"Enrolling by invitation","No Results Available","Epilepsy","Device: EpiTel EpiLog|Device: Byte Flies Sensor Dots|Device: Empatica E4|Device: Biovotion Everion|Device: GeneActiv","Assessment of Physiological Signals Measurable with Wearable Sensors|Pattern Analysis","Mayo Clinic","All","7 Years and older   (Child, Adult, Older Adult)","Not Applicable","80","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","18-008357","November 19, 2018","December 1, 2020","December 2020","November 19, 2018",,"January 21, 2020","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03745118"
311,"NCT01505478","Comparing an Automated to a Conventional Sepsis Clinical Prediction Rule",,"Withdrawn","No Results Available","Sepsis",,"28 day in-hospital mortality|ICU Admission","Beth Israel Deaconess Medical Center|New York University|United States Department of Defense","All","18 Years and older   (Adult, Older Adult)",,"0","Other|U.S. Fed","Observational","Observational Model: Cohort|Time Perspective: Prospective","2011P000356","July 2012",,,"January 6, 2012",,"April 5, 2017","Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT01505478"
312,"NCT03629743","Correlate of Surface Electroencephalogram (EEG) With Implanted EEG Recordings (ECOG)",,"Recruiting","No Results Available","Anesthesia","Device: EEG|Device: ECOG","Electrocardiogram (EEG) change before, during, and after anesthesia.|Electrocardiogram (EEG) change during any changes in conciousness.|Electrocardiogram (EEG) change during any seizures.","Stanford University","All","18 Years and older   (Adult, Older Adult)",,"20","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","45987","November 11, 2019","December 1, 2020","December 1, 2020","August 14, 2018",,"November 19, 2019","Stanford University, Stanford, California, United States",,"https://ClinicalTrials.gov/show/NCT03629743"
313,"NCT04061434","ECG Algorithms for CRT Response Evaluation","OVERCOME","Recruiting","No Results Available","ECG Monitoring",,"Number of correctly assessed ECG signals by the automatic recognition of resynchronization in CRT-mediated therapy.|Correctly recognized ECG signals after adding each cycle of 20 new ECG recordings from patients with electrical heart function disturbances.|Number of registered ECG signals from patients holding a CIED.","Medical University of Warsaw|The National Centre for Research and Development","All","18 Years to 100 Years   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","OVERCOME","March 1, 2019","June 1, 2020","June 1, 2020","August 19, 2019",,"August 19, 2019","1st Department of Cariology of Medcial University of Warsaw, Warsaw, Mazowieckie, Poland",,"https://ClinicalTrials.gov/show/NCT04061434"
314,"NCT04005183","Renal Cell Carcinoma Microenvironment Discovery Project","REMEDY","Recruiting","No Results Available","Renal Cell Carcinoma",,"Molecular profiling of various cell populations within tumour by using single cell RNA-CITEseq.|Determination of the radiological and pathological features associated with the derived tumor microenvironment molecular data","University Health Network, Toronto|Celsus Therapeutics PLC","All","18 Years and older   (Adult, Older Adult)",,"300","Other|Industry","Observational","Observational Model: Other|Time Perspective: Prospective","17-5204","May 6, 2019","May 1, 2030","July 1, 2030","July 2, 2019",,"July 2, 2019","University Health Network, Princess Margaret Hospital, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04005183"
315,"NCT04438967","Brain Health in the Time of COVID-19",,"Recruiting","No Results Available","Brain Health",,"Test the hypothesis that COVID-19 infection will lead to increased risk of neurological impairment|Determine cognitive and behavioral functional patterns that predict susceptibility to neurological impairment due to COVID-19","Miro Health|Johns Hopkins University|University of Pittsburgh","All","18 Years and older   (Adult, Older Adult)",,"10000","Other","Observational","Observational Model: Cohort|Time Perspective: Other","MIRO_001_2020","June 16, 2020","December 31, 2020","December 31, 2020","June 19, 2020",,"July 7, 2020","Miro Health, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT04438967"
316,"NCT04273672","Speech, Linguistic and Acoustic Markers in Parkinson's Disease","SLAM-PD","Recruiting","No Results Available","Parkinson Disease|Cognitive Impairment, Mild|Speech","Diagnostic Test: Cognitive Battery|Behavioral: Voice, Speech and Language Analysis|Behavioral: Questionnaires and Clinical Assessments|Genetic: DNA Analysis","We will develop a regression model using speech acoustic parameters to classify PD participants by cognitive status (mild cognitive impairment [MCI] vs. normal cognition)|We will measure the difference in number and duration of within-utterance pauses, and pauses before verbs in PD participants with and without mild cognitive impairment|We will measure syntax processing efficiency score (percentage correctly understood sentences/processing time) in controls, and in PD with and without MCI","University of Massachusetts, Worcester|Sonde Health, Inc.|Massachusetts Institute of Technology/Lincoln Labs|Boston University|VA Puget Sound Health Care System","All","18 Years and older   (Adult, Older Adult)",,"150","Other|U.S. Fed","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","H00011523","January 13, 2020","February 2022","August 2022","February 18, 2020",,"February 18, 2020","UMass Medical School/UMass Memorial Medical Center, Worcester, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT04273672"
317,"NCT03212534","Inpatient Mortality Prediction Algorithm Clinical Trial (IMPACT)","IMPACT","Unknown status","No Results Available","Decompensation, Heart|Decompensation; Heart, Congestive|Death","Other: Patient mortality prediction","In-hospital mortality|Hospital length of stay","Dascena|University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1024","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","17-22319","July 2017","October 2017","October 2017","July 11, 2017",,"July 11, 2017","UCSF Moffit-Long Hospital, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT03212534"
318,"NCT04021069","Using Clinicopathomic Markers to Predict Neoadjuvant Chemotherapy Response in Breast Cancer",,"Active, not recruiting","No Results Available","Breast Cancer|Invasive Ductal Breast Carcinoma|Invasive Lobular Breast Carcinoma","Diagnostic Test: Radiomic, pathomic, and clinical markers","Pathologic complete response (pCR)|Time to local breast recurrence|Time to distant metastasis (months)|Time to death","Sunnybrook Health Sciences Centre","All","18 Years and older   (Adult, Older Adult)",,"800","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","270-2018","August 30, 2018","December 30, 2019","August 30, 2024","July 16, 2019",,"July 16, 2019","Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04021069"
319,"NCT03921242","Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease",,"Recruiting","No Results Available","Diabetes Mellitus, Type 2|Renal Insufficiency, Chronic","Drug: Metformin|Drug: Sulfonylurea|Drug: DPP-4 inhibitor|Drug: SGLT2 inhibitor|Drug: GLP1 receptor agonist","Incidence of Severe Hypoglycemia Assessed from EMR|Difference in Glycosylated Hemoglobin (HbA1c) level (mmol/mol)|Heterogeneity of Treatment Effect Via Pre-specified Sub-Group Analyses|Incidence of acidosis, hospitalization for hyperglycemia, acute myocardial infarction, stroke, heart failure hospitalization, and heart failure emergency room visits|Difference in Body-Mass Index Assessed From EMR (BMI) (kg/m2)|Difference in Laboratory-Measured eGFR (mL/min)","Weill Medical College of Cornell University|Patient-Centered Outcomes Research Institute","All","18 Years and older   (Adult, Older Adult)",,"16000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","1809019555","August 1, 2019","March 1, 2021","March 1, 2021","April 19, 2019",,"September 26, 2019","University of North Carolina, Chapel Hill, North Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT03921242"
320,"NCT04186975","Computerized Antepartum Monitoring Using Non-invasive Fetal Ecg for High Risk Pregnancy",,"Not yet recruiting","No Results Available","Cardiotocography","Device: Non-Invasive fetal ECG|Device: Fetal heart rate monitor","Identification of abnormal fetal heart rate from NI-FECG|Computerized NI-FECG for the prediction of abnormal FHR traces|Comparison between computerized CTG and NI-FECG|Develop a portable NI-FECG monitor for remote fetal monitoring.","Rambam Health Care Campus|Technion, Israel Institute of Technology","Female","18 Years to 50 Years   (Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","0529-19-RMB","December 1, 2019","December 1, 2023","December 1, 2023","December 5, 2019",,"December 5, 2019",,,"https://ClinicalTrials.gov/show/NCT04186975"
321,"NCT01775826","Validating Machine -Learned Classifiers of Sedentary Behavior and Physical Activity","iWatch","Completed","No Results Available","Physical Activity|Sedentary Lifestyle","Other: Measurement","physical activity behavior classification using study sensors (accelerometers, Sensecam and GPS)","University of California, San Diego","All","6 Years to 85 Years   (Child, Adult, Older Adult)","Not Applicable","225","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","1R01CA164993-01A1","March 2013","April 2016","April 2016","January 25, 2013",,"August 20, 2019","UCSD, La Jolla, California, United States",,"https://ClinicalTrials.gov/show/NCT01775826"
322,"NCT03882671","Development of a Minimally Invasive Seizure Gauge",,"Enrolling by invitation","No Results Available","Epilepsy","Device: EpiTel Epilog|Device: Empatica E4|Device: GENEActiv","Multimodal Assessment of Physiological Signals During Seizure Events Measurable with Wearable Sensors|Wearable Sensors Comfort Assessment|Seizure Detection and Prediction using Multimodal Physiological Data","Seer Medical Pty Ltd","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","HREC042_18","January 1, 2019","December 1, 2020","December 1, 2020","March 20, 2019",,"March 20, 2019","Seer Medical, Melbourne, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT03882671"
323,"NCT04306939","Genomic Resources for Enhancing Available Therapies (GREAT1.0) Study","GREAT1","Recruiting","No Results Available","Chronic Pancreatitis|Inflammatory Bowel Diseases|Hepatitis|NASH - Nonalcoholic Steatohepatitis|Acute Pancreatitis|Rheumatoid Arthritis|Diabetes Mellitus|Dyslipidemias|Multiple Sclerosis|Irritable Bowel Syndrome|Chronic Pain|Chronic Disease|Chronic Kidney Diseases|Crohn Disease|Celiac Disease|Biliary Cirrhosis|Bile Acid Synthesis Defect|Gastritis|Cholecystitis|Cholelithiases|IPMN|Cyst Pancreas|Cystic Fibrosis|Pancreatic Exocrine Insufficiency|Diarrhea Chronic|Constipation - Functional|Constipation Chronic Idiopathic","Other: venipuncture|Behavioral: Questionnaires|Other: Additional Sample Collections","Define the molecular disorders contributing to clinicopathological disease definitions for common complex disorders|Define risk factors for disease progression, severity, complications and poor quality of life.|Common disease mechanisms and repurposing of medications.|Pain profile|Patient Reported Global Health Assessment","University of Pittsburgh","All","12 Years and older   (Child, Adult, Older Adult)",,"120000","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","STUDY19020035","November 1, 2014","December 1, 2025","December 1, 2025","March 13, 2020",,"April 3, 2020","University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT04306939"
324,"NCT02991105","Epidemiology of Cancer After Solid Organ Transplantation - EpCOT Study","EpCOT","Not yet recruiting","No Results Available","Malignancy",,"Cancer-related mortality after solid organ transplantation|Risk for cancer after solid organ transplantation|Associated morbidity after developing cancer after solid organ transplantation|Risk prediction for cancer after solid organ transplantation","University Hospital Birmingham NHS Foundation Trust","All","Child, Adult, Older Adult",,"85410","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","EpCOT","August 2020","February 2023","February 2023","December 13, 2016",,"June 12, 2020","University Hospitals Birmingham NHS Foundation Trust, Birmingham, West Midlands, United Kingdom|University of Birmingham, Birmingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02991105"
325,"NCT03896529","Neurobiological Mechanisms of Aging and Stress on Prospective Navigation",,"Recruiting","No Results Available","Aging|Anxiety|Memory Impairment","Behavioral: Anticipatory psychological stress","Behavioral probability of taking a shortcut between control and treatment groups|fMRI activation level between control and treatment groups|Neural memory representation reactivation between control and treatment groups|Relationship between fMRI activity level and behavioral probability of taking a shortcut.|2. Salivary cortisol (stress hormone) response difference between stress and control participant groups.","Georgia Institute of Technology","All","65 Years to 80 Years   (Older Adult)","Not Applicable","85","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","H18233","September 24, 2019","March 31, 2021","March 31, 2021","April 1, 2019",,"April 24, 2020","Center for Advance Brain Imaging, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT03896529"
326,"NCT03785028","Analysis of Electrocorticographic Signals",,"Recruiting","No Results Available","Epilepsy","Behavioral: working memory and attention","Experiment 1.b. Prioritization cue-related changes in the neural representation of stimuli|Experiment 1.b. Prioritization cue-related changes in phase-amplitude coupling|Experiment 3.b. Covert spatial attention-related changes in phase-amplitude coupling","University of Wisconsin, Madison","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","2015-0282","July 19, 2019","December 2023","December 2023","December 24, 2018",,"August 5, 2019","University of Wisconsin, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT03785028"
327,"NCT03797339","Multi-omics Study of Clinical Endpoints in CHD","OmiDETCHD","Recruiting","No Results Available","Coronary Heart Disease","Other: risk factors of adverse cardiovascular events|Other: multi-omics target discovery|Other: validation|Other: Predictive mathematical models","Death|MACE|Bleeding|Statin-induced myopathy (SIM)|CI-AKI","Guangdong Provincial People's Hospital|RenJi Hospital|West China Hospital|Xiangya Hospital of Central South University|First Affiliated Hospital, Sun Yat-Sen University","All","18 Years to 80 Years   (Adult, Older Adult)",,"4000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2017YFC0909301","July 1, 2017","December 31, 2019","December 31, 2020","January 9, 2019",,"February 12, 2019","Guangdong General Hospital, Guangzhou, Guangdong, China|The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China|XiangYa Hospital Central South University, Changsha, Hunan, China|Renji Hospital Affiliated to Shanghai Jiaotong University, Shanghai, Shanghai, China|West China Hospital, Sichuan University, Chengdu, Sichuan, China",,"https://ClinicalTrials.gov/show/NCT03797339"
328,"NCT02641145","Molecular Imaging of Primary Amyloid Cardiomyopathy","MICA","Recruiting","No Results Available","Amyloidosis, Primary|Cardiomyopathy","Radiation: F-18 florbetapir/C-11 acetate PET|Device: MRI|Radiation: N-13 ammonia PET","Change in F-18 florbetapir myocardial retention index from baseline to 6 months and 12 months|Change in Serum oxidative stress markers from baseline to 6 months and 12 months|Change in Myocardial oxidative metabolism markers from baseline to 6 months|Change in Magnetic resonance imaging markers from baseline to 6 months and 12 months|Change in Myocardial energy efficiency from baseline to 6 months|Light Chain Toxicity|Understand the role of gut microbiota and heavy metals in the pathogenesis of AL Amyloidosis","Brigham and Women's Hospital|National Institutes of Health (NIH)|National Heart, Lung, and Blood Institute (NHLBI)|American Heart Association","All","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","125","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","2015P002477|1R01HL130563-01A1","April 1, 2016","March 30, 2020","April 2020","December 29, 2015",,"August 2, 2019","Brigham and Womens' Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT02641145"
329,"NCT01140724","Personalizing Perioperative Analgesia in Children",,"Active, not recruiting","No Results Available","Postoperative Pain",,"Look at polymorphisms in genes that regulate pain perception, opioid transport and opioid receptor signaling to see if there is a higher susceptibility to pain and morphine requirement.|Evaluate relationship of pupil reaction and response to 5% carbon dioxide to adverse effects of morphine","Indiana University|Children's Hospital Medical Center, Cincinnati|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","6 Years to 15 Years   (Child)",,"1200","Other|NIH","Observational","Observational Model: Other|Time Perspective: Prospective","1707325115|7R01HD089458-02","April 2008","April 2020","April 2021","June 9, 2010",,"May 23, 2019","Riley Hospital for Children, Indianapolis, Indiana, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT01140724"
330,"NCT03979573","Prospective Evaluation of Mp-MRI, MR-guided Biopsy, and Molecular Markers for Active Surveillance of Prostate Cancer","PROMM-AS","Recruiting","No Results Available","Prostate Cancer","Diagnostic Test: Multiparametric MRI|Diagnostic Test: Radiomics|Diagnostic Test: MR-guided Biopsy|Diagnostic Test: Molecular Markers","Reduction of the discontinuation of Active Surveillance (AS)|Value of MRI (ADC) regarding aggressiveness|Detectionrates of targeted (FUS-GB) versus systematic (TRUS-GB) biopsies|Correlation of clinical parameters with Gleason score progression or MRI quantified progression|Patient compliance to recommended MRI-based observation|Evaluation of Resolve DWI","Heinrich-Heine University, Duesseldorf","Male","Child, Adult, Older Adult","Not Applicable","90","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","5941R","October 1, 2017","September 30, 2020","September 30, 2021","June 7, 2019",,"June 7, 2019","University Düsseldorf, Medical Faculty, Dusseldorf, NRW, Germany",,"https://ClinicalTrials.gov/show/NCT03979573"
331,"NCT04358536","Classification of COVID-19 Infection in Posteroanterior Chest X-rays",,"Completed","No Results Available","COVID-19","Device: CovX","Identification of COVID-19","Dascena","All","18 Years and older   (Adult, Older Adult)",,"230","Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","04202002","April 1, 2020","April 17, 2020","April 17, 2020","April 24, 2020",,"April 24, 2020","Dascena, Oakland, California, United States",,"https://ClinicalTrials.gov/show/NCT04358536"
332,"NCT02556567","Exploring the Effects of Sleep Patterns and Physical Activity on Asthma in Adolescents With Wrist-worn Smart Devices",,"Completed","No Results Available","Asthma","Other: Fitbit® Charge Heart Rate (HR) wristband","Asthma Symptoms , Sleep Patterns and Physical Activity|Risk of Increasing Asthma Symptoms","Arkansas Children's Hospital Research Institute|University of Arkansas|University of Florida","All","14 Years to 17 Years   (Child)","Not Applicable","23","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","204310","August 2015","June 2016","December 2016","September 22, 2015",,"June 28, 2018","Arkansas Children's Hospital Research Institute, Little Rock, Arkansas, United States",,"https://ClinicalTrials.gov/show/NCT02556567"
333,"NCT03530098","Validation of an Artificial Intelligence-based Algorithm for Skeletal Age Assessment",,"Completed","No Results Available","Bone Age","Device: BoneAgeModel","Paired Difference of Skeletal Age Estimate|Time Saved","Stanford University","All","1 Year to 18 Years   (Child, Adult)","Not Applicable","1903","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","IRB #44764","July 12, 2018","October 1, 2019","November 1, 2019","May 21, 2018",,"February 12, 2020","Stanford University, Stanford, California, United States|Yale New Haven Hospital, New Haven, Connecticut, United States|Boston Children's Hospital, Boston, Massachusetts, United States|New York University, New York, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03530098"
334,"NCT04015895","Implementation of a Tool to Identify Social Weaknesses in the Cancer Care Pathway","iDEFCO","Recruiting","No Results Available","Cancer","Other: DEFCO tool","Population reach|Tool adaptation by professionals|Change from 6 months PACIC questionnaire result at 12 months|Evaluation of effectiveness in real life by PPE|Change from baseline FACT-G questionnaire result at 12 months|Change from baseline HAD questionnaire result at 12 months|Evaluation of practices effectiveness by using the tool|Evaluation of effectiveness of practices by Personalized Care Project|Evaluation of effectiveness of practices by identification of support systems|Evaluation of effectiveness of practices by patient's satisfaction: questionnaire|Evaluation of effectiveness of practices by caregiver's satisfaction offering the tool: questionnaire|Maintenance and institutionalization|Change from baseline interview with professional at 12 months","Centre Hospitalier Universitaire de Saint Etienne|Ligue contre le cancer, France","All","18 Years and older   (Adult, Older Adult)",,"850","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","18CH176|2018-A03310-55","December 4, 2019","September 2020","September 2021","July 11, 2019",,"January 9, 2020","Centre Jean Perrin, Clermont-Ferrand, France|Hospices Civils de Lyon, Lyon, France|Chu Saint-Etienne, Saint-Étienne, France|Hôpital Privé de la Loire, Saint-Étienne, France",,"https://ClinicalTrials.gov/show/NCT04015895"
335,"NCT04004559","MRI Radiomics Assessing Neoadjuvant Chemotherapy in Breast Cancer to Predict Lymph Node Metastasis and Prognosis(RBC-02)","RBC-02","Recruiting","No Results Available","Invasive Breast Cancer|Neoadjuvant Chemotherapy|Radiomics|Axillary Lymph Node|Prognosis","Other: No interventions","Disease free survival (DFS)|pathological complete response (pCR)|Pathological axillary lymph node status|Overall survival (OS)|Breast cancer specific motality (BCSM)|Recurrence free survival (RFS)","Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University|Sun Yat-sen University|Tungwah Hospital of Sun Yat-Sen University","Female","18 Years to 75 Years   (Adult, Older Adult)",,"600","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","SYSEC-KY-KS-2019-055-001","May 28, 2019","October 30, 2020","May 30, 2025","July 2, 2019",,"June 29, 2020","Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Zhongshan Ophthalmic Center, Sun Yat-Sen University, Guangzhou, Guangdong, China|Sun Yat-Sen Memorial Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT04004559"
336,"NCT04300270","Validation of a Novel Smartphone-based Method for Heart Rhythm Monitoring in the Home Environment",,"Recruiting","No Results Available","Atrial Fibrillation|Atrial Flutter|Arrhythmia","Device: Smartphone PPG recordings|Device: Smartphone ECG","Performance of the novel smartphone-based photoplethysmographic method for heart rhythm diagnostics and discrimination of atrial fibrillation from normal heart rhythm.|Independent predictors for recurrence of atrial fibrillation within 30 days of treatment with direct current cardioversion.|Predictors for recurrence of atrial fibrillation within 30 days of treatment with direct current cardioversion using deep learning and machine learning techniques.|Participant compliance for recording heart rhythm with the novel smartphone-based method twice daily for 30 days.|Correlation between patient self-reported symptoms and recorded heart rhythm.|Proportion of same day cancellations for planned treatment of atrial fibrillation with cardioversion for patients using the novel smartphone-based photoplethysmographic method for heart rhythm monitoring prior to the treatment compared to no monitoring.","Karolinska Institutet|Danderyd Hospital","All","18 Years and older   (Adult, Older Adult)",,"480","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","SmartBeats","November 27, 2018","June 2020","December 2021","March 9, 2020",,"March 9, 2020","Danderyd University Hospital, Stockholm, Sweden",,"https://ClinicalTrials.gov/show/NCT04300270"
