"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
1311,"NCT03094351","Robot-assisted Esophagectomy Versus Conventional Thoracoscopic Esophagectomy","RAE vs CTE","Recruiting","No Results Available","Esophageal Cancer|Esophageal Carcinoma","Procedure: esophagectomy","Overall Survival Rate|R0 resection (%)|Disease Free Survival Rate|Postoperative major complications|In hospital mortality|Operative duration|Postoperative recovery|Number of lymph nodes dissected|Quality of life|Estimated blood loss","Shanghai Chest Hospital|Ruijin Hospital|Changhai Hospital|Shanghai Zhongshan Hospital|The First Affiliated Hospital of Nanchang University","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 3","360","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","RAE20170320","July 29, 2017","December 1, 2024","December 1, 2024","March 29, 2017",,"February 5, 2020","General hospital of eastern theater command, Nanjing, Jiangsu, China|The First Affiliated Hospital of Nanchang University, Nanchang, Jiangxi, China|Changhai Hospital, The Second Military Medical University, Shanghai, China|Ruijin Hospital, Shanghai Jiao Tong University, School of Medicine, Shanghai, China|Shanghai Chest Hospital, Shanghai Jiao Tong University, Shanghai, China|Zhongshan Hospital, Fudan University, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03094351"
1312,"NCT01974635","Proprioception Testing in Persons With Sensorimotor Impairment",,"Terminated","Has Results","Spinal Cord Injury|Stroke|Acquired Brain Injury","Device: AMES Therapy","Joint Position Test - AMES Device|Frisbee Test - Device","Oregon Health and Science University","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","2","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","00009635","October 2013","April 2015","April 2015","November 1, 2013","June 13, 2019","June 13, 2019","Oregon Health and Science University, Portland, Oregon, United States",,"https://ClinicalTrials.gov/show/NCT01974635"
1313,"NCT02261259","Effects of Osteopathic Manipulative Treatment on Neuromuscular Control of the Head-neck System",,"Completed","No Results Available","Neck Pain","Procedure: Osteopathic manipulative treatment","Change from baseline to week 4 and from week 4 to 8 in head position tracking accuracy|Change from baseline to week 4 and from week 4 to 8 in head force tracking accuracy|Change from baseline to week 4 and from week 4 to 8 in head position stabilization accuracy|Change from baseline to week 4 in neck force and muscle activation directionality|Change from week 4 to 8 in neck force and muscle activation directionality|Change in Patient Reported Outcomes Measurement Information System (PROMIS)|Change in concomitant medication|Change in neck disability|Change in fear avoidance behavior","Michigan State University|National Center for Complementary and Integrative Health (NCCIH)","All","21 Years to 65 Years   (Adult, Older Adult)","Not Applicable","154","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","NCCAM U19 AT006057 Project 3|5U19AT006057-02","June 1, 2014","November 13, 2017","November 13, 2017","October 10, 2014",,"January 4, 2019","MSU Osteopathic Manual Medicine, East Lansing, Michigan, United States|MSU Musculoskeletal Rehabilitation, Lansing, Michigan, United States|Michigan State University Center for Orthopedic Research, Lansing, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT02261259"
1314,"NCT02249832","The General Use of Robots in Stroke Recovery: the Anklebot",,"Completed","Has Results","Stroke","Device: seated robot-assisted ankle therapy","Mean Change From Baseline in Gait Speed (m/Sec) on the 10 Meter Walk Test at Comfortable Pace.|Mean Change From Baseline in Gait Speed (m/Sec) on the 10 Meter Walk Test at Fast Pace.|Mean Change From Baseline in Distance Walked (Meters) on the 6 Minute Walk Test at Comfortable Pace.","Northwell Health","All","18 Years and older   (Adult, Older Adult)","Not Applicable","55","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","13-310","June 2013","February 2019","May 2019","September 26, 2014","November 15, 2019","November 15, 2019","Feinstein Institutes for Medical Research, Manhasset, New York, United States|Transitions of Long Island Outpatient Rehabilitation, Manhasset, New York, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/32/NCT02249832/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02249832"
1315,"NCT02108431","Prospective Randomized Trial Comparing Urinary Diversion After Robot-assisted Radical Prostatectomy",,"Completed","No Results Available","Prostate Cancer","Device: balloon catheter for suprapubic bladder-drainage|Device: balloon catheter for transurethral bladder-drainage","Change of postoperative pain related to urinary drainage objectified by numeric rating scale (NRS) questionnaire within 5 days|Number of patients with bacteriuria","St. Antonius Hospital Gronau","Male","18 Years and older   (Adult, Older Adult)","Not Applicable","160","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","U1111-1155-1458","February 2013","October 2013","November 2013","April 9, 2014",,"April 9, 2014","Department of Urology, Pediatric Urology and Urologic Oncology; St. Antonius-Hospital Gronau GmbH, Gronau, Germany",,"https://ClinicalTrials.gov/show/NCT02108431"
1316,"NCT02817126","Robot-assisted Versus Laparoscopic Surgery for Mid/Low Rectal Cancer","REAL","Recruiting","No Results Available","Rectal Carcinoma","Procedure: Robot-assisted resection|Procedure: Laparoscopic resection","disease-free survival|overall survival|operative complications|operative mortality|locoregional recurrence rate","Fudan University","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 3","680","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","REAL","October 2015","October 2021","October 2023","June 29, 2016",,"June 29, 2016","Zhongshan Hospital, Fudan University, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT02817126"
1317,"NCT02812173","Postoperative Patient Comfort and Quality of Micturition in Suprapubic Tube vs. Transurethral Catheterization After RARP","MPH","Completed","No Results Available","Prostate Cancer","Device: suprapubic tube ex 2 day|Device: suprapubic tube ex 5 day|Device: transurethral catheter ex 5 day","Urinary leakage measured by pad test in grams|Detection of postoperative pain related to urinary drainage by numeric rating scale (NRS)|Recording of complications|Urine status measured by flow cytometry|Residual urine measured by bladder scan in ml","St. Antonius Hospital Gronau","Male","18 Years and older   (Adult, Older Adult)","Not Applicable","234","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","U4DGYZXT2DBN","May 2016","July 2017","June 2018","June 24, 2016",,"January 18, 2019","Department of Urology, Pediatric Urology and Urologic Oncology, St. Antonius Hospital Gronau, Gronau, Germany",,"https://ClinicalTrials.gov/show/NCT02812173"
1318,"NCT01775254","The Inland Northwest Colon Cancer Survivor's Study",,"Completed","No Results Available","Colon Cancer",,"Change in Quality of Life|Change in Peripheral Neuropathy|Change in Sexual Function|Change in Patient Education and Support Utilized|Change in Demands of Illness","Washington State University|American Cancer Society, Inc.","All","18 Years and older   (Adult, Older Adult)",,"25","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","DSCN-11-194-01","January 2013","October 15, 2015","December 4, 2018","January 24, 2013",,"December 6, 2018","Deaconess Hospital, Spokane, Washington, United States|Sacred Heart Medical Center, Spokane, Washington, United States|Holy Family Hospital, Spokane, Washington, United States|Valley Hospital, Spokane, Washington, United States",,"https://ClinicalTrials.gov/show/NCT01775254"
1319,"NCT00561444","Quality of Life Study for Prostate Cancer Patients",,"Active, not recruiting","No Results Available","Prostate Cancer","Behavioral: Questionnaire","QOL: Expanded Prostate Cancer Index Composite (EPIC) Survey","M.D. Anderson Cancer Center","Male","18 Years and older   (Adult, Older Adult)",,"1051","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2007-0302","November 14, 2007","November 2020","November 2020","November 21, 2007",,"January 14, 2020","MD Anderson at Cooper, Voorhees, New Jersey, United States|MD Anderson Cancer Center at Albuquerque, Albuquerque, New Mexico, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT00561444"
1320,"NCT03609580","Post-operative Urinary Retention (POUR) Following Thoracic Surgery","POUR","Recruiting","No Results Available","Urinary Retention","Drug: Tamsulosin","Volume of urine (cc) post thoracic surgery in patients that received Flomax, 0.4mg/day for a week before surgery","Hackensack Meridian Health","Male","65 Years and older   (Older Adult)","Phase 1|Phase 2","127","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PRO#2017-0687","May 7, 2018","May 2, 2020","May 2, 2020","August 1, 2018",,"August 6, 2019","HackensackUMC, Hackensack, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT03609580"
1321,"NCT03135847","Prosthetic Limb Movement Feedback for Upper and Lower Extremity Amputees",,"Enrolling by invitation","No Results Available","Prosthesis User|Amputation","Device: Tactor","Skin or tendon location|Sorting Task|Sense of Agency Questionnaire","The Cleveland Clinic|Louis Stokes VA Medical Center|University of Alberta|HDT Robotics|United States Department of Defense|Congressionally Directed Medical Research Programs","All","18 Years to 75 Years   (Adult, Older Adult)","Not Applicable","180","Other|U.S. Fed","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","16-140|W81XWH-15-1-0575","June 1, 2016","June 1, 2021","June 1, 2022","May 1, 2017",,"June 30, 2020",,,"https://ClinicalTrials.gov/show/NCT03135847"
1322,"NCT02845063","Effect of ACE Genotype on Cardiovascular Rehabilitation","ACE-REHAB","Unknown status","No Results Available","Cardiovascular Disease","Behavioral: concentric cardiovascular training|Behavioral: eccentric cardiovascular training|Genetic: ACE genotyping","ACE I/D genotype|Molecular muscle characteristics - mRNA|Molecular muscle characteristics- protein|Molecular muscle characteristics- phosphorylation|Molecular muscle characteristics- ACE|Cellular muscle characteristics - fiber type %|Cellular muscle characteristics - fiber area %|Cellular muscle characteristics - fiber type CSA|Cellular muscle characteristics - Capillary density|Cellular muscle characteristics - Capillary-to-fiber ratio|Functional muscle characteristics - Maximal Power|Functional muscle characteristics - Critical Power|Functional muscle characteristics - Real Power|Functional muscle characteristics - Reactive Power|Functional muscle characteristics - Negative Power|Functional muscle characteristics - Maximal force|Functional muscle characteristics - Maximal velocity|Functional muscle characteristics - Rate of force development|Muscle metabolism - muscle oxygenation ramp|Muscle metabolism - muscle oxygenation robot exercise|Muscle metabolism - hemoglobin ramp|Muscle metabolism - hemoglobin robot exercise|Muscle metabolism - lipid compounds|Muscle metabolism - metabolites|Muscle metabolism - serum glucose|Muscle metabolism - serum lactate|Cardiovascular function - Heart rate rest|Cardiovascular function - Heart rate ramp|Cardiovascular function - cardiac output|Cardiovascular function - ejection fraction|Cardiovascular function - Maximal oxygen uptake|Cardiovascular function - ventilation|Cardiovascular function - ventilation frequency|Cardiovascular function - respiration quotient|Cardiovascular function - endurance","Balgrist University Hospital|University of Zurich","All","20 Years to 65 Years   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","W 549 ACE-REHAB|KEK-ZH-Nr. 2014-0319","May 2016","January 2019","January 2020","July 27, 2016",,"August 9, 2016","Balgrist University Hospital, Zurich, Switzerland|University Hospital Zurich, Zurich, Switzerland",,"https://ClinicalTrials.gov/show/NCT02845063"
1323,"NCT01358097","Role of Immune Activation in Response of Head and Neck Squamous Cell Carcinoma to Therapy",,"Completed","No Results Available","Head and Neck Cancer|Oropharyngeal Cancer|Human Papillomavirus|Squamous Cell Cancer",,"HPV-specific T-cell response|HPV-specific T-cell response for HPV+ tumors|Circulating immune cells and cytokines|Clinical outcome correlation|inflammatory/regulatory cytokines|serum nitrite/nitrate","Icahn School of Medicine at Mount Sinai","All","18 Years and older   (Adult, Older Adult)",,"33","Other","Observational","Observational Model: Case Control|Time Perspective: Prospective","GCO 10-1219","October 2010","September 2013","September 2013","May 23, 2011",,"April 10, 2014","Icahn School of Medicine at Mount Sinai, Otolaryngology - Head and Neck Surgery, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT01358097"
1324,"NCT01326286","Comparative Effectiveness Analysis of Surgery and Radiation (CEASAR) for Localized Prostate Cancer","CEASAR","Completed","No Results Available","Prostate Cancer",,"Disease-Specific Health-Related Quality of Life (EPIC)|cancer-free survival|Complications of treatment|General Health-Related Quality of Life (SF-12)","Vanderbilt University|Patient-Centered Outcomes Research Institute|Agency for Healthcare Research and Quality (AHRQ)|Louisiana State University Health Sciences Center in New Orleans|University of California, Irvine|University of California, San Francisco|University of Southern California|M.D. Anderson Cancer Center|University of Utah|Emory University|Rutgers Cancer Institute of New Jersey|Vanderbilt University Medical Center","Male","18 Years to 79 Years   (Adult, Older Adult)",,"3265","Other|U.S. Fed","Observational","Observational Model: Cohort|Time Perspective: Prospective","110299|1R01HS019356-01|CE grant|1R01HS022640-01","March 2011","August 2017","September 2018","March 30, 2011",,"September 26, 2018","University of Southern California, Los Angeles, California, United States|University of California, San Francisco, San Francisco, California, United States|Emory University, Atlanta, Georgia, United States|Lousiana State University Health Sciences Center- New Orleans, New Orleans, Louisiana, United States|Cancer Institute of New Jersey, New Brunswick, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT01326286"
1325,"NCT02432521","Predictors of Treatment Response of Motor Sequels After a Stroke",,"Unknown status","No Results Available","Cerebrovascular Accident","Other: Conventional rehabilitation program from IMREA","Change in motor cortex excitability as measured by Transcranial magnetic stimulation (TMS)|Change in spontaneous electrical brain activity as assessed by Electroencephalogram (EEG)|cinematic variables analyzed with robotic|Mini-mental State Examination|Visual Analog Scale of Pain|Verbal fluency test|Boston naming test|Hamilton Rating scale of depression|The Kinesthetic and visual imagery questionnaire (KVIQ)|National Institutes of Health Stroke Scale (NIHSS)|Stroke Impact Scale (SIS)|Von Frey test|Functional Independence Measure|Epworth Sleepiness Scale|Fugl-Meyer Assessment|Medical Research Council Scale|Modified Ashworth Scale|Finger Tapping|Jebsen-Taylor Hand Function Test|Purdue Pegboard test","University of Sao Paulo General Hospital","All","18 Years and older   (Adult, Older Adult)",,"49","Other","Observational","Observational Model: Ecologic or Community|Time Perspective: Prospective","35583814.1.0000.0068_CAAE","March 2015","June 2017","July 2017","May 4, 2015",,"July 5, 2017","Centro de Pesquisa Clínica do Instituto de Medicina e Reabilitação do HCFMUSP, Sao Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT02432521"
1326,"NCT02924168","Radial Shock Waves for Functional Disability in Stroke",,"Completed","No Results Available","Ischemic Stroke","Device: Active Radial Shockwave|Device: Sham Radial Shockwave","Fugl-Meyer Assessment (FMA)|Visual Analogue Scale (VAS)|Esthesiometry - Von Frey Scale|Upper Limb Modified Ashworth Scale (MAS)|Fugl-Meyer Assessment|Medical Research Council scale (MRC)|Hand grip|Change in fine motor function measured with Finger Tapping (FT)|Jebsen-Taylor Hand Function Test (JTHFT)|Purdue Pegboard Test (PPBT)|Robotic kinematic evaluation (RKE)|Corticospinal excitability measures with transcranial magnetic stimulation (TMS)|Pinch strength testing","Marta Imamura|University of Sao Paulo","All","18 Years and older   (Adult, Older Adult)","Not Applicable","22","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","19109813.1.0000.0068","September 2013","February 2018","February 2018","October 5, 2016",,"June 7, 2018","Instituto de Medicina Fisica e Reabilitacao HCFMUSP, Sao Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT02924168"
1327,"NCT03193580","Accelerating Motor Learning in Pediatrics","AMPED","Completed","No Results Available","Healthy|Pediatrics","Device: Anodal Conventional tDCS|Device: Anodal High Definition tDCS|Device: Sham tDCS","Change in Left Hand Purdue Pegboard Test Score|Percent change in metabolic markers|Raw change in functional motor activations|Raw change in robotic sensorimotor measures|Raw change in vibro-tactile sensory measures|Raw change in size of transcranial magnetic stimulation (TMS) motor maps|Raw change in motor function tasks - Serial Reaction Time test|Raw change in motor function tasks - Jebsen-Taylor test|Raw change in motor function tasks - Purdue Pegboard test","University of Calgary","All","12 Years to 18 Years   (Child, Adult)","Not Applicable","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Other","REB16-2474","July 1, 2017","July 1, 2018","August 30, 2018","June 21, 2017",,"April 22, 2019","Alberta Children's Hospital, Calgary, Alberta, Canada|Alberta Childrens Hospital, Calgary, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT03193580"
1328,"NCT03436654","Multi-arm Multi-modality Therapy for Very High Risk Localized and Low Volume Metastatic Prostatic Adenocarcinoma",,"Recruiting","No Results Available","Prostate Cancer","Drug: Apalutamide|Drug: Abiraterone Acetate|Drug: Prednisone|Procedure: Radical Prostatectomy|Procedure: Extended Pelvic lymphadenectomy|Drug: GnRH agonist/antagonist","Pathologic complete response|Minimal residual disease (MRD)|PSA Response Rate|Time to PSA Progression","Memorial Sloan Kettering Cancer Center|Dana-Farber Cancer Institute","Male","18 Years and older   (Adult, Older Adult)","Phase 2","76","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-646|PCCTC #: c16-183","June 21, 2018","February 14, 2021","February 14, 2021","February 19, 2018",,"March 5, 2020","University of Chicago, Chicago, Illinois, United States|Northwestern University, Evanston, Illinois, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Memoral Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (Limited Protocol Activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Commack (Limited Protocol Activities), Commack, New York, United States|Memorial Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, United States|Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03436654"
1329,"NCT03911154","Evaluation of SmartSleep Technology for Improving the Efficiency and Restorative Quality of Sleep in Healthy Adults",,"Recruiting","No Results Available","Sleep","Device: Philips SmartSleep Technology","Number of lapses on the Brief Psychomotor Vigilance Test (PVT-B) following emergent awakening|Number of errors on the Digit-Symbol Substitution Test (DSST)","University of Pennsylvania|National Aeronautics and Space Administration (NASA)|Philips Healthcare|University of Wisconsin, Madison","All","30 Years to 55 Years   (Adult)","Not Applicable","12","Other|U.S. Fed|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","NNX16AO69A/T0408","April 29, 2019","December 2020","December 2020","April 10, 2019",,"June 12, 2020","University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03911154"
1330,"NCT03541928","Phase II High Risk Prostate Cancer Trial Using Gene & Androgen Deprivation Therapies, Radiotherapy, & Surgery",,"Recruiting","No Results Available","High-risk Prostate Cancer|Prostate Cancer","Drug: HSV-Tk|Drug: Valacyclovir|Drug: Bicalutamide|Drug: Leuprolide Acetate|Radiation: Brachytherapy, External beam radiotherapy|Procedure: Radical prostatectomy","Biochemical control rate|Overall survival rate|Pathologic complete response rate|Safety based on questionnaire and clinical adverse event monitoring","The Methodist Hospital System","Male","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00017515","August 2, 2018","July 2023","July 2023","May 31, 2018",,"October 25, 2018","Houston Methodist Hospital, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03541928"
1331,"NCT01705366","Clinical Outcomes of Knee Replacement",,"Terminated","No Results Available","Knee Arthroplasty","Procedure: Non-MAKO® Robot Assisted Total Knee Arthroplasty|Procedure: MAKO® Robot Assisted Medial Knee Arthroplasty|Procedure: MAKO® Robot Assisted Medial and PF Knee Arthroplasty|Device: RESTORIS Multicompartmental Knee System|Device: Depuy Knee Replacement System|Device: Stryker® Knee Replacement System","Survivorship of Components|American Knee Society Knee Score","Northwest Surgical Specialists, Vancouver|Stryker MAKO Surgical Corp","All","21 Years and older   (Adult, Older Adult)",,"316","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","MAKO-01|Borus 2015-005","October 2012","September 19, 2018","September 19, 2018","October 12, 2012",,"September 26, 2018","Rebound Orthopedics and Neurosurgery, Vancouver, Washington, United States",,"https://ClinicalTrials.gov/show/NCT01705366"
1332,"NCT03592173","Non-Invasive Stimulation for Improving Motor Function",,"Recruiting","No Results Available","Spinal Cord Injuries","Diagnostic Test: Paired TMS & Peripheral Nerve Stimulation","Change in H-Reflex Threshold|Lower Extremity Motor Score (LEMS)|Walking Index for Spinal Cord Injury (WISCI II)|10 Meter Walk Test|Spinal Cord Independence Measure, Version 3 (SCIM III)|Muscle Force|Anklebot","Kathleen Friel|Burke Medical Research Institute","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","BRC391","July 2013","September 2019","December 2019","July 19, 2018",,"July 10, 2019","Burke Medical Research Institute, White Plains, New York, United States",,"https://ClinicalTrials.gov/show/NCT03592173"
1333,"NCT01612351","Multimodality Risk Adapted Tx Including Induction Chemo for SCCHN Amenable to Transoral Surgery",,"Active, not recruiting","Has Results","Head and Neck Cancer|Squamous Cell Carcinoma of the Head and Neck","Drug: Carboplatin|Drug: Paclitaxel|Drug: Lapatinib|Drug: Cisplatin|Radiation: Ipsilateral Radiation|Radiation: Bilateral Radiation|Procedure: Transoral Surgery","Overall Response Rate|Feasibility of 3 Part Therapy|Number of Patients Who Decreased in Risk Level Post Induction Chemotherapy.|Overall Survival|Progression-Free Survival|Voice and Swallowing Function- MD Anderson Dysphagia Inventory (MDADI)|Voice and Swallowing Function - Voice-Related Quality of Life Assessment (VRQOL)|Estimate the Pathologic Complete Response Rate at the Primary Site and in the Neck Following Induction Chemotherapy|Response Rates at Both the Primary Site and in the Neck.|Number of Subjects Who Experience Grade 3/4 Adverse Events According to CTCAE 4.0|Describe the Kinome Response to Induction Chemotherapy (Lapatinib, Paclitaxel, and Carboplatin) in Patients Who Consent to This Optional Evaluation Via Co-enrollment in LCCC0121","UNC Lineberger Comprehensive Cancer Center|GlaxoSmithKline","All","18 Years and older   (Adult, Older Adult)","Phase 2","40","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","LCCC 1125","June 2012","November 2016","November 2031","June 5, 2012","October 13, 2017","July 1, 2020","The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT01612351"
1334,"NCT04103203","Fast Assay for Pathogen Identification - Quasi-Experimental Intervention Study","FAPIC-QE","Recruiting","No Results Available","Sepsis|Septic Shock|Bacteremia","Diagnostic Test: PathoRobot/ Patho-Doc Test result","Median time from specimen collection/arrival in the laboratory until antibiotic regimen change|Median time to appropriate, species-specific antibiotic therapy|In-hospital mortality|Time to organism identification|Time to effective therapy|Time to optimal therapy|30-day all cause mortality|Length-of-stay|Length of ICU stay|Destination at Discharge","Hasselt University|Jessa Hospital|School of Medicine, University of Zagreb|Molzym|AIT Austrian Institute of Technology GmbH|BEE Robotics|University of Warwick|Claude Bernard University|Axo Science","All","18 Years and older   (Adult, Older Adult)","Not Applicable","2000","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","19.51/Infect.19.02","July 1, 2019","April 30, 2020","April 30, 2020","September 25, 2019",,"September 25, 2019","Jessa Hospital, Hasselt, Limburg, Belgium",,"https://ClinicalTrials.gov/show/NCT04103203"
1335,"NCT04125095","Estimating Setup Uncertainty in Pediatric Proton Therapy Using Volumetric Images",,"Recruiting","No Results Available","Pediatric Cancer",,"Site-specific distributions of patient setup uncertainty.|Differences in setup errors calculated from orthogonal radiographs and cone beam computed tomography (CBCT)|Residual errors after image-guided setup corrections|Distributions of intra-fractional patient motion|Risk factors of large setup uncertainty and intra-fractional movement","St. Jude Children's Research Hospital","All","Child, Adult, Older Adult",,"1000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","SJPRONTON2","January 28, 2020","October 31, 2024","October 31, 2024","October 14, 2019",,"February 17, 2020","St. Jude Children's Research Hospital, Memphis, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT04125095"
1336,"NCT03841162","Fast Assay for Pathogen Identification and Characterization","FAPIC","Completed","No Results Available","Bacteremia|Sepsis|Septic Shock",,"Confirmed bacteremia based on positive blood cultures (SOFA score)|Confirmed bacteremia based on positive blood cultures (Serum Lactate)|Confirmed bacteremia based on positive blood cultures (Ferritin)|Test performance|Length of Stay (SOFA score)|Length of Stay (Serum Lactate)|Length of Stay (Ferritin)|30-day Mortality (Sofa score)|30-day Mortality (Serum Lactate)|30-day Mortality (Ferritin)","Hasselt University|Jessa Hospital|University of Zagreb|Molzym|AIT Austrian Institute of Technology GmbH|BEE Robotics|University of Warwick|Claude Bernard University|Axo Science","All","18 Years and older   (Adult, Older Adult)",,"1957","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","18.106/infect18.03","February 12, 2019","April 17, 2020","April 17, 2020","February 15, 2019",,"April 29, 2020","Jessa Hospital, Hasselt, Limburg, Belgium",,"https://ClinicalTrials.gov/show/NCT03841162"
