Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost,FY Total Cost  (Sub Projects)
Quantifying Multiscale Competitive Landscapes of Clonal Diversity in Glioblastoma,NCI,9767744,5U01CA220378-03,5,U01,CA,220378,3,,,6065421,"SWANSON, KRISTIN R ","HU, LELAND ;MITCHELL, JOSEPH ROSS;TRAN, NHAN L",MAYO CLINIC ARIZONA,,2019,651460,
INTELLIGENT MAMMOGRAPHY WORKSTATION,NCI,3493185,1R43CA058060-01,1,R43,CA,58060,1,,,3743035,"SWETT, HENRY A",Not Applicable,"DIAGNOSTIC INTELLIGENCE, INC.",,1992,50000,
EXPERT ADVISOR FOR SHOCK TREATMENT,CIT,3896404,1Z01CT000141-06,1,Z01,CT,141,6,,,3220198,"SYED, D ",Not Applicable,,,1989,,
EXPERT ADVISOR FOR SHOCK TREATMENT,CIT,3916970,1Z01CT000141-05,1,Z01,CT,141,5,,,3220198,"SYED, D ",Not Applicable,,,1988,,
EXPERT ADVISOR FOR SHOCK TREATMENT,CIT,3939808,1Z01CT000141-04,1,Z01,CT,141,4,,,3220198,"SYED, D ",Not Applicable,,,1987,,
EXPERT SYSTEMS IN MEDICINE,CIT,3963637,1Z01CT000141-02,1,Z01,CT,141,2,,,3220198,"SYED, D ",Not Applicable,,,1986,,
EXPERT SYSTEMS IN MEDICINE,CIT,4692551,1Z01CT000141-01,1,Z01,CT,141,1,,,3220198,"SYED, D ",Not Applicable,,,1985,,
EXPERT SYSTEM TECHNIQUES,CIT,3963645,1Z01CT000149-01,1,Z01,CT,149,1,,,3220199,"SYED, D ",Not Applicable,,,1986,,
ADVISOR FOR CAREGIVERS TO ALZHEIMER'S PATIENTS,NIA,3487954,1R43AG009712-01A1,1,R43,AG,9712,1,A1,,1875457,"SYED, DANIEL ",Not Applicable,ATLANTIC MICROSYSTEMS INC.,,1992,50000,
Computational Characterization of Environmental Enteropathy,NIDDK,9666310,1K23DK117061-01A1,1,K23,DK,117061,1,A1,,14874224,"SYED, SANA ",Not Applicable,UNIVERSITY OF VIRGINIA,,2019,194052,
A PROGRAM FOR THE MANAGEMENT OF HEART FAILURE,NHLBI,3344629,5R01HL033041-03,5,R01,HL,33041,3,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1986,349128,
A PROGRAM FOR THE MANAGEMENT OF HEART FAILURE,NHLBI,3344628,5R01HL033041-02,5,R01,HL,33041,2,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1985,291025,
ARTIFICIAL INTELLIGENCE CLINICAL DECISION MAKING,NLM,3373769,5R01LM004493-08,5,R01,LM,4493,8,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1992,462397,
AN ARTIFICIAL INTELLIGENCE CLINICAL DECISION MAKING,NLM,3373768,5R01LM004493-07,5,R01,LM,4493,7,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1991,456728,
ARTIFICIAL INTELLIGENCE AND CLINICAL DECISION MAKING,NLM,3373761,2R01LM004493-06,2,R01,LM,4493,6,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1990,460538,
ARTIFICIAL INTELLIGENCE AND CLINICAL DECISION MAKING,NLM,3373767,5R01LM004493-05,5,R01,LM,4493,5,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1989,1036028,
ARTIFICIAL INTELLIGENCE AND CLINICAL DECISION MAKING,NLM,3373766,5R01LM004493-04,5,R01,LM,4493,4,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1988,881993,
ARTIFICIAL INTELLIGENCE AND CLINICAL DECISION MAKING,NLM,3373765,5R01LM004493-03,5,R01,LM,4493,3,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1987,968409,
ARTIFICIAL INTELLIGENCE AND CLINICAL DECISION MAKING,NLM,3373764,5R01LM004493-02,5,R01,LM,4493,2,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1986,946186,
ARTIFICIAL INTELLIGENCE AND CLINICAL DECISION MAKING,NLM,3373760,1R01LM004493-01,1,R01,LM,4493,1,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1985,968692,
CLINICAL DECISION MAKING AND ARTIFICIAL INTELLIGENCE,NCRR,3450519,5R24RR001320-03,5,R24,RR,1320,3,,,1885612,"SZOLOVITS, PETER ",Not Applicable,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,1985,146019,
DaTscan-based Disease Progression Models for Early-stage Parkinson?s Disease,NINDS,9698441,5R01NS107328-02,5,R01,NS,107328,2,,,7649129,"TAGARE, HEMANT D",Not Applicable,YALE UNIVERSITY,,2019,353562,
NINR Intramural Research Training Programs,NINR,10018446,1ZIENR000016-13,1,ZIE,NR,16,13,,,15195562,"TAMEZ, PAMELA ",Not Applicable,NATIONAL INSTITUTE OF NURSING RESEARCH,,2019,360797,
Predictive Models for Small-Molecule Accumulation in Gram-Negative Bacteria,NIAID,9761970,5R01AI136795-02,5,R01,AI,136795,2,,,6577733,"TAN, DEREK S ","ZGURSKAYA, HELEN I.",SLOAN-KETTERING INST CAN RESEARCH,,2019,1212566,
Technology-supported; measurement-based supervision for Motivational Interviewing,NIDA,9741887,4R44DA046243-02,4,R44,DA,46243,2,,,15159719,"TANANA, MICHAEL J",Not Applicable,"LYSSN.IO, INC.",,2019,553403,
Dose Reduction in Pediatric/Adolescent Brain PET Imaging Through Artificial Neural Networks,NIBIB,9727470,1R03EB028070-01,1,R03,EB,28070,1,,,9781070,"TANG, JING ",Not Applicable,OAKLAND UNIVERSITY,,2019,228409,
NONPARAMETRIC ANALYSIS OF CENSORED DATA,NCI,2458033,5R01CA035464-14,5,R01,CA,35464,14,,,1884028,"TANNER, MARTIN A",Not Applicable,NORTHWESTERN UNIVERSITY,,1997,99777,
NONPARAMETRIC ANALYSIS OF CENSORED DATA,NCI,2088966,2R01CA035464-12,2,R01,CA,35464,12,,,1884028,"TANNER, MARTIN A",Not Applicable,NORTHWESTERN UNIVERSITY,,1995,92224,
ABCD-USA Consortium: Research Project,NIDA,9952669,3U01DA041089-05S1,3,U01,DA,41089,5,S1,,6093788,"TAPERT, SUSAN F ","FOXE, JOHN J;FREEDMAN, EDWARD G;PAULUS, MARTIN P.","UNIVERSITY OF CALIFORNIA, SAN DIEGO",,2019,119406,
ABCD-USA Consortium: Research Project,NIDA,9697399,5U01DA041089-05,5,U01,DA,41089,5,,,6093788,"TAPERT, SUSAN F ","FOXE, JOHN J;FREEDMAN, EDWARD G;PAULUS, MARTIN P.","UNIVERSITY OF CALIFORNIA, SAN DIEGO",,2019,4333000,
BioMediator: Biologic Data Integration& Analysis System,NHGRI,6946761,5R01HG002288-06,5,R01,HG,2288,6,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2005,336551,
BioMediator: Biologic Data Integration& Analysis System,NHGRI,6805962,5R01HG002288-05,5,R01,HG,2288,5,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2004,322326,
BioMediator: Biologic Data Integration & Analysis System,NHGRI,6681249,2R01HG002288-04,2,R01,HG,2288,4,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2003,220133,
GENESEEK: DATA INTEGRATION SYSTEM FOR GENETIC DATABASES,NHGRI,6526728,5R01HG002288-03,5,R01,HG,2288,3,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2002,372289,
GENESEEK: DATA INTEGRATION SYSTEM FOR GENETIC DATABASES,NHGRI,6388359,5R01HG002288-02,5,R01,HG,2288,2,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2001,362594,
GENESEEK: DATA INTEGRATION SYSTEM FOR GENETIC DATABASES,NHGRI,6031661,1R01HG002288-01,1,R01,HG,2288,1,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2000,354198,
Biomedical and Health Informatics Training Program,NLM,7470075,5T15LM007442-07,5,T15,LM,7442,7,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2008,1029969,
Biomedical and Health Informatics Training Program,NLM,7587202,3T15LM007442-06S1,3,T15,LM,7442,6,S1,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2008,242316,
Biomedical and Health Informatics Training Program,NLM,7214408,2T15LM007442-06,2,T15,LM,7442,6,,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2007,1028664,
Biomedical and Health Informatics Training Program,NLM,7337032,3T15LM007442-05S1,3,T15,LM,7442,5,S1,,2204099,"TARCZY-HORNOCH, PETER ",Not Applicable,UNIVERSITY OF WASHINGTON,,2007,109188,
NUTRIENT ESSENTIAL FATTY ACIDS & GASTRIC MUCOSAL INJURY,NIADDK,3152634,5R01AM032865-02,5,R01,AM,32865,2,,,1976875,"TARNAWSKI, ANDRZEJ S",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE,,1985,96281,
NUTRIENT ESSENTIAL FATTY ACIDS & GASTRIC MUCOSAL INJURY,NIDDK,3231226,5R01DK032865-03,5,R01,DK,32865,3,,,1976875,"TARNAWSKI, ANDRZEJ S",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE,,1986,99060,
NEUROPSYCHOLOGIC ASSESSMENT--CHRONIC DRUG ABUSE EFFECTS,NIDA,2119052,5R01DA006752-03,5,R01,DA,6752,3,,,1858503,"TARTER, RALPH E",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,1994,510590,
NEUROPSYCHOLOGIC ASSESSMENT-CHRONIC DRUG ABUSE EFFECTS,NIDA,3213456,5R01DA006752-02,5,R01,DA,6752,2,,,1858503,"TARTER, RALPH E",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,1993,464786,
NEUROPSYCHOLOGIC ASSESSMENT-CHRONIC DRUG ABUSE EFFECTS,NIDA,3213455,1R01DA006752-01A2,1,R01,DA,6752,1,A2,,1858503,"TARTER, RALPH E",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,1992,340714,
A scalable non-intrusive image annotation method using eye tracking for training deep learning models in radiology,NIBIB,9967745,1R21EB028367-01A1,1,R21,EB,28367,1,A1,,8286716,"TASDIZEN, TOLGA ",Not Applicable,UNIVERSITY OF UTAH,,2020,243364,
5/6 COMpAAAS U24: Resource in Informatics and Biostatistics (RIB),NIAAA,9768293,5U24AA022001-08,5,U24,AA,22001,8,,,12110321,"TATE, JANET  ","BRANDT, CYNTHIA A.",YALE UNIVERSITY,,2019,279784,
Biomedical Data Translator Technical Feasibility Assessment and Architecture Design,NCATS,9855180,3OT3TR002027-01S2,3,OT3,TR,2027,1,S2,,9643350,"TATONETTI, NICHOLAS P ","DUMONTIER, MICHEL ;WENG, CHUNHUA ",COLUMBIA UNIVERSITY HEALTH SCIENCES,,2019,702655,
GENOBASE--AN OBJECT ORIENTED GENOMIC DATABASE ACCESSIBLE THROUGH THE WWW/MOSAIC,CIT,5201618,1Z01CT000228-05,1,Z01,CT,228,5,,,3381123,"TAYLOR, R C",Not Applicable,,,1995,,
GENOBASE--AN OBJECT ORIENTED GENOMIC DATABASE ACCESSIBLE THROUGH THE WWW/MOSAIC,CIT,3752810,1Z01CT000228-04,1,Z01,CT,228,4,,,3381123,"TAYLOR, R C",Not Applicable,,,1994,,
Studying pseudogout using naturallanguage processing and novelimaging approaches,NIAMS,9717330,1K23AR075070-01,1,K23,AR,75070,1,,,12301496,"TEDESCHI, SARA K.",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL,,2019,176541,
PRECISION IN PATIENT SET-UP AND TARGET LOCALIZATION,NCI,6102923,5P01CA059827-05,5,P01,CA,59827,5,,3,6215354,"TEN HAKEN, RANDALL K",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR,,1997,,
PRECISION IN PATIENT SET-UP AND TARGET LOCALIZATION,NCI,5209297,5P01CA059827-04,5,P01,CA,59827,4,,3,3383105,"TEN HAKEN, RANDALL K",Not Applicable,,,1996,,
Cardiovasology,NHLBI,9852779,2T32HL007111-41,2,T32,HL,7111,41,,,6195276,"TERZIC, ANDRE ",Not Applicable,MAYO CLINIC ROCHESTER,,2020,434199,
NUMERICAL SOLUTION OF RENAL TRANSPORT EQUATIONS,NIDDK,2137100,5R01DK017593-17,5,R01,DK,17593,17,,,1864766,"TEWARSON, REGINALD P",Not Applicable,STATE UNIVERSITY NEW YORK STONY BROOK,,1995,102598,
NUMERICAL SOLUTION OF RENAL TRANSPORT EQUATIONS,NIDDK,2137099,2R01DK017593-16A1,2,R01,DK,17593,16,A1,,1864766,"TEWARSON, REGINALD P",Not Applicable,STATE UNIVERSITY NEW YORK STONY BROOK,,1994,99101,
Data-driven subtyping to find patients with drug interactions leading to stroke,NHLBI,9772123,5F30HL140946-02,5,F30,HL,140946,2,,,14135538,"THANGARAJ, PHYLLIS MARY",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES,,2019,50016,
I-Corps Program Application for Market Assessment of Non-invasive Imaging Device to Improve Outcomes of Amputations Surgery in Critical Limb Ischemia.,NHLBI,9827388,3R43HL142428-01A1S1,3,R43,HL,142428,1,A1S1,,11787957,"THATCHER, JEFFREY E.",Not Applicable,"SPECTRAL MD, INC.",,2019,54976,
STRUCTURAL PATTERN ANALYSIS OF HUMAN G-BANDED CHROMOSOME,NIGMS,3296835,5R01GM039708-03,5,R01,GM,39708,3,,,1986508,"THOMASON, MICHAEL G",Not Applicable,UNIVERSITY OF TENNESSEE KNOXVILLE,,1990,57516,
STRUCTURAL PATTERN ANALYSIS OF HUMAN G-BANDED CHROMOSOME,NIGMS,3296832,2R01GM039708-02,2,R01,GM,39708,2,,,1986508,"THOMASON, MICHAEL G",Not Applicable,UNIVERSITY OF TENNESSEE KNOXVILLE,,1989,56178,
STRUCTURAL PATTERN ANALYSIS OF HUMAN G-BANDED CHROMOSOME,NIGMS,3296831,1R01GM039708-01,1,R01,GM,39708,1,,,1986508,"THOMASON, MICHAEL G",Not Applicable,UNIVERSITY OF TENNESSEE KNOXVILLE,,1988,34793,
Augmented Reality Platform for Feedback and Assessment in STEM elementary education,NIGMS,9847434,1R43GM134813-01,1,R43,GM,134813,1,,,15758987,"THOMPSON, AMANDA MARIE ","CARDELLA, MONICA ","EXPLORE INTERACTIVE, LLC",,2019,295622,
Deep learning to quantify glaucomatous damage on fundus photographs for teleophthalmology,NEI,9868507,1K23EY030897-01,1,K23,EY,30897,1,,,15839949,"THOMPSON, ATALIE C",Not Applicable,DUKE UNIVERSITY,,2020,195131,
TR&D2: Diffusion MRI and Connectomics,NIBIB,9700673,5P41EB015922-22,5,P41,EB,15922,22,,5229,6111760,"THOMPSON, PAUL M",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,2019,,278914
NEW TECHNIQUES FOR MAP/SEQUENCE PATTERN RECOGNITION,NHGRI,2209126,1R43HG000892-01,1,R43,HG,892,1,,,1929657,"THOMPSON, TERENCE R",Not Applicable,"METRON, INC.",,1993,49959,
Object Concepts,NEI,8894845,3R01EY021717-04S1,3,R01,EY,21717,4,S1,,1910031,"THOMPSONSCHILL, SHARON L",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2014,70173,
Object Concepts,NEI,8723219,5R01EY021717-04,5,R01,EY,21717,4,,,1910031,"THOMPSONSCHILL, SHARON L",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2014,386042,
Object Concepts,NEI,8537463,5R01EY021717-03,5,R01,EY,21717,3,,,1910031,"THOMPSONSCHILL, SHARON L",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2013,374225,
Object Concepts,NEI,8312494,5R01EY021717-02,5,R01,EY,21717,2,,,1910031,"THOMPSONSCHILL, SHARON L",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2012,393921,
Object Concepts,NEI,8130384,1R01EY021717-01,1,R01,EY,21717,1,,,1910031,"THOMPSONSCHILL, SHARON L",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2011,393921,
MODELS IN POPULATION GENETICS,NIGMS,6180774,5R01GM056688-22,5,R01,GM,56688,22,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,2000,283617,
MODELS IN POPULATION GENETICS,NIGMS,2900912,5R01GM056688-21,5,R01,GM,56688,21,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1999,207192,
MODELS IN POPULATION GENETICS,NIGMS,2685132,5R01GM056688-20,5,R01,GM,56688,20,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1998,172242,
MODELS IN POPULATION GENETICS,NIGMS,2441883,9R01GM056688-19,9,R01,GM,56688,19,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1997,185122,
MODELS IN POPULATION GENETICS,NICHD,2196932,5R01HD012731-17,5,R01,HD,12731,17,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1995,203332,
MODELS IN POPULATION GENETICS,NICHD,2196931,5R01HD012731-16,5,R01,HD,12731,16,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1994,170968,
MODELS IN POPULATION GENETICS,NICHD,3311999,5R01HD012731-15,5,R01,HD,12731,15,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1993,154095,
MODELS IN POPULATION GENETICS,NICHD,3311992,2R01HD012731-14,2,R01,HD,12731,14,,,1889184,"THOMSON, GLENYS J",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,1992,148906,
VIRUS STRUCTURE DETERMINATION SOFTWARE,NIGMS,6490198,5R44GM058327-04,5,R44,GM,58327,4,,,7891765,"THUMAN-COMMIKE, PAMELA A",Not Applicable,QED LABS,,2002,331492,
VIRUS STRUCTURE DETERMINATION SOFTWARE,NIGMS,6343026,5R44GM058327-03,5,R44,GM,58327,3,,,7891765,"THUMAN-COMMIKE, PAMELA A",Not Applicable,QED LABS,,2001,376147,
VIRUS STRUCTURE DETERMINATION SOFTWARE,NIGMS,6071498,2R44GM058327-02,2,R44,GM,58327,2,,,7891765,"THUMAN-COMMIKE, PAMELA A",Not Applicable,QED LABS,,2000,364001,
VIRUS STRUCTURE DETERMINATION SOFTWARE,NIGMS,2713852,1R43GM058327-01,1,R43,GM,58327,1,,,7891765,"THUMAN-COMMIKE, PAMELA A",Not Applicable,QED LABS,,1998,99350,
TRANSLATION OF AUTOMATED SEUENCER DATA TO DNA SEQUENCES,NHGRI,2208900,2R01HG000562-04,2,R01,HG,562,4,,,8499858,"TIBBETTS, CLARK ",Not Applicable,VANDERBILT UNIVERSITY,,1995,267443,
TRANSLATION OF AUTOMATED SEQUENCER DATA TO DNA SEQUENCES,NHGRI,2208899,5R01HG000562-03,5,R01,HG,562,3,,,8499858,"TIBBETTS, CLARK ",Not Applicable,VANDERBILT UNIVERSITY,,1994,239565,
TRANSLATION OF AUTOMATED SEQUENCER DATA TO DNA SEQUENCES,NHGRI,3333740,5R01HG000562-02,5,R01,HG,562,2,,,8499858,"TIBBETTS, CLARK ",Not Applicable,VANDERBILT UNIVERSITY,,1993,257476,
TRANSLATION OF AUTOMATED SEQUENCER DATA TO DNA SEQUENCES,NHGRI,3333739,1R01HG000562-01,1,R01,HG,562,1,,,8499858,"TIBBETTS, CLARK ",Not Applicable,VANDERBILT UNIVERSITY,,1992,272116,
DEVELOPMENTAL RESEARCH PROGRAM,NCI,8104131,5P50CA121974-05,5,P50,CA,121974,5,,5,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2010,,261930
CAREER DEVELOPMENT PROGRAM,NCI,8104132,5P50CA121974-05,5,P50,CA,121974,5,,6,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2010,,119235
DEVELOPMENTAL RESEARCH PROGRAM,NCI,7901167,5P50CA121974-04,5,P50,CA,121974,4,,5,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2009,,261930
CAREER DEVELOPMENT PROGRAM,NCI,7901168,5P50CA121974-04,5,P50,CA,121974,4,,6,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2009,,119235
DEVELOPMENTAL RESEARCH PROGRAM,NCI,7664624,5P50CA121974-03,5,P50,CA,121974,3,,5,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2008,,261930
CAREER DEVELOPMENT PROGRAM,NCI,7664625,5P50CA121974-03,5,P50,CA,121974,3,,6,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2008,,119235
DEVELOPMENTAL RESEARCH PROGRAM,NCI,7550631,5P50CA121974-02,5,P50,CA,121974,2,,5,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2007,,261930
CAREER DEVELOPMENT PROGRAM,NCI,7550632,5P50CA121974-02,5,P50,CA,121974,2,,6,1969493,"TIGELAAR, ROBERT E.",Not Applicable,YALE UNIVERSITY,,2007,,119231
Finding Good TEMporal PostOperative pain Signatures (TEMPOS),NIGMS,9731523,5R01GM114290-05,5,R01,GM,114290,5,,,10320498,"TIGHE, PATRICK J",Not Applicable,UNIVERSITY OF FLORIDA,,2019,490997,
MEDIC ONE STROKE SCALE,NINDS,6655050,5K23NS002119-05,5,K23,NS,2119,5,,,1890343,"TIRSCHWELL, DAVID L",Not Applicable,UNIVERSITY OF WASHINGTON,,2003,125010,
MEDIC ONE STROKE SCALE,NINDS,6529070,5K23NS002119-04,5,K23,NS,2119,4,,,1890343,"TIRSCHWELL, DAVID L",Not Applicable,UNIVERSITY OF WASHINGTON,,2002,125010,
MEDIC ONE STROKE SCALE,NINDS,6393170,5K23NS002119-03,5,K23,NS,2119,3,,,1890343,"TIRSCHWELL, DAVID L",Not Applicable,UNIVERSITY OF WASHINGTON,,2001,125010,
MEDIC ONE STROKE SCALE,NINDS,6186990,5K23NS002119-02,5,K23,NS,2119,2,,,1890343,"TIRSCHWELL, DAVID L",Not Applicable,UNIVERSITY OF WASHINGTON,,2000,125010,
MEDIC ONE STROKE SCALE,NINDS,2898717,1K23NS002119-01,1,K23,NS,2119,1,,,1890343,"TIRSCHWELL, DAVID L",Not Applicable,UNIVERSITY OF WASHINGTON,,1999,125010,
Dynamic prediction of heart failure using real-time functional status and EHR data in the ambulatory setting,NHLBI,9625645,5K23HL135274-02,5,K23,HL,135274,2,,,9419238,"TISON, GEOFFREY H",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2019,203257,
SIMULATION OF VOICE QUALITIES IN SPEECH,NIDCD,6030194,5R01DC002532-05,5,R01,DC,2532,5,,,1877393,"TITZE, INGO R",Not Applicable,DENVER CENTER FOR THE PERFORMING ARTS,,1999,238912,
SIMULATION OF VOICE QUALITIES IN SPEECH,NIDCD,2733685,5R01DC002532-04,5,R01,DC,2532,4,,,1877393,"TITZE, INGO R",Not Applicable,DENVER CENTER FOR THE PERFORMING ARTS,,1998,229724,
SIMULATION OF VOICE QUALITIES IN SPEECH,NIDCD,2443629,5R01DC002532-03,5,R01,DC,2532,3,,,1877393,"TITZE, INGO R",Not Applicable,DENVER CENTER FOR THE PERFORMING ARTS,,1997,220888,
NEURAL NETWORKS FOR PATTERN RECOGNITION AND PREDICTION IN VACCINE ADVERSE EFFECT,FDA,5200883,1Z01BS001001-01,1,Z01,FD,1001,1,,,3937314,"TIWARI, J ",Not Applicable,,,1995,,
GVHD quantitative assessment in skin of Veterans post-HCT,VA,9664360,1IK2CX001785-01A1,1,IK2,VA,1785,1,A1,,9357041,"TKACZYK, ERIC R",Not Applicable,VETERANS HEALTH ADMINISTRATION,,2019,,
Acquisition of a next-generation computing cluster,OD,9707936,1S10OD025200-01A1,1,S10,OD,25200,1,A1,,9216710,"TOBIAS, MALCOLM ",Not Applicable,WASHINGTON UNIVERSITY,,2019,597200,
CORE RESEARCH--IMAGE ORIENTATION; REGISTRATION; AND DISTORTION CORRECTION,NCRR,3887751,5P41RR001380-09,5,P41,RR,1380,9,,9002,3193612,"TOGA, ARTHUR N",Not Applicable,WASHINGTON UNIVERSITY,,1990,,
CORE RESEARCH--IMAGE ORIENTATION; REGISTRATION; AND DISTORTION CORRECTION,NCRR,4704656,2P41RR001380-04A1,2,P41,RR,1380,4,A1,9002,3193612,"TOGA, ARTHUR N",Not Applicable,WASHINGTON UNIVERSITY,,1985,,
TR&D1: Data Science,NIBIB,9700672,5P41EB015922-22,5,P41,EB,15922,22,,5228,6855806,"TOGA, ARTHUR W",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,2019,,259186
Collaborative Brain Mapping: Tools for Sharing,NIMH,7109207,5R01MH071940-03,5,R01,MH,71940,3,,,6855806,"TOGA, ARTHUR W",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2006,649537,
Collaborative Brain Mapping: Tools for Sharing,NIMH,6953037,5R01MH071940-02,5,R01,MH,71940,2,,,6855806,"TOGA, ARTHUR W",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2005,647432,
Collaborative Brain Mapping: Tools for Sharing,NIMH,6802141,1R01MH071940-01,1,R01,MH,71940,1,,,6855806,"TOGA, ARTHUR W",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2004,668796,
The Epilepsy Bioinformatics Study for Antiepileptogenic Therapy (EpiBioS4Rx) Informatics and Analytics Core,NINDS,9650652,5U54NS100064-03,5,U54,NS,100064,3,,6363,6855806,"TOGA, ARTHUR W",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,2019,,1003346
Deciphering the building blocks of hippocampal circuits,NIMH,9726060,5R01MH109556-03,5,R01,MH,109556,3,,,8875804,"TOLIAS, ANDREAS  ","SANDBERG, RICKARD ;TOLIAS, KIMBERLY ",BAYLOR COLLEGE OF MEDICINE,,2019,661523,
MODEL BASED INTERPRETATION OF INTRACARDIAC ELECTROGRAMS,NLM,6126011,5R29LM006004-06,5,R29,LM,6004,6,,,1896875,"TONG, DAVID A.",Not Applicable,SOUTHWEST RESEARCH INSTITUTE,,2000,149839,
MODEL BASED INTERPRETATION OF INTRACARDIAC ELECTROGRAMS,NLM,2899560,5R29LM006004-05,5,R29,LM,6004,5,,,1896875,"TONG, DAVID A.",Not Applicable,SOUTHWEST RESEARCH INSTITUTE,,1999,148802,
MODEL BASED INTERPRETATION OF INTRACARDIAC ELECTROGRAMS,NLM,2032386,7R29LM006004-02,7,R29,LM,6004,2,,,1896875,"TONG, DAVID A.",Not Applicable,UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,,1997,83300,
