OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
BJA-2016-9201,Harold Rogers Prescription Drug Monitoring Program,USDOJ-OJP-BJA,Bureau of Justice Assistance,7000000,5,"For technical assistance with submitting an application, contact the Grants.gov Customer Support Hotline at 800-518-4726 or 606-545-5035, or via email to support@grants.gov. The Grants.gov Support Hotline hours of operation are 24 hours a day, 7 days a week, except federal holidays. 
support@grants.gov
",,support@grants.gov,,,03/10/2016,04/26/2016,03/10/2016 11:57:10,Synopsis 2
RFA-OAA-16-000007,FY 2016 Conflict Mitigation and Reconciliation Programs and Activities (Global Reconciliation Fund),USAID,Agency for International Development,16000000,,"Ms. Leigh Carlson, Acquisition and Assistance Specialist
",,FY16CMMP2P@usaid.gov,,,03/07/2016,04/25/2016,03/31/2016 14:13:31,Synopsis 3
DARPA-BAA-15-27,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,BAA Coordinator,,DARPA-BAA-15-27@darpa.mil,,,04/27/2015,04/27/2016,04/27/2015 12:14:27,Synopsis 2
DARPA-BAA-15-47,"Integrity and Reliability of Integrated CircuitS (IRIS), Phase III",DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Mr. Kerry Bernstein
Program Manager",,DARPA-BAA-15-47@darpa.mil,,,07/17/2015,09/04/2015,07/17/2015 14:58:17,Synopsis 1
DARPA-BAA-14-09,Systems-Based Neurotechnology for Emerging Therapies (SUBNETS),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,Dr. Justin Sanchez,,DARPA-BAA-14-09@darpa.mil,,,10/24/2013,04/22/2014,12/20/2013 8:05:20,Synopsis 3
DARPA-BAA-14-25,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,"D. Peter Donaghue
Contracting Officer
",,DARPA-BAA-14-25@darpa.mil,,,04/25/2014,04/24/2015,09/19/2014 9:41:19,Synopsis 2
DARPA-BAA-14-46,DSO Office-Wide,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,DARPA-BAA-14-46@darpa.mil,,,06/16/2014,07/01/2015,06/16/2015 8:49:16,Synopsis 2
DHS-12-GPD-075-000-01,Fiscal Year (FY) 2012 Intercity Passenger Rail (IPR) - Amtrak,DHS-DHS,Department of Homeland Security - FEMA,10000000,1,GMD-Systems-Branch@fema.gov,,GMD-Systems-Branch@fema.gov,,,02/17/2012,05/04/2012,02/22/2012 16:41:22,Synopsis 4
DHS-08-ST-061-002,"Center of Excellence for Command, Control and Interoperability",DHS-OPO,Office of Procurement Operations - Grants Division,3000000,1,"Diane Osterhus
Grants Officer
Phone 202-447-5589",,diane.osterhus@dhs.gov,,,04/29/2008,06/15/2008,05/30/2008 14:22:30,Synopsis 2
DARPA-BAA-11-40,Broad Operational Language Translation (BOLT),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Dr. Joseph Olive
Program Manager / I20",,DARPA-BAA-11-40@darpa.mil,,,04/04/2011,08/02/2011,05/10/2011 16:24:10,Synopsis 2
DARPA-BAA-11-31,Microscale Plasma Devices (MPD),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Dan Purdy
Program Manager",,DARPA-BAA-11-31@darpa.mil,,,03/24/2011,06/07/2011,03/24/2011 16:22:24,Synopsis 1
DARPA-BAA-11-63,Automated Program Analysis for Cybersecurity (APAC),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,Timothy Fraser,,DARPA-BAA-11-63@DARPA.MIL,,,07/22/2011,09/14/2011,09/09/2011 15:35:09,Synopsis 2
DARPA-BAA-14-12,Manufacturing Experimentation and Outreach Two (MENTOR2),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,DARPA-BAA-Coordinator,,DARPA-BAA-14-12@darpa.mil,,,12/05/2013,01/21/2014,01/15/2014 14:37:15,Synopsis 2
DARPA-BAA-14-13,Folded Non-Natural Polymers with Biological Function (Fold F(x)),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA COORDINATOR,,DARPA-BAA-14-13@darpa.mil,,,01/07/2014,04/03/2014,02/03/2014 11:49:03,Synopsis 3
DARPA-BAA-15-55,Circuit Realization At Faster Timescales (CRAFT),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Linton Salmon
Program Manager",,DARPA-BAA-15-55@darpa.mil,,,08/17/2015,10/05/2015,08/17/2015 9:30:17,Synopsis 1
DARPA-BAA-16-43,Data-Driven Discovery of Models (D3M),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"D3M Coordinator
",,D3M@darpa.mil,,,06/15/2016,08/12/2016,06/15/2016 11:06:15,Synopsis 1
N00014-16-R-FO12,NATIONAL SECURITY SCIENCE AND ENGINEERING FACULTY FELLOWSHIP,DOD-ONR,Office of Naval Research,,,"Ernest Marshall 

Phone 7036966847",,ernest.marshall@navy.mil,,,06/17/2016,01/09/2017,06/17/2016 14:12:17,Synopsis 1
DE-FOA-0001624,Measurement Innovations for Magnetic Fusion Systems,PAMS-SC,Office of Science,4000000,5,"Dr. Y. C. Francis Thio
Program Manager
Phone 301-903-4678",,Francis.Thio@science.doe.gov,,,07/27/2016,10/20/2016,08/19/2016 14:34:19,Synopsis 4
HR001117S0007,A MEchanically Based Antenna (AMEBA),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Troy Olsson
Program Manager",,HR001117S0007@darpa.mil,,,12/15/2016,03/22/2017,12/15/2016 15:44:15,Synopsis 1
INLEA-INLTC-16-003,Combating Wildlife Trafficking in Namibia,DOS-INL,Bureau of International Narcotics-Law Enforcement,1800000,5,"Please contact the GrantSolutions Help Desk at (866)577-0771 or by email at help@grantsolutions.govGrants.gov 
OR
Contact Center
Phone Number: 1-800-518-4726
support@grants.gov
",,support@grants.gov,,,06/02/2016,08/01/2016,06/02/2016 9:17:02,Synopsis 1
INLEA-INLTC-16-002,Combating Wildlife Trafficking in South Africa,DOS-INL,Bureau of International Narcotics-Law Enforcement,1350000,4,"Please contact the GrantSolutions Help Desk at (866)577-0771 or by email at help@grantsolutions.gov OR 

Grants.gov Contact Center
Phone Number: 1-800-518-4726
support@grants.gov
",,support@grants.gov,,,06/02/2016,08/01/2016,06/02/2016 9:17:02,Synopsis 1
2017-NIST-TIG-01,Assessment of Trusted Identities in Cyberspace State Pilot Awards,DOC-NIST,National Institute of Standards and Technology,,1,"Christopher Hunton
Management and Program Analyst
Phone 301-975-5718",,grants@nist.gov,,,03/10/2017,05/09/2017,03/10/2017 11:58:10,Synopsis 1
HR001117S0026,Active Interpretation of Disparate Alternatives (AIDA),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Boyan Onyshkevych, Program Manager",,AIDA@darpa.mil,,,04/03/2017,06/06/2017,04/03/2017 15:41:03,Synopsis 1
INL-17GR0017-EAINDONESIA-04-27-2017,Indonesia Countering Wildlife Trafficking Grant,DOS-INL,Bureau of International Narcotics-Law Enforcement,833924,2,"Lourdes Stein
Program Analyst
Phone 202 776 8774",,steinlf@state.gov,,,04/27/2017,06/25/2017,04/27/2017 10:39:27,Synopsis 1
P17AS00427,"Recreational Trail Use Visitor Survey, Santa Monica Mountains National Recreation Area",DOI-NPS,National Park Service,80000,1,"Financial Assistance Officer William Nash 415 623-2262
William_Nash@nps.gov
",,William_Nash@nps.gov,,,06/22/2017,07/24/2017,06/22/2017 15:32:22,Synopsis 1
P17AS00370,The Tlingit People and Their Role in the History of Sitka,DOI-NPS,National Park Service,150000,1," Erica Cordeiro 907-644-3315
Erica_Cordeiro@nps.gov
",,Erica_Cordeiro@nps.gov,,,06/14/2017,08/21/2017,06/14/2017 19:11:14,Synopsis 1
P18AS00037,Characterizing the Marine Invertebrate Paleontology of Shellabarger Pass to explain the Geological Evolution of Denali National Park and Preserve,DOI-NPS,National Park Service,25000,1,"Grants Management Specialist Erica Cordeiro 907-644-3315
Erica_Cordeiro@nps.gov
",,Erica_Cordeiro@nps.gov,,,12/21/2017,02/19/2018,12/21/2017 17:55:21,Synopsis 2
INL18CA0002-AMECAR-LAWENFORCEMENT-121517,Professionalizing Law Enforcement in the Central African Republic,DOS-INL,Bureau of International Narcotics-Law Enforcement,,,"Cheryl Price
Grants Officer
Phone 202-736-9149",,PriceCH@state.gov,,,12/15/2017,02/15/2018,12/15/2017 14:26:15,Synopsis 1
DE-FOA-0001841,Minority Serving Institutions Partnership Program,DOE-NNSA,NNSA,21000000,7,"Patricia M. Parrish
Grants Management Specialist ",,Patricia.Parrish@nnsa.doe.gov,,,02/06/2018,03/19/2018,02/06/2018 18:04:06,Synopsis 2
CDC-RFA-CK18-1801,Pan American Health Organization (PAHO) Building Capacity and Networks to Address Emerging Infectious Diseases in the Americas,HHS-CDC-NCEZID,Centers for Disease Control - NCEZID,20000000,1,"For all other submission questions, contact: 
Technical Information Management Section 
Department of Health and Human Services 
CDC Office of Financial Resources
Office of Grants Services
2920 Brandywine Road, MS E-14 
Atlanta, GA 30341 
Telephone: 770-488-2700 
E-mail: ogstims@cdc.gov  ",,ogstims@cdc.gov,,,03/09/2018,05/09/2018,03/09/2018 4:39:09,Synopsis 2
P18AS00075,"Baseline Archeological Inventory of Kontrashibuna and Upper Tazimina Lakes Area, Lake Clark National Park & Preserve",DOI-NPS,National Park Service,95000,1,"Grants Management Officer Erica Cordeiro 907-644-3315
Erica_Cordeiro@nps.gov
",,Erica_Cordeiro@nps.gov,,,03/27/2018,05/28/2018,03/27/2018 18:45:27,Synopsis 1
NIJ-2018-14065,NIJ FY18 Research and Evaluation on Decision-making,USDOJ-OJP-NIJ,National Institute of Justice,2000000,4,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov
",,grants@ncjrs.gov,,,03/08/2018,05/07/2018,04/03/2018 12:31:03,Synopsis 3
DE-FOA-0001896,"RESEARCH, DEVELOPMENT AND TRAINING IN ISOTOPE PRODUCTION",PAMS-SC,Office of Science,6000000,30,"Dr. Ethan R. Balkin
301-903-1861
Ethan.Balkin@science.doe.gov
",,Ethan.Balkin@science.doe.gov,,,04/02/2018,06/15/2018,04/02/2018 13:24:02,Synopsis 1
NIJ-2018-13941,NIJ FY18 Research and Evaluation on Gangs and Gang Violence,USDOJ-OJP-NIJ,National Institute of Justice,1000000,2,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov
",,grants@ncjrs.gov,,,02/23/2018,04/24/2018,04/12/2018 15:47:12,Synopsis 7
P18AS00182,Natural Resource Stewardship Communication,DOI-NPS,National Park Service,200000,1,"Steve Livingston
Contract Specialist
Phone 303-969-2690",,steve_livingston@nps.gov,,,04/25/2018,05/25/2018,05/17/2018 11:42:17,Synopsis 2
DE-FOA-0001904,RESEARCH AT THE FRONTIERS OF X-RAY FREE ELECTRON LASER ULTRAFAST CHEMICAL AND MATERIALS SCIENCES,PAMS-SC,Office of Science,20000000,15,"Jeffrey Krause
Program Manager
Phone 301-903-5827",,jeff.krause@science.doe.gov,,,04/02/2018,05/23/2018,05/22/2018 15:10:22,Synopsis 2
P18AS00174,Future Park Leaders of Emerging Change Internship Program,DOI-NPS,National Park Service,379000,1,"Steve Livingston
Contract Specialist
",,steve_livingston@nps.gov,,,04/20/2018,06/22/2018,05/29/2018 10:25:29,Synopsis 2
P18AS00217,Cultural Resources Management Services,DOI-NPS,National Park Service,250000,25,"Steve Livingston
Contract Specialist
Phone 303-969-2690",,steve_livingston@nps.gov,,,05/14/2018,07/13/2018,05/14/2018 11:20:14,Synopsis 1
HR001118S0053,Atomic-Photonic Integration,DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"BAA Coordinator
HR001118S0053@darpa.mil
",,HR001118S0053@darpa.mil,,,07/25/2018,12/24/2018,07/25/2018 11:10:25,Synopsis 1
HHS-2019-ACL-NIDILRR-BISA-0316,Small Business Innovation Research Program (SBIR) Phase I,HHS-ACL,Administration for Community Living,1000000,10,"Patricia Barrett
Patricia.Barrett@acl.hhs.gov",,Patricia.Barrett@acl.hhs.gov,,,11/16/2018,01/14/2019,11/16/2018 12:15:16,Synopsis 1
RFA-GH-19-003,Advancing Infectious Disease Detection and Response in Senegal,HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,5000000,1,"Centers for Disease Control and Prevention (CDC)
Office of Grant Services (OGS)
Technical Information Management Section (TIMS)
Phone: 770-488-2700",,ogstims@cdc.gov,,,01/04/2019,03/04/2019,01/04/2019 7:20:04,Synopsis 1
DE-FOA-0002013,Minority Serving Institutions Partnership Program,DOE-NNSA,NNSA,11832000,4,"Grants Management Specialist Patricia M. Parrish 505-845-4057
Patricia.Parrish@nnsa.doe.gov",,Patricia.Parrish@nnsa.doe.gov,,,12/17/2018,02/15/2019,01/24/2019 9:39:24,Synopsis 2
P19AS00020,American Battlefield Protection Program,DOI-NPS,National Park Service,1200000,20,"ABPP Staff 202-354-2037
abpp@nps.gov",,abpp@nps.gov,,,02/06/2019,04/08/2019,02/06/2019 14:50:06,Synopsis 4
HHS-2019-ACL-NIDILRR-RTCP-0333,Rehabilitation Research and Training Center (RRTC) on Community Living and Participation For Youth And Young Adults with Serious Mental Health Conditions,HHS-ACL,Administration for Community Living,875000,1,"Patricia Barrett
Patricia.Barrett@acl.hhs.gov",,Patricia.Barrett@acl.hhs.gov,,,02/14/2019,04/15/2019,02/19/2019 16:13:19,Synopsis 2
NIJ-2019-15270,"Research and Evaluation on Gangs and Gang Violence, FY 2019",USDOJ-OJP-NIJ,National Institute of Justice,3000000,3,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov",,grants@ncjrs.gov,,,02/13/2019,04/29/2019,02/25/2019 12:46:25,Synopsis 4
NIJ-2019-15403,"Evaluation of Project Safe Neighborhoods, FY 2019",USDOJ-OJP-NIJ,National Institute of Justice,3000000,1,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov",,grants@ncjrs.gov,,,02/13/2019,05/01/2019,02/25/2019 14:52:25,Synopsis 2
NIJ-2019-15288,"Investigator-Initiated Research and Evaluation on Firearm Violence, FY 2019",USDOJ-OJP-NIJ,National Institute of Justice,2000000,4,"For assistance with any other requirements of this solicitation, contact the National Criminal Justice Reference Service (NCJRS) Response Center: toll-free at 1-800-851-3420; via TTY at 301-240-6310 (hearing impaired only); email grants@ncjrs.gov; fax to 301-240-5830; or web chat at https://webcontact.ncjrs.gov/ncjchat/chat.jsp. The NCJRS Response Center hours of operation are 10:00 a.m. to 6:00 p.m. eastern time, Monday through Friday, and 10:00 a.m. to 8:00 p.m. eastern time on the solicitation close date. General information on applying for NIJ awards can be found at www.nij.gov/funding/Pages/welcome.aspx. Answers to frequently asked questions that may assist applicants are posted at www.nij.gov/funding/Pages/faqs.aspx.
grants@ncjrs.gov",,grants@ncjrs.gov,,,02/26/2019,04/29/2019,02/26/2019 8:06:26,Synopsis 1
P19AS00057,Southwest Border Resource Protection Program,DOI-NPS,National Park Service,275000,7,"Todd Wilson 
Todd_Wilson@nps.gov",,Todd_Wilson@nps.gov,,,03/13/2019,04/15/2019,03/13/2019 17:47:13,Synopsis 1
P19AS00064,Experienced Services Program,DOI-NPS,National Park Service,3000000,2,"JOHN BECHTOLD 
John_Bechtold@nps.gov",,John_Bechtold@nps.gov,,,03/19/2019,05/24/2019,04/16/2019 8:43:16,Synopsis 1
FA8650-19-S-2003,Research for Integrated Vehicle Aerodynamic Technologies (RIVAT),DOD-AFRL,Air Force -- Research Lab,4900000,10,"Katherine A. Lewis
Contracting Officer
Phone 937-713-9941",,katherine.lewis.6@us.af.mil,,,05/07/2019,05/09/2023,05/07/2019 15:24:07,Synopsis 1
SFOP0005771,Case-Based Training on Intel-Led Money Laundering Investigations,DOS-INL,Bureau of International Narcotics-Law Enforcement,,1,Gonzalezkn@state.gov,,,,,06/04/2019,08/05/2019,08/01/2019 11:30:01,Synopsis 1
P20AS00016,Southwest Border Resource Protection Program,DOI-NPS,National Park Service,275000,8,"Todd Wilson 
Todd_Wilson@nps.gov",,Todd_Wilson@nps.gov,,,12/11/2019,01/13/2020,12/11/2019 16:36:11,Synopsis 1
P20AS00015,"Understanding and Appreciation of Natural Sounds/Night Skies through Youth Initiatives Based on Science, Service, and Recreation",DOI-NPS,National Park Service,300000,1,"JOHN BECHTOLD 
John_Bechtold@nps.gov",,John_Bechtold@nps.gov,,,12/11/2019,01/30/2020,12/12/2019 9:37:12,Synopsis 1
CDC-RFA-GH20-2001,"Support and Capacity Building for Polio Eradication, Control of Other Vaccine Preventable Diseases, and Immunization Systems Strengthening in Africa.",HHS-CDC-CGH,Centers for Disease Control - CGH,175000000,1,"Mary Mulholland
ZQL0@cdc.gov",,ZQL0@cdc.gov,,,12/20/2019,02/20/2020,12/20/2019 16:19:20,Synopsis 1
P20AS00026,Battlefield Preservation Planning Grants - American Battlefield Protection Program,DOI-NPS,National Park Service,1200000,20,"Philip Bailey 
202-513-7126",,ABPP@NPS.GOV,,,12/20/2019,01/31/2020,12/23/2019 10:03:23,Synopsis 5
P20AS00028,2020 Preservation Technology and Training Grants,DOI-NPS,National Park Service,200000,10,"Todd Wilson 
Todd_Wilson@nps.gov",,Todd_Wilson@nps.gov,,,01/22/2020,02/24/2020,02/19/2020 12:00:19,Synopsis 1
CDC-RFA-CK20-2002,Advancing the Centers of Excellence in Newcomer Health,HHS-CDC-NCEZID,Centers for Disease Control - NCEZID,10000000,2,"NeKeia Gray
hvq6@cdc.gov",,hvq6@cdc.gov,,,04/09/2020,06/09/2020,04/10/2020 11:38:10,Synopsis 2
DHS-20-GPD-042-09-03,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 9",DHS-DHS,Department of Homeland Security - FEMA,13072865,9,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:17:13,Synopsis 2
DHS-20-GPD-042-08-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 8",DHS-DHS,Department of Homeland Security - FEMA,6716743,6,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:15:13,Synopsis 2
P20AS00055,9/11 Memorial Act Grant Program,DOI-NPS,National Park Service,2000000,10,"JOHN BECHTOLD 
John_Bechtold@nps.gov",,John_Bechtold@nps.gov,,,04/07/2020,05/15/2020,04/13/2020 9:05:13,Synopsis 2
CDC-RFA-GH20-2092,Global Health Security Partnership Engagement: Expanding Efforts and Strategies to Protect and Improve Public Health in Cameroon,HHS-CDC-CGH,Centers for Disease Control - CGH,15000000,3,"Herbert Kimble 
cwz2@cdc.gov",,cwz2@cdc.gov,,,02/08/2020,04/20/2020,04/13/2020 23:22:13,Synopsis 5
DHS-20-GPD-042-03-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 3",DHS-DHS,Department of Homeland Security - FEMA,10079373,6,FEMA Program Office,,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:06:13,Synopsis 2
DHS-20-GPD-042-05-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 5",DHS-DHS,Department of Homeland Security - FEMA,14000996,6,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:09:13,Synopsis 2
DHS-20-GPD-042-07-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 7",DHS-DHS,Department of Homeland Security - FEMA,5556925,4,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:13:13,Synopsis 2
DHS-20-GPD-042-01-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 1",DHS-DHS,Department of Homeland Security - FEMA,7184380,6,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:01:13,Synopsis 2
DHS-20-GPD-042-06-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 6",DHS-DHS,Department of Homeland Security - FEMA,11474233,5,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:11:13,Synopsis 2
DHS-20-GPD-042-02-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 2",DHS-DHS,Department of Homeland Security - FEMA,8220640,5,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:03:13,Synopsis 2
DHS-20-GPD-042-10-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 10",DHS-DHS,Department of Homeland Security - FEMA,5595084,4,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:20:13,Synopsis 2
DHS-20-GPD-042-04-02,"Fiscal Year (FY) 2020 Emergency Management Performance Grant Program, COVID-19 Supplemental (EMPG-S) - Region 4",DHS-DHS,Department of Homeland Security - FEMA,18098761,8,"FEMA Program Office
FEMA-EMPG-S@fema.dhs.gov",,FEMA-EMPG-S@fema.dhs.gov,,,04/13/2020,04/28/2020,04/13/2020 14:07:13,Synopsis 2
SFOP0006706,Combat Wildlife Trafficking in China,DOS-INL,Bureau of International Narcotics-Law Enforcement,,1,Leslie Catherwood,,washingtonnd@state.gov,,,03/27/2020,05/27/2020,04/28/2020 19:04:28,Synopsis 2
DHS-20-TTP-132-00-01,Fiscal Year (FY) 2020 Targeted Violence and Terrorism Prevention (TVTP) Program,DHS-DHS,Department of Homeland Security - FEMA,10000000,50,"Systems, GPD
GMD-Systems-Branch@fema.gov",,GMD-Systems-Branch@fema.gov,,,03/30/2020,06/17/2020,05/15/2020 11:07:15,Synopsis 5
MICC-FSH-20-0004,APG Army Compatible Use Buffer Program,DOD-AMC-MICCFSH,Mission and Install. Cmd. JBSA Ft. Sam Houston,50000000,1,"Marico O Sellers
Grants Specialist
Phone 210-466-2129",,marico.o.sellers.civ@mail.mil,,,06/01/2020,07/08/2020,06/01/2020 12:19:01,Synopsis 3
SFOP0007091,Development of Anti-Corruption and Anti-Money Laundering Tools to Identify Unexplained Wealth Held by Politically Exposed Persons (PEPs),DOS-INL,Bureau of International Narcotics-Law Enforcement,,1,"Arnaldo Arbesu, ArbesuA@state.gov; Najar Washington, WashingtonND@state.gov",,,,,06/12/2020,08/14/2020,06/12/2020 15:06:12,Synopsis 1
NOAA-OAR-OER-2021-2006431,Ocean Exploration Fiscal Year 2021 Funding Opportunity,DOC,Department of Commerce,3000000,7,"For further information and for applicants without internet, contact the NOAA Office of Ocean Exploration and Research at (301) 734-1014 or oer.ffo2021@noaa.gov. Email inquiries should include the Principal Investigator's name in the subject heading. Inquiries can also be mailed to: NOAA Office of Ocean Exploration and Research, ATTN: OER FFO 20210, SSMC3, Rm 10316, 1315 East West Highway, Silver Spring, Maryland 20910.",,oer.ffo2021@noaa.gov,,,04/28/2020,10/22/2020,06/09/2020 13:59:09,Synopsis 2
INL20GR0034-CRIMINALJUSMOLDOVA-05082020,Supporting Criminal Justice Reform and Strengthening Anticorruption Efforts in Moldova,DOS-INL,Bureau of International Narcotics-Law Enforcement,,,"Najar Washington
Grants Management Specialist
Phone 202-736-9147",,washingtonnd@state.gov,,,05/08/2020,07/06/2020,06/23/2020 18:31:23,Synopsis 2
DE-FOA-0001817,U.S. Industry Opportunities for Advanced Nuclear Technology Development,DOE-ID,Idaho Field Office,400000000,130,"Grants Specialist Andrew J. Ford 
fordaj@id.doe.gov",,fordaj@id.doe.gov,,,12/07/2017,11/02/2020,07/03/2020 21:29:03,Synopsis 12
DARPA-BAA-09-26,Optical Radiation Cooling and Heating in Integrated Devices (ORCHID),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Joe Mangano
DARPA/MTO
ATTN: DARPA-BAA-09-26
3701 North Fairfax Drive
Arlington, VA 22203-1714",,DARPA-BAA-09-26@darpa.mil,,,04/15/2009,04/15/2010,07/22/2009 13:42:22,Synopsis 3
DARPA-BAA-10-45,Compact Mid-Ultraviolet Technology,DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"John Albrecht
Program Manager",,DARPA-BAA-10-45@darpa.mil,,,03/22/2010,07/01/2010,05/19/2010 13:54:19,Synopsis 3
