pmid	title	journal
32321074	COVID-19 and opportunities for international cooperation in health.	Cad Saude Publica
32321072	Challenges of the COVID-19 pandemic: for a Brazilian research agenda in global health and sustainability.	Cad Saude Publica
32321063	Reflections about the impact of the SARS-COV-2/COVID-19 pandemic on mental health.	Braz J Psychiatry
32321009	COVID-19 pneumonia and the reversed halo sign.	J Bras Pneumol
32321005	[The increase in domestic violence during the social isolation: what does it reveals?]	Rev Bras Epidemiol
32321004	[What is urgent and necessary to inform policies to deal with the COVID-19 pandemic in Brazil?]	Rev Bras Epidemiol
32321003	Use of facemasks to limit COVID-19 transmission.	Epidemiol Serv Saude
32321000	The new coronavirus and the risk to children's health.	Rev Lat Am Enfermagem
32320999	CHALLENGES IN THE FIGHT AGAINST THE COVID-19 PANDEMIC IN UNIVERSITY HOSPITALS.	Rev Paul Pediatr
32320998	COVID-19 in Brazil: advantages of a socialized unified health system and preparation to contain cases.	Rev Soc Bras Med Trop
32320852	Deja vu: Stimulating open drug discovery for SARS-CoV-2.	Drug Discov Today
32320825	Recent progress and challenges in drug development against COVID-19 coronavirus (SARS-CoV-2) - an update on the status.	Infect Genet Evol
32320812	[Breast cancer management during the COVID 19 pandemic: The CNGOF takes action].	Gynecol Obstet Fertil Senol
32320809	Changes in testing rates could mask the novel coronavirus disease (COVID-19) growth rate.	Int J Infect Dis
32320742	Commentary: COVID-19 and diabetes mellitus: What we know, how our patients should be treated now, and what should happen next.	Metabolism
32320741	Letter to the Editor: Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease.	Metabolism
32320740	Letter to the Editor: Low-density lipoprotein is a potential predictor of poor prognosis in patients with coronavirus disease 2019.	Metabolism
32320693	An Atypical Presentation of Novel Coronavirus Disease 2019 (COVID-19).	Am J Med
32320687	Phylogenetic Analysis and Structural Modeling of SARS-CoV-2 Spike Protein Reveals an Evolutionary Distinct and Proteolytically Sensitive Activation Loop.	J Mol Biol
32320677	Complex Immune Dysregulation in COVID-19 Patients with Severe Respiratory Failure.	Cell Host Microbe
32320641	Severe Acute Respiratory Syndrome Coronavirus 2 Transmission Potential, Iran, 2020.	Emerg Infect Dis
32320592	Audio Interview: Approaches to Covid-19 Vaccines and Antivirals.	N Engl J Med
32320565	First Case of Covid-19 in the United States. Reply.	N Engl J Med
32320564	First Case of Covid-19 in the United States.	N Engl J Med
32320563	First Case of Covid-19 in the United States.	N Engl J Med
32320562	First Case of Covid-19 in the United States.	N Engl J Med
32320561	First Case of Covid-19 in the United States.	N Engl J Med
32320560	First Case of Covid-19 in the United States.	N Engl J Med
32320559	First Case of Covid-19 in the United States.	N Engl J Med
32320556	Late-Onset Neonatal Sepsis in a Patient with Covid-19.	N Engl J Med
32320546	[Management guidelines for vulnerable workers and persons and SARS-CoV-2 in Catalonian businesses].	Arch Prev Riesgos Labor
32320540	[Workers'health and COVID-19].	Arch Prev Riesgos Labor
32320539	[The Catalan Society of Occupational Health(@SCSL) facing the big challenge of COVID-19].	Arch Prev Riesgos Labor
32320535	Mesenchymal stem cells as a potential treatment for critically ill patients with coronavirus disease 2019.	Stem Cells Transl Med
32320517	High incidence of venous thromboembolic events in anticoagulated severe COVID-19 patients.	J Thromb Haemost
32320516	Scientific research progress of COVID-19/SARS-CoV-2 in the first five months.	J Cell Mol Med
32320509	Covid-19: Supporting nurses' psychological and mental health.	J Clin Nurs
32320508	Acute-onset smell and taste disorders in the context of COVID-19: a pilot multicentre polymerase chain reaction based case-control study.	Eur J Neurol
32320506	Early Self-Proning in Awake, Non-intubated Patients in the Emergency Department: A Single ED's Experience During the COVID-19 Pandemic.	Acad Emerg Med
32320494	Systemic immunosuppressive therapy for inflammatory skin diseases in children: Expert consensus-based guidance for clinical decision-making during the COVID-19 pandemic.	Pediatr Dermatol
32320488	Integration of telemedicine into the public health response to COVID-19 must include dentists.	Int Endod J
32320478	Risks of ACE Inhibitor and ARB Usage in COVID-19: Evaluating the Evidence.	Clin Pharmacol Ther
32320477	Chloroquine Dosing Recommendations for Pediatric COVID-19 Supported by Modeling and Simulation.	Clin Pharmacol Ther
32320463	Coronavirus Disease 2019 (COVID-19) and Firearms in the United States: Will an Epidemic of Suicide Follow?	Ann Intern Med
32320384	Anti-SARS-CoV-2 virus antibody levels in convalescent plasma of six donors who have recovered from COVID-19.	Aging (Albany NY)
32320381	Knowledge and Perceptions of COVID-19 Among Health Care Workers: Cross-Sectional Study.	JMIR Public Health Surveill
32320375	Logic in the time of coronavirus.	J Med Microbiol
32320359	The Prevalence, Characteristics, and Prevention Status of Skin Injury Caused by Personal Protective Equipment Among Medical Staff in Fighting COVID-19: A Multicenter, Cross-Sectional Study.	Adv Wound Care (New Rochelle)
32320331	Sex and Gender Disparities in the COVID-19 Pandemic.	J Womens Health (Larchmt)
32320327	Respiratory Protection Considerations for Healthcare Workers During the COVID-19 Pandemic.	Health Secur
32320324	COVID-19 and Diabetic Foot: Will the Lamp Burn Bright?	Int J Low Extrem Wounds
32320273	Navigating Healthcare Supply Shortages During the COVID-19 Pandemic: A Cardiologist's Perspective.	Circ Cardiovasc Qual Outcomes
32320272	Pandemic Pandemonium: Pausing Clinical Research During the COVID-19 Outbreak.	Circulation
32320270	Obesity a Risk Factor for Severe COVID-19 Infection: Multiple Potential Mechanisms.	Circulation
32320268	In Defense of Evidence-Based Medicine for the Treatment of COVID-19 ARDS.	Ann Am Thorac Soc
32320211	Neurological Insights of COVID-19 Pandemic.	ACS Chem Neurosci
32320138	"Management of ST-segment-elevation myocardial infarction during the coronavirus disease 2019 (COVID-19) outbreak: Iranian""247"" National Committee's position paper on primary percutaneous coronary intervention."	Catheter Cardiovasc Interv
32320129	Explanation for COVID-19 infection neurological damage and reactivations.	Transbound Emerg Dis
32320102	Hydatidiform mole in the era of COVID-19 pandemic. Is there an association?	Am J Reprod Immunol
32320091	Dermatologists and SARS-CoV-2: the impact of the pandemic on daily practice.	J Eur Acad Dermatol Venereol
32320084	Response to Char's comment: Comment on Li et al.: COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.	J Med Virol
32320083	Decontamination of face masks with steam for mask reuse in fighting the pandemic COVID-19: Experimental supports.	J Med Virol
32320082	Co-detection of respiratory pathogens in patients hospitalized with Coronavirus viral disease-2019 pneumonia.	J Med Virol
32320081	How to Perform Pediatric Lung Ultrasound Examinations in the Time of COVID-19.	J Ultrasound Med
32320066	The emergence of a novel coronavirus (SARS-CoV-2) disease and their neuroinvasive propensity may affect in COVID-19 patients.	J Med Virol
32320064	Evaluation of the auxiliary diagnostic value of antibody assays for the detection of novel coronavirus (SARS-CoV-2).	J Med Virol
32320062	Infection risk in a gastroenterological ward during a nosocomial COVID-19 infection event.	J Med Virol
32320059	Potential of live pathogen vaccines for defeating the COVID-19 pandemic: History and mechanism.	J Med Virol
32320040	Health system, public health, and economic implications of managing COVID-19 from a cardiovascular perspective.	Eur Heart J
32320031	Immune-mediated mechanism in coronavirus fulminant myocarditis.	Eur Heart J
32320008	Alterations in Smell or Taste in Mildly Symptomatic Outpatients With SARS-CoV-2 Infection.	JAMA
32320004	Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection in Children and Adolescents: A Systematic Review.	JAMA Pediatr
32320003	Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area.	JAMA
32319971	Anosmia as a prominent symptom of COVID-19 infection.	Rhinology
32319956	Surveillance of COVID-19 in the General Population Using an Online Questionnaire: Report From 18,161 Respondents in China.	JMIR Public Health Surveill
32319884	Extended use or reuse of N95 respirators during COVID-19 pandemic: An overview of national regulatory authority recommendations.	Infect Control Hosp Epidemiol
32319882	Ramadan coincides with the Covid-19 pandemic: What should be done?	Disaster Med Public Health Prep
32319881	May hydrogen peroxide reduce the hospitalization rate and complications of SARS-CoV-2 infection?	Infect Control Hosp Epidemiol
32319880	Transparency and information sharing could help abate the COVID-19 pandemic.	Infect Control Hosp Epidemiol
32319879	The depressive state of Denmark during the COVID-19 pandemic.	Acta Neuropsychiatr
32319878	Borderless collaboration is needed for COVID-19-A disease that knows no borders.	Infect Control Hosp Epidemiol
32319877	Critical role of Wuhan cabin hospitals in controlling the local COVID-19 pandemic.	Infect Control Hosp Epidemiol
32319876	Computed tomography (CT) scan challenges the result of SARS-CoV-2 nucleic acid test in a suspected COVID-19 case.	Infect Control Hosp Epidemiol
32319875	Knowledge of coronavirus disease 2019 (COVID-19) by medical personnel in a rural area of Thailand.	Infect Control Hosp Epidemiol
32319847	Special Issue: Digital Health in Times of COVID-19.	OMICS
32319792	Unexpected Findings of Coronavirus Disease (COVID-19) at the Lung Bases on Abdominopelvic CT.	AJR Am J Roentgenol
32319756	"Letter to the Editor Regarding: ""An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19)"" -Secondhand and Thirdhand Smoke As Potential Sources of COVID-19."	Environ Sci Technol
32319670	Telemedicine in neurosurgery during the novel coronavirus (COVID-19) pandemic.	Neurol Neurochir Pol
32319519	Transmission Potential of Asymptomatic and Paucisymptomatic Severe Acute Respiratory Syndrome Coronavirus 2 Infections: A 3-Family Cluster Study in China.	J Infect Dis
32319449	A pregnant woman and the SARS-CoV-2 infection: how are barriers easily crossed?	Recenti Prog Med
32319448	[The CoViD-19 epidemic is posing entirely new problems for home cancer care services.]	Recenti Prog Med
32319447	[Vitamin D and coronavirus: a new field of use?]	Recenti Prog Med
32319446	[It's world war at CoViD-19. The first battle on the front of the viral invasion against the exitus for interstitial pneumonia was decisive.]	Recenti Prog Med
32319444	[Between intensive care and palliative care at the time of CoViD-19.]	Recenti Prog Med
32319443	"[Ethical, deontologic and legal considerations about SIAARTI Document ""Clinical ethics recommendations for the allocation of intensive care treatments, in exceptional, resource-limited circumstances"".]"	Recenti Prog Med
32319442	[Clinical ethics recommendations for the allocation of intensive care treatments, in exceptional, resource-limited circumstances.]	Recenti Prog Med
32319440	[Post-Normal Pandemics: why CoViD-19 requires a new approach to science.]	Recenti Prog Med
32319439	[CoViD-19 and chronic diseases: current knowledge, future steps and the MaCroScopio project.]	Recenti Prog Med
32319438	[Facing Covid-19 in Italy: ethics, logistics, and therapeutics on the epidemic's front line].	Recenti Prog Med
32319436	[The choices in CoViD-19's time.]	Recenti Prog Med
32319435	[The cure: a question of merit?]	Recenti Prog Med
32319434	[CoViD-19 and PPE: some of us will die because of the shortage.]	Recenti Prog Med
32319433	[CoViD-19: we knew everything but we didn't understand anything.]	Recenti Prog Med
32319424	Respiratory Support in COVID-19 Patients, with a Focus on Resource-Limited Settings.	Am J Trop Med Hyg
32319301	COVID-19: How has the scientific community risen to the challenge?	Biotechniques
32319272	COVID-19 and cardiovascular disorder.	Minerva Cardioangiol
32319220	Covid-19 and Namaste.	Influenza Other Respir Viruses
32319218	A case of SARS-CoV-2 pneumonia with successful antiviral therapy in a 77-year-old man with a heart transplant.	Am J Transplant
32319209	Challenge of managing patients with COVID-19 and acute behavioural disturbances.	Emerg Med Australas
32319207	COVID-19 and viral hepatitis elimination programs: Are we stepping backward?	Liver Int
32319200	Therapeutic uncertainties in people with cardiometabolic diseases and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2 or COVID-19).	Diabetes Obes Metab
32319151	The COVID-19 pandemic: some lessons learned about crisis preparedness and management, and the need for international benchmarking to reduce deficits.	Environ Microbiol
32319148	COVID-19: searching for clues among other respiratory viruses.	Immunol Cell Biol
32319131	Successful containment of Covid-19 outbreak in a large maternity and perinatal center while continuing clinical service.	Pediatr Allergy Immunol
32319129	Managing childhood allergies and immunodeficiencies during respiratory virus epidemics - The 2020 COVID-19 pandemic: A statement from the EAACI-section on pediatrics.	Pediatr Allergy Immunol
32319118	Two X-linked agammaglobulinemia patients develop pneumonia as COVID-19 manifestation but recover.	Pediatr Allergy Immunol
32319114	Public health, health systems and palliation planning for COVID-19 on an exponential timeline.	Med J Aust
32319103	The role of occupational dermatology in the COVID-19 outbreak.	Contact Dermatitis
32319102	Points to consider in the preparation and transfusion of COVID-19 convalescent plasma.	Vox Sang
32319081	Delivering extracorporeal membrane oxygenation for patients with COVID-19: what, who, when and how?	Anaesthesia
32319041	The Effect of COVID-19 on Youth Mental Health.	Psychiatr Q
32319029	Patient self-proning with high-flow nasal cannula improves oxygenation in COVID-19 pneumonia.	Can J Anaesth
32318986	Knowledge, Perceptions, and Attitude of Egyptians Towards the Novel Coronavirus Disease (COVID-19).	J Community Health
32318975	Advances in COVID-19: the virus, the pathogenesis, and evidence-based control and therapeutic strategies.	Front Med
32318931	The response during a pandemic is a blurred vision of the future. Reflections on the Lombardy reorganization of the neurosurgical emergencies during the COVID-19.	Acta Neurochir (Wien)
32318916	Imaging characteristics of initial chest computed tomography and clinical manifestations of patients with COVID-19 pneumonia.	Jpn J Radiol
32318915	Vaccine confidence in the time of COVID-19.	Eur J Epidemiol
32318914	The paramount importance of serological surveys of SARS-CoV-2 infection and immunity.	Eur J Epidemiol
32318891	Sonographic signs and patterns of COVID-19 pneumonia.	Ultrasound J
32318865	Cardiovascular Complications in Patients with COVID-19: Consequences of Viral Toxicities and Host Immune Response.	Curr Cardiol Rep
32318855	Does COVID-19 affect male fertility?	World J Urol
32318843	The Radiology Department during the COVID-19 pandemic: a challenging, radical change.	Eur Radiol
32318805	Treating neovascular age-related macular degeneration in the era of COVID-19.	Graefes Arch Clin Exp Ophthalmol
32318782	Key elements of preparedness for pandemic coronavirus disease 2019 (COVID-19) in nuclear medicine units.	Eur J Nucl Med Mol Imaging
32318729	Fever without a source in a young infant due to SARS-CoV-2.	J Pediatric Infect Dis Soc
32318718	A case series of children with Coronavirus Disease 2019: what have we learned?	Clin Infect Dis
32318706	Multicenter initial guidance on use of antivirals for children with COVID-19/SARS-CoV-2.	J Pediatric Infect Dis Soc
32318703	Epidemiological and Clinical Characteristics of 26 Asymptomatic Severe Acute Respiratory Syndrome Coronavirus 2 Carriers.	J Infect Dis
32318694	Can the COVID-19 crisis strengthen our treatment escalation planning and resuscitation decision making?	Age Ageing
32318665	Age-related rhesus macaque models of COVID-19.	Animal Model Exp Med
32318643	Thoracic radiation therapy during COVID-19: provisional guidelines from a comprehensive cancer center within a pandemic epicenter.	Adv Radiat Oncol
32318330	Rewriting the rules for care of MDS and AML patients in the time of COVID-19.	Leuk Res Rep
32318328	D3Targets-2019-nCoV: a webserver for predicting drug targets and for multi-target and multi-site based virtual screening against COVID-19.	Acta Pharm Sin B
32318327	Potential therapeutic effects of dipyridamole in the severely ill patients with COVID-19.	Acta Pharm Sin B
32318325	The clinical data from 19 critically ill patients with coronavirus disease 2019: a single-centered, retrospective, observational study.	Z Gesundh Wiss
32318324	Depriving Iron Supply to the Virus Represents a Promising Adjuvant Therapeutic Against Viral Survival.	Curr Clin Microbiol Rep
32317823	Converting Home Spaces into Food Gardens at the Time of Covid-19 Quarantine: all the Benefits of Plants in this Difficult and Unprecedented Period.	Hum Ecol Interdiscip J
32317810	Understanding SARS-CoV-2: Genetic Diversity, Transmission and Cure in Human.	Indian J Microbiol
32317808	[COVID-19 in hospitalized children and adolescents].	Monatsschr Kinderheilkd
32317806	Carpal Fracture and COVID-19 Infection: Observation from Thailand.	Indian J Orthop
32317790	Maintenance of ophthalmic specialist out-patient service during the COVID-19 outbreak: The University of Hong Kong experience.	Eye (Lond)
32317785	Untapped potential: More US labs could be providing tests for coronavirus.	Nature
32317784	'Closing borders is ridiculous': the epidemiologist behind Sweden's controversial coronavirus strategy.	Nature
32317765	COVID-19: the risk of respiratory techniques in healthcare workers.	Spinal Cord
32317716	The potential danger of suboptimal antibody responses in COVID-19.	Nat Rev Immunol
32317591	Potential for Lung Recruitment and Ventilation-Perfusion Mismatch in Patients With the Acute Respiratory Distress Syndrome From Coronavirus Disease 2019.	Crit Care Med
32317558	The suspected SARS-Cov-2 infection in a Charcot-Marie-Tooth patient undergoing postsurgical rehabilitation: the value of telerehabilitation for evaluation and continuing treatment.	Int J Rehabil Res
32317557	Extracorporeal Membrane Oxygenation in the Treatment of Severe Pulmonary and Cardiac Compromise in COVID-19: Experience with 32 patients.	ASAIO J
32317510	Why is SARS-CoV-2 testing not possible in every medical laboratory?	Indian J Pathol Microbiol
32317509	COVID-19 and lung pathology.	Indian J Pathol Microbiol
32317503	Ophthalmology in the time of corona: Measures taken in a tertiary eye care hospital in Rajasthan against COVID-19 spread.	Indian J Ophthalmol
32317502	A surge in eye clinic nonattendance under 2019 novel coronavirus outbreak.	Indian J Ophthalmol
32317501	Toolkit for survival: How to run and manage ophthalmic practices during the difficult time of COVID-19 crisis.	Indian J Ophthalmol
32317500	Coronavirus and ophthalmology: What do we know and way forward.	Indian J Ophthalmol
32317499	A tribute to frontline corona warriors--Doctors who sacrificed their life while saving patients during the ongoing COVID-19 pandemic.	Indian J Ophthalmol
32317434	Effect of COVID-19 related lockdown on ophthalmic practice and patient care in India: Results of a survey.	Indian J Ophthalmol
32317433	All India Ophthalmological Society - Indian Journal of Ophthalmology consensus statement on preferred practices during the COVID-19 pandemic.	Indian J Ophthalmol
32317432	COVID-19 pandemic: Lessons learned and future directions.	Indian J Ophthalmol
32317431	Therapeutic opportunities to manage COVID-19/SARS-CoV-2 infection: Present and future.	Indian J Ophthalmol
32317428	What ophthalmologists should know about conjunctivitis in the COVID-19 pandemic?	Indian J Ophthalmol
32317412	COVID-19 in India: Moving from containment to mitigation.	Indian J Med Res
32317411	Responding to COVID-19 pandemic: Why a strong health system is required.	Indian J Med Res
32317409	Detection of coronaviruses in Pteropus & Rousettus species of bats from different States of India.	Indian J Med Res
32317408	Perspectives for repurposing drugs for the coronavirus disease 2019.	Indian J Med Res
32317405	Tracking the impact of interventions against COVID-19 in absence of extensive testing.	Indian J Med Res
32317402	Early Description of Coronavirus 2019 Disease in Kidney Transplant Recipients in New York.	J Am Soc Nephrol
32317401	Covid-19: US governors call for government help to secure more tests.	BMJ
32317354	Covid-19: Brazil's president rallies supporters against social distancing.	BMJ
32317345	Covid-19 and mental health: a transformational opportunity to apply an evidence-based approach to clinical practice and research.	Evid Based Ment Health
32317316	Hydroxychloroquine reduces the risk of covid-19 in patients with rheumatic diseases: myth or reality?	Ann Rheum Dis
32317315	Is there a future for hydroxychloroquine/chloroquine in prevention of SARS-CoV-2 infection (COVID-19)?	Ann Rheum Dis
32317311	Mitigating the Impacts of the COVID-19 Pandemic Response on At-Risk Children.	Pediatrics
32317309	Lung Ultrasound in Children With COVID-19.	Pediatrics
32317306	Increased Risk for Family Violence During the COVID-19 Pandemic.	Pediatrics
32317305	Covid-19: increasing demand for dialysis sparks fears of supply shortage.	BMJ
32317304	Covid-19: Trump stokes protests against social distancing measures.	BMJ
32317295	Covid-19: UK pledges to reintroduce contact tracing to fight virus.	BMJ
32317277	Redesign of a rural emergency department to prepare for the COVID-19 pandemic.	CMAJ
32317275	SARS-CoV-2 infection associated with spontaneous pneumothorax.	CMAJ
32317272	Tackling covid-19: are the costs worth the benefits?	BMJ
32317269	Managing high clinical suspicion COVID-19 inpatients with negative RT-PCR: a pragmatic and limited role for thoracic CT.	Thorax
32317267	Viral load dynamics and disease severity in patients infected with SARS-CoV-2 in Zhejiang province, China, January-March 2020: retrospective cohort study.	BMJ
32317257	Saliva as a non-invasive specimen for detection of SARS-CoV-2.	J Clin Microbiol
32317256	Validation of the Hologic's Aptima Unisex and Multitest Specimen collection kits used for Endocervical and Male Urethral Swab Specimen (Aptima Swab) for sample collection of SARS-CoV-2.	J Clin Microbiol
32317255	Covid-19: the precarious position of Spain's nursing homes.	BMJ
32317252	Covid 19: death certification in England and Wales.	BMJ
32317249	Covid-19: Government appoints former Olympics chief to lead PPE production drive.	BMJ
32317248	Covid-19: doctors are warned not to go public about PPE shortages.	BMJ
32317247	What will we learn from covid-19? That we live in an uncertain world.	BMJ
32317245	Ger Rijkers: Persistence of Memory in Times of COVID-19.	Trends Immunol
32317235	Society of Cardiovascular Computed Tomography guidance for use of cardiac computed tomography amidst the COVID-19 pandemic Endorsed by the American College of Cardiology.	J Cardiovasc Comput Tomogr
32317225	A sporadic COVID-19 pneumonia treated with extracorporeal membrane oxygenation in Tokyo, Japan: A case report.	J Infect Chemother
32317220	The anti-viral facet of anti-rheumatic drugs: Lessons from COVID-19.	J Autoimmun
32317217	Role of thymopoiesis and inflamm-aging in COVID-19 phenotype.	Pediatr Neonatol
32317205	Clinical features and multidisciplinary treatment outcome of COVID-19 pneumonia: A report of three cases.	J Formos Med Assoc
32317204	iPad deployment for virtual evaluation in the emergency department during the COVID-19 pandemic.	Am J Emerg Med
32317203	Cardiovascular complications in COVID-19.	Am J Emerg Med
32317202	Areas of academic research with the impact of COVID-19.	Am J Emerg Med
32317197	Health anxiety and behavioural changes of pregnant women during the COVID-19 pandemic.	Eur J Obstet Gynecol Reprod Biol
32317180	Coronavirus Disease 2019 Pneumonia in Immunosuppressed Renal Transplant Recipients: A Summary of 10 Confirmed Cases in Wuhan, China.	Eur Urol
32317164	[Clozapine prescription in the wake of the coronavirus (SARS CoV-2) outbreak: What measures? Why?]	Encephale
32317154	Community Pharmacists: On the frontline of health service against COVID-19 in LMICs.	Res Social Adm Pharm
32317153	Drugs supply and pharmaceutical care management practices at a designated hospital during the COVID-19 epidemic.	Res Social Adm Pharm
32317139	"Consideration of povidone-iodine as a public health intervention for COVID-19: Utilization as ""Personal Protective Equipment"" for frontline providers exposed in high-risk head and neck and skull base oncology care."	Oral Oncol
32317129	The COVID-19 pandemic: Technology use to support the wellbeing of children.	J Pediatr Nurs
32317126	Seven discharged patients turning positive again for SARS-CoV-2 on quantitative RT-PCR.	Am J Infect Control
32317115	Coronavirus and Radiology. Considerations on the crisis.	Radiologia
32317114	An academic allergy unit during COVID-19 pandemic in Italy.	J Allergy Clin Immunol
32317113	COVID-19 therapeutic options for patients with kidney disease.	Kidney Int
32317058	Let us not forget the mask in our attempts to stall the spread of COVID-19.	Int J Tuberc Lung Dis
32317053	SARS-CoV2 infection and primary school closure.	Euro Surveill
32317051	Potential lethal outbreak of coronavirus disease (COVID-19) among the elderly in retirement homes and long-term facilities, France, March 2020.	Euro Surveill
32317050	Coronavirus disease (COVID-19): a scoping review.	Euro Surveill
32317044	Outbreak Trends of Coronavirus Disease-2019 in India: A Prediction.	Disaster Med Public Health Prep
32317041	Management of COVID-19 Outbreak in Argentina: The Beginning.	Disaster Med Public Health Prep
32317038	Coronavirus Disease 2019 Pandemic: Health System and Community Response to a Text Message (Text4Hope) Program Supporting Mental Health in Alberta.	Disaster Med Public Health Prep
32317036	Bacterial and fungal infections in COVID-19 patients: A matter of concern.	Infect Control Hosp Epidemiol
32316979	Baby pangolins on my plate: possible lessons to learn from the COVID-19 pandemic.	J Ethnobiol Ethnomed
32316872	COVID-19: Facts, Cultural Considerations, and Risk of Stigmatization.	J Transcult Nurs
32316857	COVID-19 and orthopaedic surgeons: the Indian scenario.	Trop Doct
32316830	COVID-19 FAQ's in Pediatric Cardiac Surgery.	World J Pediatr Congenit Heart Surg
32316751	Coronavirus disease 2019: reassembly attack of coronavirus.	Int J Environ Health Res
32316737	Resumption of activity in gastroenterology departments. Recommendations by SEPD, AEEH, GETECCU and AEG.	Rev Esp Enferm Dig
32316719	[Expression analysis of 2019-nCoV related ACE2 and TMPRSS2 in eye tissues].	Zhonghua Yan Ke Za Zhi
32316718	"Systematic rapid ""living"" review on rehabilitation needs due to covid-19: update to march 31st 2020."	Eur J Phys Rehabil Med
32316713	[Clinical Characteristics and Coping Strategies of Neoplasms with 2019 Novel Coronavirus Infection].	Zhongguo Fei Ai Za Zhi
32316712	[Explore the Optimal Resolvent of Medical Needs and Mental Health for Patients with Lung Cancer during Epidemic Novel Coronavirus Pneumonia].	Zhongguo Fei Ai Za Zhi
32316647	Using Social Media to Mine and Analyze Public Opinion Related to COVID-19 in China.	Int J Environ Res Public Health
32316618	Novel Coronavirus: Current Understanding of Clinical Features, Diagnosis, Pathogenesis, and Treatment Options.	Pathogens
32316337	"COVID-19 Pandemic and the Crisis of Health Systems: The Experience of the Apulia Cancer Network and of the Comprehensive Cancer Center Istituto Tumori ""Giovanni Paolo II"" of Bari."	Int J Environ Res Public Health
32316270	COVID-19, Chloroquine Repurposing, and Cardiac Safety Concern: Chirality Might Help.	Molecules
32316233	Geographical Accessibility to Glucose-6-Phosphate Dioxygenase Deficiency Point-of-Care Testing for Antenatal Care in Ghana.	Diagnostics (Basel)
32316165	Naive Forecast for COVID-19 in Utah Based on the South Korea and Italy Models-the Fluctuation between Two Extremes.	Int J Environ Res Public Health
32316118	Global Spread of Coronavirus Disease 2019 and Malaria: An Epidemiological Paradox in the Early Stage of A Pandemic.	J Clin Med
32316113	Combining Point-of-Care Diagnostics and Internet of Medical Things (IoMT) to Combat the COVID-19 Pandemic.	Diagnostics (Basel)
32316079	Addressing the Experience of Children and Adolescents During the COVID-19 Pandemic.	J Clin Psychiatry
32316065	Prevention and Treatment of Venous Thromboembolism Associated with Coronavirus Disease 2019 Infection: A Consensus Statement before Guidelines.	Thromb Haemost
32316063	COVID-19-Related Severe Hypercoagulability in Patients Admitted to Intensive Care Unit for Acute Respiratory Failure.	Thromb Haemost
32316056	[Management of Patients with COVID-19 - Recommendations from a Palliative Care Perspective].	Pneumologie
32316029	What COVID-19 means for non-neurotypical children and their families.	Pediatr Res
32315980	COVID-19 in a MS patient treated with ocrelizumab: does immunosuppression have a protective role?	Mult Scler Relat Disord
32315968	COVID-19 outbreak: Challenges for Addiction services in India.	Asian J Psychiatr
32315967	Acute stress, behavioural symptoms and mood states among school-age children with attention-deficit/hyperactive disorder during the COVID-19 outbreak.	Asian J Psychiatr
32315963	Epidemic of COVID-19 in China and associated Psychological Problems.	Asian J Psychiatr
32315948	Case report of chloroquine therapy and hypoglycaemia in type 1 diabetes: What should we have in mind during the COVID-19 pandemic?	Diabetes Metab Syndr
32315907	What do we know about the SARS-CoV-2 coronavirus in the environment?	Sci Total Environ
32315904	Association between short-term exposure to air pollution and COVID-19 infection: Evidence from China.	Sci Total Environ
32315888	The psychological impact of COVID-19 on medical students [Letter].	Psychiatry Res
32315887	The anatomy of panic buying related to the current COVID-19 pandemic.	Psychiatry Res
32315886	Prevalence of self-reported depression and anxiety among pediatric medical staff members during the COVID-19 outbreak in Guiyang, China.	Psychiatry Res
32315885	Addressing collegiate mental health amid COVID-19 pandemic.	Psychiatry Res
32315884	COVID-19 paranoia in a patient suffering from schizophrenic psychosis - a case report.	Psychiatry Res
32315883	Psychological preparedness for the COVID-19 pandemic, perspectives from India.	Psychiatry Res
32315881	Mental Health Services in Lombardy during COVID-19 outbreak.	Psychiatry Res
32315879	Stressors of nurses in psychiatric hospitals during the COVID-19 outbreak.	Psychiatry Res
32315874	Lessons learned from 9/11: Mental health perspectives on the COVID-19 pandemic.	Psychiatry Res
32315842	The international imperative to rapidly and inexpensively monitor community-wide Covid-19 infection status and trends.	Sci Total Environ
32315817	Prevalence and severity of corona virus disease 2019 (COVID-19): A systematic review and meta-analysis.	J Clin Virol
32315809	Comparison of nasopharyngeal and oropharyngeal swabs for SARS-CoV-2 detection in 353 patients received tests with both specimens simultaneously.	Int J Infect Dis
32315808	The relative transmissibility of asymptomatic COVID-19 infections among close contacts.	Int J Infect Dis
32315805	[Breast cancer management during the COVID 19 pandemic: the CNGOF takes action].	Gynecol Obstet Fertil Senol
32315803	Preliminary therapeutic drug monitoring data of beta-lactams in critically ill patients with SARS-CoV-2 infection.	Anaesth Crit Care Pain Med
32315802	The role of physical and rehabilitation medicine in the COVID-19 pandemic: The clinician's view.	Ann Phys Rehabil Med
32315800	A model for a ventilator-weaning and early rehabilitation unit to deal with post-ICU impairments following severe COVID-19.	Ann Phys Rehabil Med
